Time Steps,Burst Size, Burst duration in dt,Burst inactivation in dt,Count A in gene,Count M in genge,Count total M 
1, 0, 1,1, 4, 0, 30 
101, 0, 1,1, 2, 0, 36 
201, 0, 1,1, 2, 1, 43 
301, 0, 1,1, 2, 1, 38 
401, 0, 1,1, 2, 1, 42 
501, 0, 1,1, 2, 1, 47 
601, 0, 1,1, 2, 2, 49 
701, 0, 1,1, 2, 2, 48 
801, 0, 1,1, 3, 1, 45 
901, 0, 1,1, 3, 0, 48 
1001, 0, 1,1, 3, 0, 48 
1101, 0, 1,1, 3, 1, 49 
1201, 0, 1,1, 3, 1, 46 
1301, 0, 1,1, 5, 1, 49 
1401, 0, 1,1, 5, 1, 52 
1501, 0, 1,1, 4, 3, 55 
1601, 0, 1,1, 2, 2, 60 
1701, 0, 1,1, 2, 4, 61 
1801, 0, 1,1, 2, 4, 58 
1901, 0, 1,1, 2, 4, 58 
2001, 0, 1,1, 2, 2, 31 
2101, 0, 1,1, 2, 2, 42 
2201, 0, 1,1, 2, 2, 54 
2301, 0, 1,1, 2, 2, 53 
2401, 0, 1,1, 4, 2, 57 
2501, 0, 1,1, 3, 2, 56 
2601, 0, 1,1, 3, 3, 58 
2701, 0, 1,1, 1, 3, 61 
2801, 0, 1,1, 2, 4, 73 
2901, 0, 1,1, 2, 4, 79 
3001, 0, 1,1, 1, 4, 88 
3101, 0, 1,1, 2, 4, 88 
3201, 0, 1,1, 2, 4, 94 
3301, 0, 1,1, 1, 4, 93 
3401, 0, 1,1, 1, 4, 90 
3501, 0, 1,1, 1, 3, 99 
3601, 0, 1,1, 0, 4, 106 
3701, 0, 1,1, 0, 3, 102 
3801, 0, 1,1, 0, 3, 104 
3901, 0, 1,1, 0, 2, 103 
4001, 0, 1,1, 0, 2, 63 
4101, 0, 1,1, 0, 2, 86 
4201, 0, 1,1, 0, 2, 95 
4301, 0, 1,1, 0, 4, 107 
4401, 0, 1,1, 0, 3, 116 
4501, 0, 1,1, 0, 3, 119 
4601, 0, 1,1, 0, 4, 125 
4701, 0, 1,1, 0, 5, 140 
4801, 0, 1,1, 0, 4, 148 
4901, 0, 1,1, 0, 4, 146 
5001, 0, 1,1, 1, 4, 145 
5101, 0, 1,1, 2, 4, 150 
5201, 0, 1,1, 2, 3, 151 
5301, 0, 1,1, 2, 3, 152 
5401, 0, 1,1, 1, 3, 151 
5501, 0, 1,1, 0, 5, 156 
5601, 0, 1,1, 0, 5, 153 
5701, 0, 1,1, 1, 4, 144 
5801, 0, 1,1, 1, 5, 147 
5901, 0, 1,1, 1, 5, 150 
6001, 0, 1,1, 1, 4, 91 
6101, 0, 1,1, 1, 3, 99 
6201, 0, 1,1, 1, 3, 108 
6301, 0, 1,1, 0, 3, 115 
6401, 0, 1,1, 1, 3, 122 
6501, 0, 1,1, 0, 2, 126 
6601, 0, 1,1, 0, 2, 124 
6701, 0, 1,1, 0, 3, 125 
6801, 0, 1,1, 1, 2, 135 
6901, 0, 1,1, 1, 3, 138 
7001, 0, 1,1, 1, 4, 136 
7101, 0, 1,1, 2, 3, 136 
7201, 0, 1,1, 2, 1, 129 
7301, 0, 1,1, 1, 3, 138 
7401, 0, 1,1, 2, 3, 135 
7501, 0, 1,1, 2, 3, 141 
7601, 0, 1,1, 2, 4, 144 
7701, 0, 1,1, 3, 3, 138 
7801, 0, 1,1, 3, 4, 136 
7901, 0, 1,1, 3, 4, 139 
8001, 0, 1,1, 0, 3, 86 
8101, 0, 1,1, 0, 5, 101 
8201, 0, 1,1, 1, 5, 115 
8301, 0, 1,1, 1, 5, 123 
8401, 0, 1,1, 1, 6, 126 
8501, 0, 1,1, 1, 6, 128 
8601, 0, 1,1, 1, 5, 124 
8701, 0, 1,1, 1, 5, 131 
8801, 0, 1,1, 1, 5, 137 
8901, 0, 1,1, 0, 4, 143 
9001, 0, 1,1, 0, 5, 146 
9101, 0, 1,1, 0, 5, 143 
9201, 0, 1,1, 0, 4, 139 
9301, 0, 1,1, 0, 4, 140 
9401, 0, 1,1, 0, 5, 137 
9501, 0, 1,1, 0, 6, 142 
9601, 0, 1,1, 0, 5, 144 
9701, 0, 1,1, 0, 4, 140 
9801, 0, 1,1, 0, 4, 128 
9901, 0, 1,1, 0, 1, 62 
10001, 0, 1,1, 1, 2, 80 
10101, 0, 1,1, 2, 2, 88 
10201, 0, 1,1, 2, 2, 93 
10301, 0, 1,1, 2, 4, 99 
10401, 0, 1,1, 1, 3, 107 
10501, 0, 1,1, 0, 4, 113 
10601, 0, 1,1, 1, 4, 112 
10701, 0, 1,1, 1, 4, 117 
10801, 0, 1,1, 2, 4, 112 
10901, 0, 1,1, 2, 4, 114 
11001, 0, 1,1, 1, 5, 120 
11101, 0, 1,1, 1, 4, 124 
11201, 0, 1,1, 1, 4, 125 
11301, 0, 1,1, 1, 4, 133 
11401, 0, 1,1, 1, 3, 140 
11501, 0, 1,1, 1, 4, 144 
11601, 0, 1,1, 0, 5, 147 
11701, 0, 1,1, 0, 5, 145 
11801, 0, 1,1, 0, 6, 143 
11901, 0, 1,1, 0, 4, 82 
12001, 0, 1,1, 0, 4, 97 
12101, 0, 1,1, 1, 4, 111 
12201, 0, 1,1, 1, 4, 124 
12301, 0, 1,1, 1, 5, 132 
12401, 0, 1,1, 0, 6, 139 
12501, 0, 1,1, 0, 6, 150 
12601, 0, 1,1, 0, 6, 146 
12701, 0, 1,1, 0, 7, 149 
12801, 0, 1,1, 0, 6, 148 
12901, 0, 1,1, 0, 3, 138 
13001, 0, 1,1, 1, 2, 146 
13101, 0, 1,1, 1, 2, 144 
13201, 0, 1,1, 0, 3, 147 
13301, 0, 1,1, 0, 6, 151 
13401, 0, 1,1, 0, 6, 148 
13501, 0, 1,1, 0, 5, 156 
13601, 0, 1,1, 0, 4, 150 
13701, 0, 1,1, 0, 5, 144 
13801, 0, 1,1, 0, 4, 146 
13901, 0, 1,1, 0, 4, 87 
14001, 0, 1,1, 0, 4, 104 
14101, 0, 1,1, 1, 4, 108 
14201, 0, 1,1, 1, 4, 119 
14301, 0, 1,1, 1, 4, 123 
14401, 0, 1,1, 0, 5, 136 
14501, 0, 1,1, 1, 5, 139 
14601, 0, 1,1, 1, 5, 146 
14701, 0, 1,1, 1, 5, 146 
14801, 0, 1,1, 0, 5, 147 
14901, 0, 1,1, 0, 6, 151 
15001, 0, 1,1, 0, 6, 154 
15101, 0, 1,1, 0, 6, 152 
15201, 0, 1,1, 0, 7, 147 
15301, 0, 1,1, 0, 7, 149 
15401, 0, 1,1, 0, 5, 147 
15501, 0, 1,1, 1, 4, 146 
15601, 0, 1,1, 0, 5, 150 
15701, 0, 1,1, 1, 4, 154 
15801, 0, 1,1, 1, 3, 143 
15901, 0, 1,1, 0, 1, 86 
16001, 0, 1,1, 0, 1, 99 
16101, 0, 1,1, 1, 1, 108 
16201, 0, 1,1, 0, 2, 116 
16301, 0, 1,1, 1, 4, 125 
16401, 0, 1,1, 1, 4, 126 
16501, 0, 1,1, 1, 4, 123 
16601, 0, 1,1, 0, 3, 116 
16701, 0, 1,1, 0, 3, 121 
16801, 0, 1,1, 0, 2, 127 
16901, 0, 1,1, 0, 4, 127 
17001, 0, 1,1, 0, 3, 125 
17101, 0, 1,1, 1, 4, 122 
17201, 0, 1,1, 0, 5, 140 
17301, 0, 1,1, 0, 5, 135 
17401, 0, 1,1, 0, 5, 137 
17501, 0, 1,1, 0, 5, 130 
17601, 0, 1,1, 0, 6, 140 
17701, 0, 1,1, 0, 7, 148 
17801, 0, 1,1, 0, 6, 148 
17901, 0, 1,1, 0, 2, 99 
18001, 0, 1,1, 0, 3, 115 
18101, 0, 1,1, 0, 4, 118 
18201, 0, 1,1, 0, 5, 135 
18301, 0, 1,1, 0, 6, 133 
18401, 0, 1,1, 0, 3, 138 
18501, 0, 1,1, 0, 3, 137 
18601, 0, 1,1, 0, 4, 144 
18701, 0, 1,1, 0, 5, 137 
18801, 0, 1,1, 1, 5, 139 
18901, 0, 1,1, 0, 5, 142 
19001, 0, 1,1, 0, 5, 142 
19101, 0, 1,1, 0, 7, 150 
19201, 0, 1,1, 0, 5, 149 
19301, 0, 1,1, 0, 6, 146 
19401, 0, 1,1, 0, 6, 148 
19501, 0, 1,1, 0, 6, 145 
19601, 0, 1,1, 0, 6, 142 
19701, 0, 1,1, 0, 7, 150 
19801, 0, 1,1, 0, 2, 70 
19901, 0, 1,1, 0, 2, 85 
20001, 0, 1,1, 1, 0, 99 
20101, 0, 1,1, 1, 3, 115 
20201, 0, 1,1, 0, 6, 123 
20301, 0, 1,1, 0, 6, 122 
20401, 0, 1,1, 0, 6, 123 
20501, 0, 1,1, 0, 5, 125 
20601, 0, 1,1, 0, 4, 132 
20701, 0, 1,1, 0, 5, 136 
20801, 0, 1,1, 0, 5, 137 
20901, 0, 1,1, 1, 5, 141 
21001, 0, 1,1, 1, 6, 142 
21101, 0, 1,1, 1, 6, 143 
21201, 0, 1,1, 0, 4, 135 
21301, 0, 1,1, 0, 6, 148 
21401, 0, 1,1, 0, 5, 156 
21501, 0, 1,1, 0, 5, 162 
21601, 0, 1,1, 0, 6, 169 
21701, 0, 1,1, 1, 6, 160 
21801, 0, 1,1, 0, 3, 80 
21901, 0, 1,1, 0, 3, 98 
22001, 0, 1,1, 0, 3, 114 
22101, 0, 1,1, 0, 3, 118 
22201, 0, 1,1, 0, 2, 120 
22301, 0, 1,1, 1, 5, 132 
22401, 0, 1,1, 1, 5, 136 
22501, 0, 1,1, 1, 5, 132 
22601, 0, 1,1, 1, 5, 137 
22701, 0, 1,1, 1, 5, 146 
22801, 0, 1,1, 2, 4, 143 
22901, 0, 1,1, 1, 4, 143 
23001, 0, 1,1, 1, 5, 146 
23101, 0, 1,1, 0, 6, 142 
23201, 0, 1,1, 0, 5, 138 
23301, 0, 1,1, 0, 5, 138 
23401, 0, 1,1, 0, 5, 144 
23501, 0, 1,1, 0, 5, 138 
23601, 0, 1,1, 0, 5, 137 
23701, 0, 1,1, 0, 4, 135 
23801, 0, 1,1, 0, 3, 79 
23901, 0, 1,1, 1, 2, 93 
24001, 0, 1,1, 1, 2, 98 
24101, 0, 1,1, 0, 3, 106 
24201, 0, 1,1, 1, 3, 101 
24301, 0, 1,1, 2, 1, 101 
24401, 0, 1,1, 2, 1, 114 
24501, 0, 1,1, 2, 2, 114 
24601, 0, 1,1, 1, 3, 125 
24701, 0, 1,1, 1, 2, 130 
24801, 0, 1,1, 1, 4, 127 
24901, 0, 1,1, 0, 4, 129 
25001, 0, 1,1, 0, 4, 133 
25101, 0, 1,1, 0, 4, 135 
25201, 0, 1,1, 0, 6, 134 
25301, 0, 1,1, 0, 6, 138 
25401, 0, 1,1, 0, 6, 139 
25501, 0, 1,1, 0, 6, 129 
25601, 0, 1,1, 1, 6, 127 
25701, 0, 1,1, 0, 7, 139 
25801, 0, 1,1, 0, 4, 81 
25901, 0, 1,1, 1, 3, 97 
26001, 0, 1,1, 1, 3, 106 
26101, 0, 1,1, 0, 5, 121 
26201, 0, 1,1, 0, 6, 135 
26301, 0, 1,1, 0, 6, 142 
26401, 0, 1,1, 1, 5, 142 
26501, 0, 1,1, 0, 4, 147 
26601, 0, 1,1, 0, 4, 141 
26701, 0, 1,1, 1, 5, 140 
26801, 0, 1,1, 0, 4, 145 
26901, 0, 1,1, 0, 5, 145 
27001, 0, 1,1, 0, 5, 148 
27101, 0, 1,1, 0, 7, 146 
27201, 0, 1,1, 0, 7, 144 
27301, 0, 1,1, 0, 7, 147 
27401, 0, 1,1, 0, 6, 154 
27501, 0, 1,1, 0, 6, 153 
27601, 0, 1,1, 0, 6, 151 
27701, 0, 1,1, 0, 5, 155 
27801, 0, 1,1, 0, 4, 94 
27901, 0, 1,1, 0, 4, 119 
28001, 0, 1,1, 1, 3, 126 
28101, 0, 1,1, 1, 3, 137 
28201, 0, 1,1, 1, 3, 138 
28301, 0, 1,1, 0, 4, 151 
28401, 0, 1,1, 0, 5, 160 
28501, 0, 1,1, 1, 5, 154 
28601, 0, 1,1, 0, 5, 151 
28701, 0, 1,1, 0, 6, 148 
28801, 0, 1,1, 1, 6, 149 
28901, 0, 1,1, 2, 4, 156 
29001, 0, 1,1, 2, 4, 154 
29101, 0, 1,1, 1, 4, 149 
29201, 0, 1,1, 0, 5, 149 
29301, 0, 1,1, 0, 6, 151 
29401, 0, 1,1, 0, 6, 155 
29501, 0, 1,1, 0, 5, 160 
29601, 0, 1,1, 0, 4, 153 
29701, 0, 1,1, 0, 2, 74 
29801, 0, 1,1, 1, 3, 96 
29901, 0, 1,1, 1, 5, 107 
1, 1, 1,1, 4, 0, 30 
101, 1, 1,1, 5, 1, 37 
201, 1, 1,1, 5, 1, 40 
301, 1, 1,1, 7, 0, 42 
401, 1, 1,1, 7, 0, 50 
501, 1, 1,1, 6, 0, 49 
601, 1, 1,1, 6, 0, 47 
701, 1, 1,1, 7, 0, 52 
801, 1, 1,1, 7, 0, 54 
901, 1, 1,1, 6, 0, 55 
1001, 1, 1,1, 7, 0, 55 
1101, 1, 1,1, 7, 0, 51 
1201, 1, 1,1, 7, 0, 57 
1301, 1, 1,1, 7, 0, 54 
1401, 1, 1,1, 6, 0, 57 
1501, 1, 1,1, 7, 0, 57 
1601, 1, 1,1, 6, 0, 57 
1701, 1, 1,1, 6, 0, 55 
1801, 1, 1,1, 7, 0, 52 
1901, 1, 1,1, 7, 0, 54 
2001, 1, 1,1, 5, 0, 29 
2101, 1, 1,1, 5, 0, 40 
2201, 1, 1,1, 6, 0, 57 
2301, 1, 1,1, 7, 0, 57 
2401, 1, 1,1, 6, 0, 60 
2501, 1, 1,1, 6, 0, 58 
2601, 1, 1,1, 7, 0, 56 
2701, 1, 1,1, 7, 0, 65 
2801, 1, 1,1, 7, 0, 67 
2901, 1, 1,1, 6, 0, 67 
3001, 1, 1,1, 7, 0, 75 
3101, 1, 1,1, 6, 0, 68 
3201, 1, 1,1, 7, 0, 72 
3301, 1, 1,1, 6, 0, 78 
3401, 1, 1,1, 7, 0, 81 
3501, 1, 1,1, 7, 0, 74 
3601, 1, 1,1, 7, 0, 70 
3701, 1, 1,1, 6, 1, 77 
3801, 1, 1,1, 7, 0, 85 
3901, 1, 1,1, 7, 0, 82 
4001, 1, 1,1, 6, 0, 45 
4101, 1, 1,1, 7, 0, 61 
4201, 1, 1,1, 7, 0, 63 
4301, 1, 1,1, 7, 0, 66 
4401, 1, 1,1, 7, 0, 74 
4501, 1, 1,1, 7, 0, 78 
4601, 1, 1,1, 7, 0, 77 
4701, 1, 1,1, 7, 0, 85 
4801, 1, 1,1, 7, 0, 87 
4901, 1, 1,1, 7, 0, 99 
5001, 1, 1,1, 6, 0, 106 
5101, 1, 1,1, 6, 0, 109 
5201, 1, 1,1, 7, 0, 106 
5301, 1, 1,1, 5, 0, 109 
5401, 1, 1,1, 6, 1, 105 
5501, 1, 1,1, 6, 0, 95 
5601, 1, 1,1, 7, 0, 105 
5701, 1, 1,1, 7, 0, 107 
5801, 1, 1,1, 7, 0, 103 
5901, 1, 1,1, 7, 0, 104 
6001, 1, 1,1, 6, 0, 59 
6101, 1, 1,1, 5, 0, 72 
6201, 1, 1,1, 7, 0, 83 
6301, 1, 1,1, 7, 0, 79 
6401, 1, 1,1, 7, 0, 89 
6501, 1, 1,1, 7, 0, 93 
6601, 1, 1,1, 6, 0, 92 
6701, 1, 1,1, 7, 0, 93 
6801, 1, 1,1, 6, 0, 100 
6901, 1, 1,1, 5, 0, 105 
7001, 1, 1,1, 5, 0, 109 
7101, 1, 1,1, 5, 2, 106 
7201, 1, 1,1, 6, 1, 109 
7301, 1, 1,1, 7, 0, 106 
7401, 1, 1,1, 7, 0, 106 
7501, 1, 1,1, 5, 0, 108 
7601, 1, 1,1, 5, 1, 108 
7701, 1, 1,1, 4, 1, 118 
7801, 1, 1,1, 6, 0, 117 
7901, 1, 1,1, 5, 0, 108 
8001, 1, 1,1, 6, 0, 74 
8101, 1, 1,1, 7, 0, 87 
8201, 1, 1,1, 7, 0, 103 
8301, 1, 1,1, 7, 0, 109 
8401, 1, 1,1, 6, 0, 124 
8501, 1, 1,1, 7, 0, 134 
8601, 1, 1,1, 5, 0, 131 
8701, 1, 1,1, 5, 0, 132 
8801, 1, 1,1, 6, 1, 125 
8901, 1, 1,1, 7, 0, 123 
9001, 1, 1,1, 6, 0, 130 
9101, 1, 1,1, 6, 0, 135 
9201, 1, 1,1, 7, 0, 133 
9301, 1, 1,1, 6, 0, 127 
9401, 1, 1,1, 7, 0, 129 
9501, 1, 1,1, 7, 0, 122 
9601, 1, 1,1, 6, 0, 120 
9701, 1, 1,1, 7, 0, 124 
9801, 1, 1,1, 6, 0, 131 
9901, 1, 1,1, 0, 0, 62 
10001, 1, 1,1, 7, 0, 76 
10101, 1, 1,1, 7, 0, 83 
10201, 1, 1,1, 7, 0, 89 
10301, 1, 1,1, 7, 0, 100 
10401, 1, 1,1, 7, 0, 100 
10501, 1, 1,1, 6, 0, 102 
10601, 1, 1,1, 6, 0, 101 
10701, 1, 1,1, 6, 0, 109 
10801, 1, 1,1, 7, 0, 112 
10901, 1, 1,1, 6, 0, 117 
11001, 1, 1,1, 6, 0, 114 
11101, 1, 1,1, 4, 0, 122 
11201, 1, 1,1, 6, 0, 126 
11301, 1, 1,1, 5, 0, 123 
11401, 1, 1,1, 7, 0, 120 
11501, 1, 1,1, 7, 0, 120 
11601, 1, 1,1, 6, 1, 120 
11701, 1, 1,1, 6, 0, 122 
11801, 1, 1,1, 5, 1, 134 
11901, 1, 1,1, 4, 1, 69 
12001, 1, 1,1, 7, 0, 78 
12101, 1, 1,1, 7, 0, 84 
12201, 1, 1,1, 7, 0, 81 
12301, 1, 1,1, 5, 0, 85 
12401, 1, 1,1, 7, 0, 87 
12501, 1, 1,1, 7, 0, 80 
12601, 1, 1,1, 6, 0, 86 
12701, 1, 1,1, 7, 0, 89 
12801, 1, 1,1, 6, 0, 93 
12901, 1, 1,1, 7, 0, 91 
13001, 1, 1,1, 7, 0, 95 
13101, 1, 1,1, 7, 0, 91 
13201, 1, 1,1, 7, 0, 96 
13301, 1, 1,1, 7, 0, 91 
13401, 1, 1,1, 6, 0, 96 
13501, 1, 1,1, 6, 0, 97 
13601, 1, 1,1, 5, 0, 95 
13701, 1, 1,1, 7, 0, 99 
13801, 1, 1,1, 7, 0, 100 
13901, 1, 1,1, 6, 0, 54 
14001, 1, 1,1, 6, 0, 58 
14101, 1, 1,1, 7, 0, 71 
14201, 1, 1,1, 7, 0, 78 
14301, 1, 1,1, 7, 0, 80 
14401, 1, 1,1, 7, 0, 91 
14501, 1, 1,1, 7, 0, 98 
14601, 1, 1,1, 7, 0, 93 
14701, 1, 1,1, 7, 0, 98 
14801, 1, 1,1, 7, 0, 96 
14901, 1, 1,1, 7, 0, 97 
15001, 1, 1,1, 7, 0, 95 
15101, 1, 1,1, 7, 0, 97 
15201, 1, 1,1, 7, 0, 106 
15301, 1, 1,1, 7, 0, 104 
15401, 1, 1,1, 6, 0, 118 
15501, 1, 1,1, 6, 0, 116 
15601, 1, 1,1, 6, 0, 116 
15701, 1, 1,1, 7, 0, 125 
15801, 1, 1,1, 5, 0, 136 
15901, 1, 1,1, 6, 0, 78 
16001, 1, 1,1, 5, 0, 93 
16101, 1, 1,1, 7, 0, 100 
16201, 1, 1,1, 4, 0, 113 
16301, 1, 1,1, 7, 0, 119 
16401, 1, 1,1, 7, 0, 123 
16501, 1, 1,1, 7, 0, 128 
16601, 1, 1,1, 5, 1, 133 
16701, 1, 1,1, 5, 1, 123 
16801, 1, 1,1, 6, 0, 127 
16901, 1, 1,1, 6, 0, 133 
17001, 1, 1,1, 6, 0, 128 
17101, 1, 1,1, 7, 0, 132 
17201, 1, 1,1, 5, 0, 129 
17301, 1, 1,1, 5, 0, 125 
17401, 1, 1,1, 6, 0, 118 
17501, 1, 1,1, 5, 1, 116 
17601, 1, 1,1, 7, 0, 123 
17701, 1, 1,1, 7, 0, 118 
17801, 1, 1,1, 7, 0, 126 
17901, 1, 1,1, 5, 1, 79 
18001, 1, 1,1, 7, 0, 90 
18101, 1, 1,1, 7, 0, 105 
18201, 1, 1,1, 7, 0, 114 
18301, 1, 1,1, 6, 0, 113 
18401, 1, 1,1, 7, 0, 118 
18501, 1, 1,1, 7, 0, 118 
18601, 1, 1,1, 7, 0, 130 
18701, 1, 1,1, 6, 0, 124 
18801, 1, 1,1, 6, 0, 127 
18901, 1, 1,1, 7, 0, 128 
19001, 1, 1,1, 7, 0, 133 
19101, 1, 1,1, 7, 0, 124 
19201, 1, 1,1, 5, 0, 124 
19301, 1, 1,1, 5, 1, 128 
19401, 1, 1,1, 5, 1, 132 
19501, 1, 1,1, 5, 1, 132 
19601, 1, 1,1, 6, 0, 135 
19701, 1, 1,1, 7, 0, 142 
19801, 1, 1,1, 4, 0, 68 
19901, 1, 1,1, 7, 0, 82 
20001, 1, 1,1, 6, 0, 91 
20101, 1, 1,1, 6, 0, 109 
20201, 1, 1,1, 7, 0, 110 
20301, 1, 1,1, 6, 0, 122 
20401, 1, 1,1, 6, 0, 128 
20501, 1, 1,1, 5, 1, 131 
20601, 1, 1,1, 4, 1, 132 
20701, 1, 1,1, 5, 0, 146 
20801, 1, 1,1, 7, 0, 141 
20901, 1, 1,1, 5, 0, 137 
21001, 1, 1,1, 6, 0, 140 
21101, 1, 1,1, 7, 0, 135 
21201, 1, 1,1, 6, 0, 138 
21301, 1, 1,1, 7, 0, 140 
21401, 1, 1,1, 7, 0, 139 
21501, 1, 1,1, 7, 0, 132 
21601, 1, 1,1, 6, 0, 136 
21701, 1, 1,1, 5, 1, 143 
21801, 1, 1,1, 6, 0, 66 
21901, 1, 1,1, 7, 0, 81 
22001, 1, 1,1, 7, 0, 92 
22101, 1, 1,1, 6, 0, 95 
22201, 1, 1,1, 6, 0, 108 
22301, 1, 1,1, 7, 0, 119 
22401, 1, 1,1, 7, 0, 117 
22501, 1, 1,1, 6, 0, 117 
22601, 1, 1,1, 7, 0, 119 
22701, 1, 1,1, 7, 0, 118 
22801, 1, 1,1, 7, 0, 120 
22901, 1, 1,1, 7, 0, 123 
23001, 1, 1,1, 7, 0, 129 
23101, 1, 1,1, 7, 0, 130 
23201, 1, 1,1, 7, 0, 133 
23301, 1, 1,1, 7, 0, 127 
23401, 1, 1,1, 6, 0, 127 
23501, 1, 1,1, 7, 0, 127 
23601, 1, 1,1, 6, 0, 127 
23701, 1, 1,1, 5, 0, 137 
23801, 1, 1,1, 6, 0, 68 
23901, 1, 1,1, 6, 0, 88 
24001, 1, 1,1, 6, 0, 94 
24101, 1, 1,1, 6, 1, 99 
24201, 1, 1,1, 6, 0, 102 
24301, 1, 1,1, 6, 0, 110 
24401, 1, 1,1, 6, 0, 114 
24501, 1, 1,1, 7, 0, 120 
24601, 1, 1,1, 6, 0, 119 
24701, 1, 1,1, 6, 0, 129 
24801, 1, 1,1, 5, 0, 137 
24901, 1, 1,1, 6, 0, 147 
25001, 1, 1,1, 7, 0, 131 
25101, 1, 1,1, 6, 0, 121 
25201, 1, 1,1, 7, 0, 117 
25301, 1, 1,1, 5, 0, 118 
25401, 1, 1,1, 6, 0, 115 
25501, 1, 1,1, 6, 1, 117 
25601, 1, 1,1, 6, 1, 124 
25701, 1, 1,1, 7, 0, 125 
25801, 1, 1,1, 7, 0, 64 
25901, 1, 1,1, 7, 0, 71 
26001, 1, 1,1, 7, 0, 80 
26101, 1, 1,1, 7, 0, 92 
26201, 1, 1,1, 7, 0, 93 
26301, 1, 1,1, 7, 0, 94 
26401, 1, 1,1, 7, 0, 100 
26501, 1, 1,1, 7, 0, 103 
26601, 1, 1,1, 7, 0, 100 
26701, 1, 1,1, 7, 0, 105 
26801, 1, 1,1, 7, 0, 102 
26901, 1, 1,1, 7, 0, 110 
27001, 1, 1,1, 6, 0, 122 
27101, 1, 1,1, 7, 0, 127 
27201, 1, 1,1, 7, 0, 137 
27301, 1, 1,1, 7, 0, 127 
27401, 1, 1,1, 7, 0, 127 
27501, 1, 1,1, 7, 0, 126 
27601, 1, 1,1, 6, 1, 129 
27701, 1, 1,1, 6, 1, 130 
27801, 1, 1,1, 6, 1, 83 
27901, 1, 1,1, 6, 1, 85 
28001, 1, 1,1, 6, 0, 91 
28101, 1, 1,1, 7, 0, 98 
28201, 1, 1,1, 7, 0, 97 
28301, 1, 1,1, 6, 0, 102 
28401, 1, 1,1, 7, 0, 103 
28501, 1, 1,1, 7, 0, 103 
28601, 1, 1,1, 6, 0, 108 
28701, 1, 1,1, 7, 0, 107 
28801, 1, 1,1, 7, 0, 109 
28901, 1, 1,1, 6, 0, 116 
29001, 1, 1,1, 7, 0, 116 
29101, 1, 1,1, 6, 0, 120 
29201, 1, 1,1, 7, 0, 121 
29301, 1, 1,1, 7, 0, 126 
29401, 1, 1,1, 6, 0, 124 
29501, 1, 1,1, 5, 0, 118 
29601, 1, 1,1, 7, 0, 116 
29701, 1, 1,1, 5, 0, 54 
29801, 1, 1,1, 7, 0, 64 
29901, 1, 1,1, 6, 0, 67 
1, 2, 1,1, 4, 0, 30 
101, 2, 1,1, 3, 0, 42 
201, 2, 1,1, 3, 1, 49 
301, 2, 1,1, 5, 0, 48 
401, 2, 1,1, 7, 0, 55 
501, 2, 1,1, 6, 0, 58 
601, 2, 1,1, 7, 0, 60 
701, 2, 1,1, 7, 0, 67 
801, 2, 1,1, 7, 0, 62 
901, 2, 1,1, 6, 0, 62 
1001, 2, 1,1, 7, 0, 62 
1101, 2, 1,1, 7, 0, 62 
1201, 2, 1,1, 7, 0, 66 
1301, 2, 1,1, 7, 0, 71 
1401, 2, 1,1, 7, 0, 78 
1501, 2, 1,1, 7, 0, 78 
1601, 2, 1,1, 7, 0, 78 
1701, 2, 1,1, 7, 0, 82 
1801, 2, 1,1, 7, 0, 80 
1901, 2, 1,1, 7, 0, 80 
2001, 2, 1,1, 6, 0, 43 
2101, 2, 1,1, 6, 0, 56 
2201, 2, 1,1, 6, 0, 65 
2301, 2, 1,1, 7, 0, 76 
2401, 2, 1,1, 6, 1, 88 
2501, 2, 1,1, 7, 0, 87 
2601, 2, 1,1, 6, 0, 90 
2701, 2, 1,1, 6, 0, 96 
2801, 2, 1,1, 6, 0, 96 
2901, 2, 1,1, 7, 0, 90 
3001, 2, 1,1, 7, 0, 92 
3101, 2, 1,1, 6, 0, 91 
3201, 2, 1,1, 6, 0, 97 
3301, 2, 1,1, 5, 0, 109 
3401, 2, 1,1, 7, 0, 110 
3501, 2, 1,1, 7, 0, 113 
3601, 2, 1,1, 7, 0, 108 
3701, 2, 1,1, 6, 0, 110 
3801, 2, 1,1, 5, 0, 110 
3901, 2, 1,1, 4, 0, 108 
4001, 2, 1,1, 7, 0, 65 
4101, 2, 1,1, 7, 0, 65 
4201, 2, 1,1, 7, 0, 79 
4301, 2, 1,1, 7, 0, 85 
4401, 2, 1,1, 6, 0, 89 
4501, 2, 1,1, 5, 1, 97 
4601, 2, 1,1, 6, 0, 110 
4701, 2, 1,1, 6, 0, 112 
4801, 2, 1,1, 7, 0, 119 
4901, 2, 1,1, 7, 0, 119 
5001, 2, 1,1, 6, 0, 119 
5101, 2, 1,1, 7, 0, 126 
5201, 2, 1,1, 7, 0, 122 
5301, 2, 1,1, 6, 1, 121 
5401, 2, 1,1, 7, 0, 124 
5501, 2, 1,1, 7, 0, 121 
5601, 2, 1,1, 7, 0, 125 
5701, 2, 1,1, 7, 0, 131 
5801, 2, 1,1, 7, 0, 137 
5901, 2, 1,1, 6, 1, 139 
6001, 2, 1,1, 7, 0, 79 
6101, 2, 1,1, 7, 0, 91 
6201, 2, 1,1, 7, 0, 100 
6301, 2, 1,1, 7, 0, 108 
6401, 2, 1,1, 7, 0, 117 
