Time Steps,Burst Size, Burst duration in dt,Burst inactivation in dt,Count A in gene,Count M in genge,Count total M 
21001, 3, 1,9, 6, 0, 133 
21101, 3, 1,9, 7, 0, 134 
21201, 3, 1,9, 7, 0, 129 
21301, 3, 1,9, 6, 0, 137 
21401, 3, 1,9, 7, 0, 125 
21501, 3, 1,9, 7, 0, 128 
21601, 3, 1,9, 7, 0, 131 
21701, 3, 1,9, 7, 0, 132 
21801, 3, 1,9, 7, 0, 66 
21901, 3, 1,9, 6, 0, 83 
22001, 3, 1,9, 7, 0, 94 
22101, 3, 1,9, 6, 0, 103 
22201, 3, 1,9, 7, 0, 115 
22301, 3, 1,9, 7, 0, 126 
22401, 3, 1,9, 6, 0, 128 
22501, 3, 1,9, 7, 0, 126 
22601, 3, 1,9, 6, 0, 120 
22701, 3, 1,9, 7, 0, 121 
22801, 3, 1,9, 5, 0, 126 
22901, 3, 1,9, 6, 0, 125 
23001, 3, 1,9, 7, 0, 131 
23101, 3, 1,9, 7, 0, 128 
23201, 3, 1,9, 6, 0, 141 
23301, 3, 1,9, 6, 0, 128 
23401, 3, 1,9, 7, 0, 121 
23501, 3, 1,9, 7, 0, 118 
23601, 3, 1,9, 7, 0, 110 
23701, 3, 1,9, 7, 0, 114 
23801, 3, 1,9, 6, 0, 71 
23901, 3, 1,9, 7, 0, 78 
24001, 3, 1,9, 7, 0, 91 
24101, 3, 1,9, 7, 0, 97 
24201, 3, 1,9, 7, 0, 100 
24301, 3, 1,9, 7, 0, 101 
24401, 3, 1,9, 7, 0, 104 
24501, 3, 1,9, 7, 0, 103 
24601, 3, 1,9, 7, 0, 100 
24701, 3, 1,9, 7, 0, 102 
24801, 3, 1,9, 7, 0, 108 
24901, 3, 1,9, 7, 0, 118 
25001, 3, 1,9, 7, 0, 116 
25101, 3, 1,9, 6, 0, 117 
25201, 3, 1,9, 7, 0, 113 
25301, 3, 1,9, 7, 0, 110 
25401, 3, 1,9, 7, 0, 114 
25501, 3, 1,9, 7, 0, 111 
25601, 3, 1,9, 7, 0, 114 
25701, 3, 1,9, 7, 0, 111 
25801, 3, 1,9, 5, 0, 58 
25901, 3, 1,9, 6, 0, 70 
26001, 3, 1,9, 7, 0, 90 
26101, 3, 1,9, 6, 0, 89 
26201, 3, 1,9, 6, 0, 102 
26301, 3, 1,9, 5, 0, 101 
26401, 3, 1,9, 7, 0, 115 
26501, 3, 1,9, 6, 0, 115 
26601, 3, 1,9, 7, 0, 112 
26701, 3, 1,9, 6, 0, 111 
26801, 3, 1,9, 7, 0, 110 
26901, 3, 1,9, 7, 0, 114 
27001, 3, 1,9, 7, 0, 124 
27101, 3, 1,9, 7, 0, 126 
27201, 3, 1,9, 5, 0, 135 
27301, 3, 1,9, 5, 0, 141 
27401, 3, 1,9, 7, 0, 139 
27501, 3, 1,9, 7, 0, 135 
27601, 3, 1,9, 6, 0, 141 
27701, 3, 1,9, 5, 0, 134 
27801, 3, 1,9, 7, 0, 71 
27901, 3, 1,9, 7, 0, 76 
28001, 3, 1,9, 7, 0, 94 
28101, 3, 1,9, 7, 0, 94 
28201, 3, 1,9, 7, 0, 103 
28301, 3, 1,9, 7, 0, 104 
28401, 3, 1,9, 7, 0, 110 
28501, 3, 1,9, 7, 0, 119 
28601, 3, 1,9, 5, 0, 120 
28701, 3, 1,9, 7, 0, 126 
28801, 3, 1,9, 7, 0, 129 
28901, 3, 1,9, 7, 0, 129 
29001, 3, 1,9, 7, 0, 129 
29101, 3, 1,9, 6, 1, 127 
29201, 3, 1,9, 7, 0, 123 
29301, 3, 1,9, 6, 0, 119 
29401, 3, 1,9, 5, 0, 124 
29501, 3, 1,9, 6, 1, 122 
29601, 3, 1,9, 7, 0, 118 
29701, 3, 1,9, 6, 0, 59 
29801, 3, 1,9, 7, 0, 69 
29901, 3, 1,9, 7, 0, 85 
1, 4, 1,9, 5, 0, 31 
101, 4, 1,9, 6, 0, 38 
201, 4, 1,9, 6, 0, 40 
301, 4, 1,9, 7, 0, 45 
401, 4, 1,9, 7, 0, 48 
501, 4, 1,9, 7, 0, 49 
601, 4, 1,9, 7, 0, 54 
701, 4, 1,9, 7, 0, 55 
801, 4, 1,9, 7, 0, 53 
901, 4, 1,9, 7, 0, 50 
1001, 4, 1,9, 7, 0, 55 
1101, 4, 1,9, 7, 0, 56 
1201, 4, 1,9, 7, 0, 49 
1301, 4, 1,9, 6, 0, 47 
1401, 4, 1,9, 7, 0, 51 
1501, 4, 1,9, 7, 0, 55 
1601, 4, 1,9, 7, 0, 55 
1701, 4, 1,9, 7, 0, 60 
1801, 4, 1,9, 7, 0, 61 
1901, 4, 1,9, 7, 0, 61 
2001, 4, 1,9, 7, 0, 34 
2101, 4, 1,9, 7, 0, 43 
2201, 4, 1,9, 7, 0, 57 
2301, 4, 1,9, 6, 0, 63 
2401, 4, 1,9, 7, 0, 73 
2501, 4, 1,9, 7, 0, 76 
2601, 4, 1,9, 7, 0, 82 
2701, 4, 1,9, 7, 0, 78 
2801, 4, 1,9, 6, 0, 79 
2901, 4, 1,9, 7, 0, 78 
3001, 4, 1,9, 7, 0, 80 
3101, 4, 1,9, 7, 0, 78 
3201, 4, 1,9, 7, 0, 77 
3301, 4, 1,9, 7, 0, 83 
3401, 4, 1,9, 7, 0, 81 
3501, 4, 1,9, 7, 0, 88 
3601, 4, 1,9, 7, 0, 94 
3701, 4, 1,9, 7, 0, 99 
3801, 4, 1,9, 6, 0, 96 
3901, 4, 1,9, 6, 0, 95 
4001, 4, 1,9, 7, 0, 48 
4101, 4, 1,9, 7, 0, 59 
4201, 4, 1,9, 7, 0, 63 
4301, 4, 1,9, 7, 0, 73 
4401, 4, 1,9, 7, 0, 75 
4501, 4, 1,9, 7, 0, 78 
4601, 4, 1,9, 7, 0, 81 
4701, 4, 1,9, 7, 0, 82 
4801, 4, 1,9, 7, 0, 83 
4901, 4, 1,9, 7, 0, 81 
5001, 4, 1,9, 7, 0, 89 
5101, 4, 1,9, 7, 0, 98 
5201, 4, 1,9, 7, 0, 99 
5301, 4, 1,9, 7, 0, 97 
5401, 4, 1,9, 6, 0, 99 
5501, 4, 1,9, 7, 0, 104 
5601, 4, 1,9, 7, 0, 111 
5701, 4, 1,9, 6, 0, 115 
5801, 4, 1,9, 7, 0, 122 
5901, 4, 1,9, 7, 0, 117 
6001, 4, 1,9, 7, 0, 73 
6101, 4, 1,9, 7, 0, 85 
6201, 4, 1,9, 7, 0, 92 
6301, 4, 1,9, 7, 0, 100 
6401, 4, 1,9, 7, 0, 107 
6501, 4, 1,9, 7, 0, 114 
6601, 4, 1,9, 7, 0, 114 
6701, 4, 1,9, 7, 0, 117 
6801, 4, 1,9, 7, 0, 131 
6901, 4, 1,9, 7, 0, 126 
7001, 4, 1,9, 7, 0, 119 
7101, 4, 1,9, 7, 0, 123 
7201, 4, 1,9, 7, 0, 121 
7301, 4, 1,9, 6, 0, 117 
7401, 4, 1,9, 7, 0, 120 
7501, 4, 1,9, 6, 0, 113 
7601, 4, 1,9, 7, 0, 119 
7701, 4, 1,9, 7, 0, 115 
7801, 4, 1,9, 7, 0, 115 
7901, 4, 1,9, 7, 0, 115 
8001, 4, 1,9, 7, 0, 69 
8101, 4, 1,9, 7, 0, 73 
8201, 4, 1,9, 7, 0, 84 
8301, 4, 1,9, 7, 0, 100 
8401, 4, 1,9, 7, 0, 101 
8501, 4, 1,9, 7, 0, 108 
8601, 4, 1,9, 6, 0, 96 
8701, 4, 1,9, 7, 0, 106 
8801, 4, 1,9, 7, 0, 106 
8901, 4, 1,9, 7, 0, 110 
9001, 4, 1,9, 5, 0, 114 
9101, 4, 1,9, 7, 0, 124 
9201, 4, 1,9, 7, 0, 122 
9301, 4, 1,9, 7, 0, 125 
9401, 4, 1,9, 7, 0, 127 
9501, 4, 1,9, 7, 0, 123 
9601, 4, 1,9, 6, 0, 125 
9701, 4, 1,9, 7, 0, 127 
9801, 4, 1,9, 7, 0, 124 
9901, 4, 1,9, 6, 0, 60 
10001, 4, 1,9, 7, 0, 84 
10101, 4, 1,9, 7, 0, 95 
10201, 4, 1,9, 7, 0, 94 
10301, 4, 1,9, 7, 0, 95 
10401, 4, 1,9, 7, 0, 100 
10501, 4, 1,9, 7, 0, 106 
10601, 4, 1,9, 7, 0, 101 
10701, 4, 1,9, 7, 0, 106 
10801, 4, 1,9, 7, 0, 109 
10901, 4, 1,9, 6, 0, 111 
11001, 4, 1,9, 7, 0, 112 
11101, 4, 1,9, 7, 0, 119 
11201, 4, 1,9, 7, 0, 122 
11301, 4, 1,9, 7, 0, 120 
11401, 4, 1,9, 7, 0, 119 
11501, 4, 1,9, 7, 0, 119 
11601, 4, 1,9, 7, 0, 121 
11701, 4, 1,9, 7, 0, 125 
11801, 4, 1,9, 6, 0, 125 
11901, 4, 1,9, 5, 0, 64 
12001, 4, 1,9, 5, 1, 82 
12101, 4, 1,9, 6, 1, 99 
12201, 4, 1,9, 7, 0, 107 
12301, 4, 1,9, 7, 0, 114 
12401, 4, 1,9, 7, 0, 117 
12501, 4, 1,9, 7, 0, 119 
12601, 4, 1,9, 7, 0, 122 
12701, 4, 1,9, 7, 0, 133 
12801, 4, 1,9, 7, 0, 122 
12901, 4, 1,9, 7, 0, 126 
13001, 4, 1,9, 7, 0, 131 
13101, 4, 1,9, 7, 0, 133 
13201, 4, 1,9, 7, 0, 126 
13301, 4, 1,9, 7, 0, 134 
13401, 4, 1,9, 7, 0, 132 
13501, 4, 1,9, 7, 0, 133 
13601, 4, 1,9, 6, 0, 135 
13701, 4, 1,9, 7, 0, 138 
13801, 4, 1,9, 6, 0, 139 
13901, 4, 1,9, 7, 0, 74 
14001, 4, 1,9, 7, 0, 83 
14101, 4, 1,9, 7, 0, 96 
14201, 4, 1,9, 7, 0, 103 
14301, 4, 1,9, 7, 0, 109 
14401, 4, 1,9, 7, 0, 110 
14501, 4, 1,9, 6, 0, 119 
14601, 4, 1,9, 7, 0, 132 
14701, 4, 1,9, 7, 0, 138 
14801, 4, 1,9, 6, 0, 151 
14901, 4, 1,9, 7, 0, 145 
15001, 4, 1,9, 7, 0, 150 
15101, 4, 1,9, 7, 0, 147 
15201, 4, 1,9, 7, 0, 141 
15301, 4, 1,9, 7, 0, 142 
15401, 4, 1,9, 6, 0, 143 
15501, 4, 1,9, 7, 0, 142 
15601, 4, 1,9, 7, 0, 140 
15701, 4, 1,9, 7, 0, 137 
15801, 4, 1,9, 7, 0, 129 
15901, 4, 1,9, 5, 0, 70 
16001, 4, 1,9, 5, 0, 76 
16101, 4, 1,9, 7, 0, 91 
16201, 4, 1,9, 6, 0, 91 
16301, 4, 1,9, 7, 0, 91 
16401, 4, 1,9, 6, 0, 97 
16501, 4, 1,9, 6, 0, 98 
16601, 4, 1,9, 7, 0, 97 
16701, 4, 1,9, 6, 0, 107 
16801, 4, 1,9, 7, 0, 108 
16901, 4, 1,9, 6, 0, 116 
17001, 4, 1,9, 7, 0, 111 
17101, 4, 1,9, 7, 0, 115 
17201, 4, 1,9, 7, 0, 126 
17301, 4, 1,9, 7, 0, 120 
17401, 4, 1,9, 6, 0, 127 
17501, 4, 1,9, 5, 0, 122 
17601, 4, 1,9, 7, 0, 122 
17701, 4, 1,9, 7, 0, 124 
17801, 4, 1,9, 6, 0, 123 
17901, 4, 1,9, 7, 0, 83 
18001, 4, 1,9, 7, 0, 93 
18101, 4, 1,9, 6, 0, 107 
18201, 4, 1,9, 7, 0, 111 
18301, 4, 1,9, 6, 1, 111 
18401, 4, 1,9, 6, 0, 109 
18501, 4, 1,9, 7, 0, 110 
18601, 4, 1,9, 7, 0, 117 
18701, 4, 1,9, 6, 0, 122 
18801, 4, 1,9, 6, 0, 130 
18901, 4, 1,9, 7, 0, 127 
19001, 4, 1,9, 7, 0, 128 
19101, 4, 1,9, 7, 0, 126 
19201, 4, 1,9, 7, 0, 130 
19301, 4, 1,9, 7, 0, 127 
19401, 4, 1,9, 7, 0, 136 
19501, 4, 1,9, 7, 0, 129 
19601, 4, 1,9, 7, 0, 127 
19701, 4, 1,9, 7, 0, 136 
19801, 4, 1,9, 4, 0, 66 
19901, 4, 1,9, 6, 1, 76 
20001, 4, 1,9, 7, 0, 83 
20101, 4, 1,9, 7, 0, 90 
20201, 4, 1,9, 7, 0, 91 
20301, 4, 1,9, 7, 0, 94 
20401, 4, 1,9, 7, 0, 95 
20501, 4, 1,9, 7, 0, 105 
20601, 4, 1,9, 7, 0, 102 
20701, 4, 1,9, 7, 0, 106 
20801, 4, 1,9, 6, 0, 111 
20901, 4, 1,9, 6, 0, 112 
21001, 4, 1,9, 7, 0, 116 
21101, 4, 1,9, 7, 0, 111 
21201, 4, 1,9, 7, 0, 106 
21301, 4, 1,9, 7, 0, 113 
21401, 4, 1,9, 7, 0, 109 
21501, 4, 1,9, 7, 0, 118 
21601, 4, 1,9, 7, 0, 123 
21701, 4, 1,9, 7, 0, 128 
21801, 4, 1,9, 6, 0, 69 
21901, 4, 1,9, 7, 0, 75 
22001, 4, 1,9, 7, 0, 96 
22101, 4, 1,9, 7, 0, 107 
22201, 4, 1,9, 6, 0, 115 
22301, 4, 1,9, 7, 0, 122 
22401, 4, 1,9, 7, 0, 121 
22501, 4, 1,9, 7, 0, 122 
22601, 4, 1,9, 7, 0, 121 
22701, 4, 1,9, 7, 0, 117 
22801, 4, 1,9, 6, 0, 116 
22901, 4, 1,9, 7, 0, 125 
23001, 4, 1,9, 7, 0, 121 
23101, 4, 1,9, 6, 0, 121 
23201, 4, 1,9, 6, 0, 125 
23301, 4, 1,9, 7, 0, 129 
23401, 4, 1,9, 6, 0, 135 
23501, 4, 1,9, 7, 0, 137 
23601, 4, 1,9, 5, 0, 134 
23701, 4, 1,9, 6, 1, 129 
23801, 4, 1,9, 7, 0, 71 
23901, 4, 1,9, 7, 0, 83 
24001, 4, 1,9, 6, 0, 74 
24101, 4, 1,9, 6, 0, 84 
24201, 4, 1,9, 6, 0, 92 
24301, 4, 1,9, 7, 0, 97 
24401, 4, 1,9, 6, 0, 107 
24501, 4, 1,9, 6, 0, 108 
24601, 4, 1,9, 7, 0, 103 
24701, 4, 1,9, 7, 0, 100 
24801, 4, 1,9, 7, 0, 99 
24901, 4, 1,9, 7, 0, 104 
25001, 4, 1,9, 7, 0, 113 
25101, 4, 1,9, 7, 0, 116 
25201, 4, 1,9, 7, 0, 119 
25301, 4, 1,9, 7, 0, 120 
25401, 4, 1,9, 7, 0, 130 
25501, 4, 1,9, 5, 2, 132 
25601, 4, 1,9, 7, 0, 126 
25701, 4, 1,9, 7, 0, 127 
25801, 4, 1,9, 6, 0, 74 
25901, 4, 1,9, 7, 0, 83 
26001, 4, 1,9, 6, 0, 95 
26101, 4, 1,9, 7, 0, 101 
26201, 4, 1,9, 7, 0, 112 
26301, 4, 1,9, 7, 0, 115 
26401, 4, 1,9, 7, 0, 115 
26501, 4, 1,9, 7, 0, 104 
26601, 4, 1,9, 7, 0, 106 
26701, 4, 1,9, 7, 0, 107 
26801, 4, 1,9, 7, 0, 108 
26901, 4, 1,9, 7, 0, 112 
27001, 4, 1,9, 7, 0, 105 
27101, 4, 1,9, 6, 0, 114 
27201, 4, 1,9, 7, 0, 112 
27301, 4, 1,9, 7, 0, 113 
27401, 4, 1,9, 7, 0, 116 
27501, 4, 1,9, 7, 0, 119 
27601, 4, 1,9, 7, 0, 124 
27701, 4, 1,9, 7, 0, 126 
27801, 4, 1,9, 5, 0, 74 
27901, 4, 1,9, 7, 0, 84 
28001, 4, 1,9, 7, 0, 100 
28101, 4, 1,9, 7, 0, 110 
28201, 4, 1,9, 7, 0, 120 
28301, 4, 1,9, 6, 1, 123 
28401, 4, 1,9, 7, 0, 114 
28501, 4, 1,9, 7, 0, 124 
28601, 4, 1,9, 7, 0, 132 
28701, 4, 1,9, 7, 0, 133 
28801, 4, 1,9, 6, 0, 130 
28901, 4, 1,9, 7, 0, 129 
29001, 4, 1,9, 7, 0, 119 
29101, 4, 1,9, 7, 0, 118 
29201, 4, 1,9, 6, 0, 123 
29301, 4, 1,9, 7, 0, 127 
29401, 4, 1,9, 7, 0, 128 
29501, 4, 1,9, 7, 0, 126 
29601, 4, 1,9, 7, 0, 127 
29701, 4, 1,9, 4, 0, 64 
29801, 4, 1,9, 7, 0, 84 
29901, 4, 1,9, 7, 0, 93 
1, 5, 1,9, 5, 0, 30 
101, 5, 1,9, 6, 0, 37 
201, 5, 1,9, 7, 0, 45 
301, 5, 1,9, 7, 0, 46 
401, 5, 1,9, 7, 0, 45 
501, 5, 1,9, 7, 0, 50 
601, 5, 1,9, 7, 0, 51 
701, 5, 1,9, 7, 0, 54 
801, 5, 1,9, 6, 0, 53 
901, 5, 1,9, 7, 0, 53 
1001, 5, 1,9, 7, 0, 49 
1101, 5, 1,9, 7, 0, 52 
1201, 5, 1,9, 6, 0, 46 
1301, 5, 1,9, 7, 0, 54 
1401, 5, 1,9, 7, 0, 58 
1501, 5, 1,9, 7, 0, 62 
1601, 5, 1,9, 7, 0, 63 
1701, 5, 1,9, 7, 0, 61 
1801, 5, 1,9, 7, 0, 58 
1901, 5, 1,9, 7, 0, 63 
2001, 5, 1,9, 7, 0, 32 
2101, 5, 1,9, 7, 0, 42 
2201, 5, 1,9, 7, 0, 55 
2301, 5, 1,9, 7, 0, 52 
2401, 5, 1,9, 7, 0, 57 
2501, 5, 1,9, 7, 0, 60 
2601, 5, 1,9, 7, 0, 66 
2701, 5, 1,9, 7, 0, 69 
2801, 5, 1,9, 7, 0, 72 
2901, 5, 1,9, 7, 0, 71 
3001, 5, 1,9, 7, 0, 70 
3101, 5, 1,9, 6, 0, 81 
3201, 5, 1,9, 7, 0, 89 
3301, 5, 1,9, 7, 0, 97 
3401, 5, 1,9, 7, 0, 90 
3501, 5, 1,9, 6, 0, 94 
3601, 5, 1,9, 7, 0, 94 
3701, 5, 1,9, 5, 0, 103 
3801, 5, 1,9, 7, 0, 113 
3901, 5, 1,9, 7, 0, 117 
4001, 5, 1,9, 7, 0, 60 
4101, 5, 1,9, 7, 0, 70 
4201, 5, 1,9, 7, 0, 78 
4301, 5, 1,9, 6, 0, 81 
4401, 5, 1,9, 7, 0, 88 
4501, 5, 1,9, 6, 0, 93 
4601, 5, 1,9, 6, 0, 96 
4701, 5, 1,9, 7, 0, 95 
4801, 5, 1,9, 7, 0, 98 
4901, 5, 1,9, 6, 0, 112 
5001, 5, 1,9, 7, 0, 113 
5101, 5, 1,9, 6, 0, 112 
5201, 5, 1,9, 7, 0, 109 
5301, 5, 1,9, 7, 0, 107 
5401, 5, 1,9, 7, 0, 106 
5501, 5, 1,9, 6, 0, 107 
5601, 5, 1,9, 7, 0, 110 
5701, 5, 1,9, 7, 0, 117 
5801, 5, 1,9, 7, 0, 114 
5901, 5, 1,9, 7, 0, 111 
6001, 5, 1,9, 7, 0, 68 
6101, 5, 1,9, 7, 0, 88 
6201, 5, 1,9, 7, 0, 98 
6301, 5, 1,9, 7, 0, 110 
6401, 5, 1,9, 7, 0, 116 
6501, 5, 1,9, 7, 0, 123 
6601, 5, 1,9, 7, 0, 122 
6701, 5, 1,9, 6, 0, 123 
6801, 5, 1,9, 7, 0, 132 
6901, 5, 1,9, 7, 0, 126 
7001, 5, 1,9, 7, 0, 128 
7101, 5, 1,9, 7, 0, 124 
7201, 5, 1,9, 6, 0, 130 
7301, 5, 1,9, 6, 0, 132 
7401, 5, 1,9, 7, 0, 129 
7501, 5, 1,9, 7, 0, 130 
7601, 5, 1,9, 7, 0, 132 
7701, 5, 1,9, 7, 0, 133 
7801, 5, 1,9, 7, 0, 133 
7901, 5, 1,9, 7, 0, 139 
8001, 5, 1,9, 7, 0, 71 
8101, 5, 1,9, 7, 0, 86 
8201, 5, 1,9, 7, 0, 102 
8301, 5, 1,9, 7, 0, 107 
8401, 5, 1,9, 7, 0, 107 
8501, 5, 1,9, 7, 0, 111 
8601, 5, 1,9, 7, 0, 116 
8701, 5, 1,9, 7, 0, 110 
8801, 5, 1,9, 7, 0, 117 
8901, 5, 1,9, 7, 0, 118 
9001, 5, 1,9, 7, 0, 118 
9101, 5, 1,9, 6, 0, 116 
9201, 5, 1,9, 7, 0, 119 
9301, 5, 1,9, 7, 0, 119 
9401, 5, 1,9, 7, 0, 124 
9501, 5, 1,9, 7, 0, 126 
9601, 5, 1,9, 7, 0, 126 
9701, 5, 1,9, 6, 0, 123 
9801, 5, 1,9, 7, 0, 122 
9901, 5, 1,9, 2, 0, 63 
10001, 5, 1,9, 5, 0, 80 
10101, 5, 1,9, 5, 0, 92 
10201, 5, 1,9, 7, 0, 99 
10301, 5, 1,9, 7, 0, 101 
10401, 5, 1,9, 7, 0, 118 
10501, 5, 1,9, 7, 0, 119 
10601, 5, 1,9, 7, 0, 123 
10701, 5, 1,9, 7, 0, 130 
10801, 5, 1,9, 7, 0, 133 
10901, 5, 1,9, 7, 0, 142 
11001, 5, 1,9, 7, 0, 144 
11101, 5, 1,9, 7, 0, 149 
11201, 5, 1,9, 6, 0, 143 
11301, 5, 1,9, 7, 0, 136 
11401, 5, 1,9, 7, 0, 141 
11501, 5, 1,9, 7, 0, 140 
11601, 5, 1,9, 7, 0, 145 
11701, 5, 1,9, 7, 0, 145 
11801, 5, 1,9, 6, 0, 134 
11901, 5, 1,9, 6, 0, 73 
12001, 5, 1,9, 6, 0, 92 
12101, 5, 1,9, 7, 0, 110 
12201, 5, 1,9, 7, 0, 110 
12301, 5, 1,9, 7, 0, 119 
12401, 5, 1,9, 7, 0, 124 
12501, 5, 1,9, 7, 0, 128 
12601, 5, 1,9, 7, 0, 128 
12701, 5, 1,9, 7, 0, 121 
12801, 5, 1,9, 7, 0, 128 
12901, 5, 1,9, 6, 1, 128 
13001, 5, 1,9, 7, 0, 127 
13101, 5, 1,9, 7, 0, 118 
13201, 5, 1,9, 7, 0, 118 
13301, 5, 1,9, 6, 0, 124 
13401, 5, 1,9, 7, 0, 132 
13501, 5, 1,9, 7, 0, 135 
13601, 5, 1,9, 7, 0, 129 
13701, 5, 1,9, 6, 0, 130 
13801, 5, 1,9, 7, 0, 128 
13901, 5, 1,9, 7, 0, 63 
14001, 5, 1,9, 7, 0, 77 
14101, 5, 1,9, 7, 0, 97 
14201, 5, 1,9, 7, 0, 109 
14301, 5, 1,9, 7, 0, 119 
14401, 5, 1,9, 7, 0, 114 
14501, 5, 1,9, 7, 0, 111 
14601, 5, 1,9, 7, 0, 112 
14701, 5, 1,9, 7, 0, 107 
14801, 5, 1,9, 7, 0, 117 
14901, 5, 1,9, 6, 0, 116 
15001, 5, 1,9, 7, 0, 119 
15101, 5, 1,9, 7, 0, 128 
15201, 5, 1,9, 7, 0, 136 
15301, 5, 1,9, 7, 0, 129 
15401, 5, 1,9, 6, 0, 127 
15501, 5, 1,9, 7, 0, 130 
15601, 5, 1,9, 7, 0, 128 
15701, 5, 1,9, 7, 0, 130 
15801, 5, 1,9, 7, 0, 128 
15901, 5, 1,9, 7, 0, 70 
16001, 5, 1,9, 7, 0, 85 
16101, 5, 1,9, 6, 0, 90 
16201, 5, 1,9, 7, 0, 108 
16301, 5, 1,9, 7, 0, 105 
16401, 5, 1,9, 7, 0, 104 
16501, 5, 1,9, 7, 0, 103 
16601, 5, 1,9, 7, 0, 106 
16701, 5, 1,9, 7, 0, 119 
16801, 5, 1,9, 6, 0, 119 
16901, 5, 1,9, 7, 0, 122 
17001, 5, 1,9, 7, 0, 123 
17101, 5, 1,9, 6, 0, 114 
17201, 5, 1,9, 7, 0, 120 
17301, 5, 1,9, 7, 0, 119 
17401, 5, 1,9, 7, 0, 127 
17501, 5, 1,9, 6, 0, 127 
17601, 5, 1,9, 7, 0, 129 
17701, 5, 1,9, 7, 0, 134 
17801, 5, 1,9, 7, 0, 140 
17901, 5, 1,9, 7, 0, 80 
18001, 5, 1,9, 6, 0, 89 
18101, 5, 1,9, 6, 0, 92 
18201, 5, 1,9, 7, 0, 101 
18301, 5, 1,9, 7, 0, 102 
18401, 5, 1,9, 7, 0, 104 
18501, 5, 1,9, 6, 0, 112 
18601, 5, 1,9, 7, 0, 119 
18701, 5, 1,9, 7, 0, 138 
18801, 5, 1,9, 7, 0, 137 
18901, 5, 1,9, 7, 0, 143 
19001, 5, 1,9, 6, 0, 130 
19101, 5, 1,9, 5, 0, 135 
19201, 5, 1,9, 6, 0, 126 
19301, 5, 1,9, 6, 0, 133 
19401, 5, 1,9, 5, 0, 129 
19501, 5, 1,9, 7, 0, 134 
19601, 5, 1,9, 7, 0, 137 
19701, 5, 1,9, 7, 0, 138 
19801, 5, 1,9, 2, 0, 71 
19901, 5, 1,9, 7, 0, 92 
20001, 5, 1,9, 7, 0, 106 
20101, 5, 1,9, 7, 0, 113 
20201, 5, 1,9, 7, 0, 109 
20301, 5, 1,9, 6, 0, 111 
20401, 5, 1,9, 7, 0, 112 
20501, 5, 1,9, 6, 0, 123 
20601, 5, 1,9, 7, 0, 121 
20701, 5, 1,9, 7, 0, 118 
20801, 5, 1,9, 7, 0, 120 
20901, 5, 1,9, 7, 0, 121 
21001, 5, 1,9, 7, 0, 118 
21101, 5, 1,9, 7, 0, 126 
21201, 5, 1,9, 7, 0, 122 
21301, 5, 1,9, 7, 0, 123 
21401, 5, 1,9, 7, 0, 121 
21501, 5, 1,9, 7, 0, 117 
21601, 5, 1,9, 7, 0, 120 
21701, 5, 1,9, 7, 0, 130 
21801, 5, 1,9, 6, 0, 62 
21901, 5, 1,9, 7, 0, 80 
22001, 5, 1,9, 7, 0, 92 
22101, 5, 1,9, 7, 0, 90 
22201, 5, 1,9, 6, 0, 98 
22301, 5, 1,9, 7, 0, 102 
22401, 5, 1,9, 6, 0, 104 
22501, 5, 1,9, 7, 0, 110 
22601, 5, 1,9, 7, 0, 115 
22701, 5, 1,9, 7, 0, 122 
22801, 5, 1,9, 7, 0, 128 
22901, 5, 1,9, 7, 0, 129 
23001, 5, 1,9, 6, 0, 127 
23101, 5, 1,9, 7, 0, 128 
23201, 5, 1,9, 7, 0, 120 
23301, 5, 1,9, 7, 0, 118 
23401, 5, 1,9, 7, 0, 115 
23501, 5, 1,9, 7, 0, 108 
23601, 5, 1,9, 7, 0, 112 
23701, 5, 1,9, 7, 0, 100 
23801, 5, 1,9, 6, 0, 49 
23901, 5, 1,9, 7, 0, 68 
24001, 5, 1,9, 7, 0, 78 
24101, 5, 1,9, 7, 0, 94 
24201, 5, 1,9, 7, 0, 96 
24301, 5, 1,9, 7, 0, 106 
24401, 5, 1,9, 7, 0, 105 
24501, 5, 1,9, 7, 0, 110 
24601, 5, 1,9, 7, 0, 121 
24701, 5, 1,9, 7, 0, 120 
24801, 5, 1,9, 7, 0, 124 
24901, 5, 1,9, 6, 0, 128 
25001, 5, 1,9, 5, 0, 123 
25101, 5, 1,9, 6, 0, 131 
25201, 5, 1,9, 7, 0, 130 
25301, 5, 1,9, 7, 0, 129 
25401, 5, 1,9, 7, 0, 122 
25501, 5, 1,9, 6, 0, 119 
25601, 5, 1,9, 7, 0, 120 
25701, 5, 1,9, 5, 0, 120 
25801, 5, 1,9, 6, 1, 69 
25901, 5, 1,9, 6, 0, 75 
26001, 5, 1,9, 6, 0, 83 
26101, 5, 1,9, 7, 0, 88 
26201, 5, 1,9, 7, 0, 89 
26301, 5, 1,9, 7, 0, 100 
26401, 5, 1,9, 7, 0, 104 
26501, 5, 1,9, 7, 0, 112 
26601, 5, 1,9, 7, 0, 114 
26701, 5, 1,9, 6, 0, 115 
26801, 5, 1,9, 7, 0, 122 
26901, 5, 1,9, 7, 0, 115 
27001, 5, 1,9, 7, 0, 114 
27101, 5, 1,9, 5, 0, 112 
27201, 5, 1,9, 7, 0, 119 
27301, 5, 1,9, 7, 0, 119 
27401, 5, 1,9, 7, 0, 116 
