Simulation,Transitions
4227,"{'M_and_U_to_M_and_M': 20, 'Polymerase_M_to_A': 49, 'M_and_A_to_M_and_M': 54, 'U_and_M_to_U_and_U': 17, 'A_and_M_to_A_and_A': 27, 'U_and_A_to_U_and_U': 18, 'A_and_U_to_A_and_A': 17}"
4228,"{'U_and_M_to_U_and_U': 46, 'M_and_U_to_M_and_M': 44, 'Polymerase_M_to_A': 49, 'A_and_U_to_A_and_A': 19, 'M_and_A_to_M_and_M': 46, 'U_and_A_to_U_and_U': 18, 'A_and_M_to_A_and_A': 18}"
4229,"{'M_and_U_to_M_and_M': 31, 'U_and_M_to_U_and_U': 21, 'Polymerase_M_to_A': 43, 'M_and_A_to_M_and_M': 40, 'A_and_M_to_A_and_A': 22, 'A_and_U_to_A_and_A': 18, 'U_and_A_to_U_and_U': 26}"
4230,"{'M_and_U_to_M_and_M': 47, 'U_and_M_to_U_and_U': 24, 'Polymerase_M_to_A': 60, 'M_and_A_to_M_and_M': 44, 'A_and_M_to_A_and_A': 17, 'U_and_A_to_U_and_U': 38, 'A_and_U_to_A_and_A': 27}"
4231,"{'M_and_U_to_M_and_M': 27, 'U_and_M_to_U_and_U': 22, 'Polymerase_M_to_A': 45, 'A_and_M_to_A_and_A': 38, 'U_and_A_to_U_and_U': 7, 'M_and_A_to_M_and_M': 68, 'A_and_U_to_A_and_A': 16}"
4232,"{'M_and_U_to_M_and_M': 58, 'U_and_M_to_U_and_U': 45, 'Polymerase_M_to_A': 23, 'A_and_M_to_A_and_A': 17, 'U_and_A_to_U_and_U': 57, 'M_and_A_to_M_and_M': 10, 'A_and_U_to_A_and_A': 36}"
4233,"{'M_and_U_to_M_and_M': 17, 'Polymerase_M_to_A': 51, 'A_and_M_to_A_and_A': 29, 'M_and_A_to_M_and_M': 58, 'U_and_M_to_U_and_U': 6, 'A_and_U_to_A_and_A': 28, 'U_and_A_to_U_and_U': 26}"
4234,"{'U_and_M_to_U_and_U': 32, 'Polymerase_M_to_A': 21, 'M_and_U_to_M_and_M': 27, 'A_and_M_to_A_and_A': 15, 'U_and_A_to_U_and_U': 51, 'M_and_A_to_M_and_M': 24, 'A_and_U_to_A_and_A': 52}"
4235,"{'M_and_U_to_M_and_M': 33, 'U_and_M_to_U_and_U': 23, 'Polymerase_M_to_A': 38, 'U_and_A_to_U_and_U': 42, 'A_and_M_to_A_and_A': 15, 'A_and_U_to_A_and_A': 30, 'M_and_A_to_M_and_M': 30}"
4236,"{'U_and_M_to_U_and_U': 14, 'M_and_U_to_M_and_M': 22, 'Polymerase_M_to_A': 46, 'M_and_A_to_M_and_M': 60, 'A_and_M_to_A_and_A': 32, 'A_and_U_to_A_and_A': 12, 'U_and_A_to_U_and_U': 8}"
4237,"{'U_and_M_to_U_and_U': 37, 'M_and_U_to_M_and_M': 54, 'Polymerase_M_to_A': 45, 'U_and_A_to_U_and_U': 38, 'A_and_M_to_A_and_A': 12, 'A_and_U_to_A_and_A': 23, 'M_and_A_to_M_and_M': 25}"
4238,"{'U_and_M_to_U_and_U': 7, 'Polymerase_M_to_A': 52, 'M_and_U_to_M_and_M': 20, 'U_and_A_to_U_and_U': 9, 'A_and_M_to_A_and_A': 35, 'M_and_A_to_M_and_M': 72, 'A_and_U_to_A_and_A': 11}"
4239,"{'U_and_M_to_U_and_U': 19, 'Polymerase_M_to_A': 59, 'M_and_U_to_M_and_M': 27, 'U_and_A_to_U_and_U': 13, 'A_and_M_to_A_and_A': 33, 'A_and_U_to_A_and_A': 17, 'M_and_A_to_M_and_M': 67}"
4240,"{'M_and_U_to_M_and_M': 27, 'U_and_M_to_U_and_U': 18, 'Polymerase_M_to_A': 37, 'M_and_A_to_M_and_M': 29, 'U_and_A_to_U_and_U': 23, 'A_and_M_to_A_and_A': 9, 'A_and_U_to_A_and_A': 19}"
4241,"{'M_and_U_to_M_and_M': 20, 'U_and_M_to_U_and_U': 21, 'Polymerase_M_to_A': 38, 'A_and_M_to_A_and_A': 28, 'M_and_A_to_M_and_M': 41, 'A_and_U_to_A_and_A': 14, 'U_and_A_to_U_and_U': 24}"
4242,"{'U_and_M_to_U_and_U': 32, 'Polymerase_M_to_A': 41, 'M_and_U_to_M_and_M': 45, 'U_and_A_to_U_and_U': 57, 'A_and_U_to_A_and_A': 38, 'M_and_A_to_M_and_M': 25, 'A_and_M_to_A_and_A': 15}"
4243,"{'Polymerase_M_to_A': 44, 'A_and_M_to_A_and_A': 26, 'M_and_U_to_M_and_M': 22, 'M_and_A_to_M_and_M': 65, 'A_and_U_to_A_and_A': 29, 'U_and_A_to_U_and_U': 22, 'U_and_M_to_U_and_U': 17}"
4244,"{'M_and_U_to_M_and_M': 24, 'Polymerase_M_to_A': 70, 'U_and_M_to_U_and_U': 14, 'M_and_A_to_M_and_M': 85, 'A_and_M_to_A_and_A': 26, 'A_and_U_to_A_and_A': 10, 'U_and_A_to_U_and_U': 5}"
4245,"{'U_and_M_to_U_and_U': 15, 'M_and_U_to_M_and_M': 37, 'Polymerase_M_to_A': 45, 'A_and_M_to_A_and_A': 42, 'U_and_A_to_U_and_U': 26, 'M_and_A_to_M_and_M': 48, 'A_and_U_to_A_and_A': 18}"
4246,"{'M_and_U_to_M_and_M': 16, 'U_and_M_to_U_and_U': 22, 'Polymerase_M_to_A': 22, 'M_and_A_to_M_and_M': 11, 'A_and_M_to_A_and_A': 16, 'U_and_A_to_U_and_U': 38, 'A_and_U_to_A_and_A': 25}"
4247,"{'U_and_M_to_U_and_U': 31, 'M_and_U_to_M_and_M': 49, 'Polymerase_M_to_A': 38, 'U_and_A_to_U_and_U': 49, 'A_and_U_to_A_and_A': 31, 'A_and_M_to_A_and_A': 20, 'M_and_A_to_M_and_M': 23}"
4248,"{'M_and_U_to_M_and_M': 30, 'U_and_M_to_U_and_U': 24, 'Polymerase_M_to_A': 52, 'M_and_A_to_M_and_M': 69, 'A_and_M_to_A_and_A': 34, 'A_and_U_to_A_and_A': 23, 'U_and_A_to_U_and_U': 17}"
4249,"{'U_and_M_to_U_and_U': 30, 'M_and_U_to_M_and_M': 23, 'Polymerase_M_to_A': 22, 'U_and_A_to_U_and_U': 49, 'A_and_U_to_A_and_A': 34, 'M_and_A_to_M_and_M': 12, 'A_and_M_to_A_and_A': 15}"
4250,"{'U_and_M_to_U_and_U': 25, 'M_and_U_to_M_and_M': 14, 'Polymerase_M_to_A': 15, 'A_and_M_to_A_and_A': 9, 'A_and_U_to_A_and_A': 29, 'U_and_A_to_U_and_U': 50, 'M_and_A_to_M_and_M': 1}"
4251,"{'M_and_U_to_M_and_M': 21, 'Polymerase_M_to_A': 68, 'M_and_A_to_M_and_M': 74, 'A_and_M_to_A_and_A': 31, 'U_and_M_to_U_and_U': 3, 'A_and_U_to_A_and_A': 11, 'U_and_A_to_U_and_U': 14}"
4252,"{'U_and_M_to_U_and_U': 25, 'M_and_U_to_M_and_M': 18, 'Polymerase_M_to_A': 30, 'M_and_A_to_M_and_M': 8, 'A_and_U_to_A_and_A': 53, 'U_and_A_to_U_and_U': 69, 'A_and_M_to_A_and_A': 6}"
4253,"{'U_and_M_to_U_and_U': 34, 'Polymerase_M_to_A': 51, 'M_and_U_to_M_and_M': 51, 'A_and_M_to_A_and_A': 15, 'M_and_A_to_M_and_M': 33, 'A_and_U_to_A_and_A': 37, 'U_and_A_to_U_and_U': 51}"
4254,"{'M_and_U_to_M_and_M': 36, 'U_and_M_to_U_and_U': 49, 'Polymerase_M_to_A': 25, 'M_and_A_to_M_and_M': 20, 'A_and_U_to_A_and_A': 34, 'U_and_A_to_U_and_U': 41, 'A_and_M_to_A_and_A': 14}"
4255,"{'U_and_M_to_U_and_U': 24, 'M_and_U_to_M_and_M': 43, 'Polymerase_M_to_A': 40, 'M_and_A_to_M_and_M': 31, 'A_and_U_to_A_and_A': 9, 'U_and_A_to_U_and_U': 24, 'A_and_M_to_A_and_A': 25}"
4256,"{'M_and_U_to_M_and_M': 31, 'U_and_M_to_U_and_U': 22, 'Polymerase_M_to_A': 63, 'U_and_A_to_U_and_U': 13, 'A_and_M_to_A_and_A': 31, 'M_and_A_to_M_and_M': 82, 'A_and_U_to_A_and_A': 19}"
4257,"{'U_and_M_to_U_and_U': 49, 'M_and_U_to_M_and_M': 49, 'Polymerase_M_to_A': 36, 'A_and_M_to_A_and_A': 13, 'M_and_A_to_M_and_M': 20, 'U_and_A_to_U_and_U': 39, 'A_and_U_to_A_and_A': 31}"
4258,"{'M_and_U_to_M_and_M': 29, 'U_and_M_to_U_and_U': 15, 'Polymerase_M_to_A': 48, 'M_and_A_to_M_and_M': 50, 'A_and_M_to_A_and_A': 22, 'U_and_A_to_U_and_U': 24, 'A_and_U_to_A_and_A': 21}"
4259,"{'U_and_M_to_U_and_U': 25, 'M_and_U_to_M_and_M': 27, 'Polymerase_M_to_A': 26, 'A_and_M_to_A_and_A': 16, 'A_and_U_to_A_and_A': 25, 'U_and_A_to_U_and_U': 57, 'M_and_A_to_M_and_M': 6}"
4260,"{'M_and_U_to_M_and_M': 11, 'Polymerase_M_to_A': 63, 'U_and_M_to_U_and_U': 7, 'M_and_A_to_M_and_M': 84, 'A_and_M_to_A_and_A': 31, 'A_and_U_to_A_and_A': 12, 'U_and_A_to_U_and_U': 1}"
4261,"{'M_and_U_to_M_and_M': 39, 'U_and_M_to_U_and_U': 23, 'Polymerase_M_to_A': 47, 'A_and_M_to_A_and_A': 27, 'M_and_A_to_M_and_M': 48, 'U_and_A_to_U_and_U': 23, 'A_and_U_to_A_and_A': 14}"
4262,"{'U_and_M_to_U_and_U': 33, 'M_and_U_to_M_and_M': 52, 'Polymerase_M_to_A': 38, 'A_and_M_to_A_and_A': 20, 'M_and_A_to_M_and_M': 30, 'A_and_U_to_A_and_A': 34, 'U_and_A_to_U_and_U': 51}"
4263,"{'M_and_U_to_M_and_M': 36, 'Polymerase_M_to_A': 46, 'U_and_M_to_U_and_U': 22, 'A_and_M_to_A_and_A': 29, 'A_and_U_to_A_and_A': 23, 'M_and_A_to_M_and_M': 49, 'U_and_A_to_U_and_U': 28}"
4264,"{'M_and_U_to_M_and_M': 29, 'U_and_M_to_U_and_U': 30, 'Polymerase_M_to_A': 24, 'A_and_M_to_A_and_A': 21, 'A_and_U_to_A_and_A': 37, 'M_and_A_to_M_and_M': 17, 'U_and_A_to_U_and_U': 50}"
4265,"{'M_and_U_to_M_and_M': 43, 'U_and_M_to_U_and_U': 25, 'Polymerase_M_to_A': 37, 'M_and_A_to_M_and_M': 33, 'A_and_M_to_A_and_A': 18, 'U_and_A_to_U_and_U': 40, 'A_and_U_to_A_and_A': 30}"
4266,"{'M_and_U_to_M_and_M': 49, 'Polymerase_M_to_A': 50, 'U_and_M_to_U_and_U': 42, 'M_and_A_to_M_and_M': 40, 'A_and_U_to_A_and_A': 35, 'A_and_M_to_A_and_A': 11, 'U_and_A_to_U_and_U': 40}"
4267,"{'M_and_U_to_M_and_M': 36, 'U_and_M_to_U_and_U': 36, 'Polymerase_M_to_A': 40, 'A_and_M_to_A_and_A': 23, 'M_and_A_to_M_and_M': 48, 'U_and_A_to_U_and_U': 33, 'A_and_U_to_A_and_A': 32}"
4268,"{'M_and_U_to_M_and_M': 47, 'U_and_M_to_U_and_U': 31, 'Polymerase_M_to_A': 40, 'U_and_A_to_U_and_U': 40, 'A_and_M_to_A_and_A': 23, 'M_and_A_to_M_and_M': 32, 'A_and_U_to_A_and_A': 29}"
4269,"{'U_and_M_to_U_and_U': 44, 'M_and_U_to_M_and_M': 46, 'Polymerase_M_to_A': 27, 'A_and_U_to_A_and_A': 36, 'M_and_A_to_M_and_M': 34, 'A_and_M_to_A_and_A': 17, 'U_and_A_to_U_and_U': 36}"
4270,"{'U_and_M_to_U_and_U': 30, 'M_and_U_to_M_and_M': 37, 'Polymerase_M_to_A': 33, 'A_and_M_to_A_and_A': 11, 'A_and_U_to_A_and_A': 48, 'M_and_A_to_M_and_M': 15, 'U_and_A_to_U_and_U': 66}"
4271,"{'M_and_U_to_M_and_M': 27, 'U_and_M_to_U_and_U': 26, 'Polymerase_M_to_A': 45, 'M_and_A_to_M_and_M': 45, 'A_and_U_to_A_and_A': 38, 'A_and_M_to_A_and_A': 16, 'U_and_A_to_U_and_U': 30}"
4272,"{'M_and_U_to_M_and_M': 14, 'U_and_M_to_U_and_U': 35, 'Polymerase_M_to_A': 13, 'U_and_A_to_U_and_U': 38, 'A_and_M_to_A_and_A': 2, 'A_and_U_to_A_and_A': 26, 'M_and_A_to_M_and_M': 1}"
4273,"{'U_and_M_to_U_and_U': 47, 'M_and_U_to_M_and_M': 38, 'Polymerase_M_to_A': 37, 'A_and_M_to_A_and_A': 13, 'M_and_A_to_M_and_M': 31, 'U_and_A_to_U_and_U': 37, 'A_and_U_to_A_and_A': 25}"
4274,"{'M_and_U_to_M_and_M': 20, 'U_and_M_to_U_and_U': 19, 'Polymerase_M_to_A': 51, 'M_and_A_to_M_and_M': 57, 'A_and_U_to_A_and_A': 35, 'A_and_M_to_A_and_A': 22, 'U_and_A_to_U_and_U': 21}"
4275,"{'M_and_U_to_M_and_M': 50, 'U_and_M_to_U_and_U': 45, 'Polymerase_M_to_A': 34, 'A_and_M_to_A_and_A': 17, 'M_and_A_to_M_and_M': 29, 'U_and_A_to_U_and_U': 42, 'A_and_U_to_A_and_A': 36}"
4276,"{'U_and_M_to_U_and_U': 23, 'M_and_U_to_M_and_M': 31, 'Polymerase_M_to_A': 51, 'M_and_A_to_M_and_M': 62, 'A_and_U_to_A_and_A': 30, 'U_and_A_to_U_and_U': 25, 'A_and_M_to_A_and_A': 19}"
4277,"{'M_and_U_to_M_and_M': 33, 'U_and_M_to_U_and_U': 27, 'Polymerase_M_to_A': 37, 'M_and_A_to_M_and_M': 19, 'U_and_A_to_U_and_U': 61, 'A_and_M_to_A_and_A': 12, 'A_and_U_to_A_and_A': 43}"
4278,"{'U_and_M_to_U_and_U': 30, 'M_and_U_to_M_and_M': 18, 'Polymerase_M_to_A': 19, 'U_and_A_to_U_and_U': 35, 'A_and_U_to_A_and_A': 21, 'A_and_M_to_A_and_A': 6, 'M_and_A_to_M_and_M': 6}"
4279,"{'U_and_M_to_U_and_U': 49, 'Polymerase_M_to_A': 36, 'M_and_U_to_M_and_M': 56, 'A_and_M_to_A_and_A': 18, 'M_and_A_to_M_and_M': 24, 'U_and_A_to_U_and_U': 52, 'A_and_U_to_A_and_A': 37}"
4280,"{'U_and_M_to_U_and_U': 19, 'M_and_U_to_M_and_M': 40, 'Polymerase_M_to_A': 41, 'A_and_U_to_A_and_A': 26, 'A_and_M_to_A_and_A': 28, 'M_and_A_to_M_and_M': 39, 'U_and_A_to_U_and_U': 32}"
4281,"{'M_and_U_to_M_and_M': 27, 'Polymerase_M_to_A': 31, 'U_and_M_to_U_and_U': 22, 'A_and_M_to_A_and_A': 21, 'M_and_A_to_M_and_M': 34, 'U_and_A_to_U_and_U': 47, 'A_and_U_to_A_and_A': 47}"
4282,"{'M_and_U_to_M_and_M': 25, 'U_and_M_to_U_and_U': 12, 'Polymerase_M_to_A': 49, 'A_and_U_to_A_and_A': 30, 'A_and_M_to_A_and_A': 25, 'U_and_A_to_U_and_U': 37, 'M_and_A_to_M_and_M': 48}"
4283,"{'U_and_M_to_U_and_U': 48, 'Polymerase_M_to_A': 35, 'M_and_U_to_M_and_M': 59, 'U_and_A_to_U_and_U': 37, 'M_and_A_to_M_and_M': 28, 'A_and_U_to_A_and_A': 28, 'A_and_M_to_A_and_A': 13}"
4284,"{'M_and_U_to_M_and_M': 32, 'U_and_M_to_U_and_U': 30, 'Polymerase_M_to_A': 30, 'A_and_M_to_A_and_A': 19, 'A_and_U_to_A_and_A': 31, 'M_and_A_to_M_and_M': 16, 'U_and_A_to_U_and_U': 49}"
4285,"{'U_and_M_to_U_and_U': 38, 'M_and_U_to_M_and_M': 44, 'Polymerase_M_to_A': 37, 'M_and_A_to_M_and_M': 21, 'U_and_A_to_U_and_U': 49, 'A_and_M_to_A_and_A': 16, 'A_and_U_to_A_and_A': 27}"
4286,"{'U_and_M_to_U_and_U': 18, 'M_and_U_to_M_and_M': 28, 'Polymerase_M_to_A': 52, 'A_and_M_to_A_and_A': 21, 'M_and_A_to_M_and_M': 56, 'U_and_A_to_U_and_U': 20, 'A_and_U_to_A_and_A': 24}"
4287,"{'U_and_M_to_U_and_U': 32, 'M_and_U_to_M_and_M': 35, 'Polymerase_M_to_A': 39, 'A_and_U_to_A_and_A': 14, 'M_and_A_to_M_and_M': 45, 'A_and_M_to_A_and_A': 23, 'U_and_A_to_U_and_U': 15}"
4288,"{'M_and_U_to_M_and_M': 50, 'U_and_M_to_U_and_U': 43, 'Polymerase_M_to_A': 26, 'M_and_A_to_M_and_M': 17, 'A_and_U_to_A_and_A': 33, 'A_and_M_to_A_and_A': 17, 'U_and_A_to_U_and_U': 51}"
4289,"{'U_and_M_to_U_and_U': 32, 'M_and_U_to_M_and_M': 56, 'Polymerase_M_to_A': 40, 'U_and_A_to_U_and_U': 44, 'A_and_U_to_A_and_A': 30, 'A_and_M_to_A_and_A': 19, 'M_and_A_to_M_and_M': 27}"
4290,"{'U_and_M_to_U_and_U': 35, 'M_and_U_to_M_and_M': 45, 'Polymerase_M_to_A': 30, 'A_and_M_to_A_and_A': 22, 'A_and_U_to_A_and_A': 27, 'U_and_A_to_U_and_U': 56, 'M_and_A_to_M_and_M': 13}"
4291,"{'M_and_U_to_M_and_M': 31, 'Polymerase_M_to_A': 48, 'M_and_A_to_M_and_M': 52, 'A_and_M_to_A_and_A': 30, 'A_and_U_to_A_and_A': 24, 'U_and_A_to_U_and_U': 29, 'U_and_M_to_U_and_U': 15}"
4292,"{'M_and_U_to_M_and_M': 36, 'U_and_M_to_U_and_U': 46, 'Polymerase_M_to_A': 21, 'U_and_A_to_U_and_U': 41, 'A_and_U_to_A_and_A': 29, 'A_and_M_to_A_and_A': 4, 'M_and_A_to_M_and_M': 10}"
4293,"{'M_and_U_to_M_and_M': 29, 'U_and_M_to_U_and_U': 19, 'Polymerase_M_to_A': 35, 'U_and_A_to_U_and_U': 18, 'A_and_U_to_A_and_A': 23, 'A_and_M_to_A_and_A': 28, 'M_and_A_to_M_and_M': 39}"
4294,"{'M_and_U_to_M_and_M': 42, 'U_and_M_to_U_and_U': 35, 'Polymerase_M_to_A': 28, 'U_and_A_to_U_and_U': 43, 'A_and_U_to_A_and_A': 19, 'A_and_M_to_A_and_A': 5, 'M_and_A_to_M_and_M': 6}"
4295,"{'M_and_U_to_M_and_M': 46, 'Polymerase_M_to_A': 45, 'U_and_M_to_U_and_U': 34, 'M_and_A_to_M_and_M': 41, 'A_and_U_to_A_and_A': 15, 'A_and_M_to_A_and_A': 26, 'U_and_A_to_U_and_U': 30}"
4296,"{'Polymerase_M_to_A': 29, 'A_and_M_to_A_and_A': 18, 'M_and_U_to_M_and_M': 14, 'M_and_A_to_M_and_M': 21, 'U_and_M_to_U_and_U': 21, 'A_and_U_to_A_and_A': 39, 'U_and_A_to_U_and_U': 54}"
4297,"{'U_and_M_to_U_and_U': 36, 'M_and_U_to_M_and_M': 22, 'Polymerase_M_to_A': 22, 'M_and_A_to_M_and_M': 10, 'A_and_M_to_A_and_A': 9, 'U_and_A_to_U_and_U': 51, 'A_and_U_to_A_and_A': 36}"
4298,"{'M_and_U_to_M_and_M': 32, 'Polymerase_M_to_A': 50, 'U_and_M_to_U_and_U': 24, 'A_and_U_to_A_and_A': 25, 'A_and_M_to_A_and_A': 19, 'M_and_A_to_M_and_M': 30, 'U_and_A_to_U_and_U': 42}"
4299,"{'U_and_M_to_U_and_U': 27, 'M_and_U_to_M_and_M': 48, 'Polymerase_M_to_A': 49, 'M_and_A_to_M_and_M': 32, 'U_and_A_to_U_and_U': 32, 'A_and_U_to_A_and_A': 16, 'A_and_M_to_A_and_A': 15}"
4300,"{'M_and_U_to_M_and_M': 27, 'U_and_M_to_U_and_U': 27, 'Polymerase_M_to_A': 25, 'M_and_A_to_M_and_M': 20, 'A_and_M_to_A_and_A': 19, 'U_and_A_to_U_and_U': 38, 'A_and_U_to_A_and_A': 25}"
4301,"{'M_and_U_to_M_and_M': 42, 'U_and_M_to_U_and_U': 27, 'Polymerase_M_to_A': 35, 'A_and_U_to_A_and_A': 45, 'A_and_M_to_A_and_A': 12, 'U_and_A_to_U_and_U': 53, 'M_and_A_to_M_and_M': 21}"
4302,"{'M_and_U_to_M_and_M': 23, 'U_and_M_to_U_and_U': 14, 'Polymerase_M_to_A': 40, 'M_and_A_to_M_and_M': 47, 'A_and_M_to_A_and_A': 30, 'A_and_U_to_A_and_A': 23, 'U_and_A_to_U_and_U': 17}"
4303,"{'U_and_M_to_U_and_U': 25, 'M_and_U_to_M_and_M': 45, 'Polymerase_M_to_A': 33, 'A_and_M_to_A_and_A': 22, 'U_and_A_to_U_and_U': 38, 'A_and_U_to_A_and_A': 29, 'M_and_A_to_M_and_M': 27}"
4304,"{'M_and_U_to_M_and_M': 41, 'Polymerase_M_to_A': 38, 'A_and_M_to_A_and_A': 19, 'U_and_M_to_U_and_U': 36, 'U_and_A_to_U_and_U': 43, 'M_and_A_to_M_and_M': 29, 'A_and_U_to_A_and_A': 27}"
4305,"{'M_and_U_to_M_and_M': 33, 'U_and_M_to_U_and_U': 20, 'Polymerase_M_to_A': 35, 'A_and_M_to_A_and_A': 19, 'A_and_U_to_A_and_A': 36, 'M_and_A_to_M_and_M': 27, 'U_and_A_to_U_and_U': 46}"
4306,"{'U_and_M_to_U_and_U': 41, 'M_and_U_to_M_and_M': 47, 'Polymerase_M_to_A': 29, 'U_and_A_to_U_and_U': 34, 'A_and_M_to_A_and_A': 29, 'M_and_A_to_M_and_M': 31, 'A_and_U_to_A_and_A': 29}"
4307,"{'U_and_M_to_U_and_U': 29, 'M_and_U_to_M_and_M': 20, 'Polymerase_M_to_A': 31, 'A_and_M_to_A_and_A': 12, 'A_and_U_to_A_and_A': 40, 'M_and_A_to_M_and_M': 33, 'U_and_A_to_U_and_U': 28}"
4308,"{'M_and_U_to_M_and_M': 19, 'U_and_M_to_U_and_U': 22, 'Polymerase_M_to_A': 21, 'A_and_M_to_A_and_A': 14, 'U_and_A_to_U_and_U': 58, 'M_and_A_to_M_and_M': 3, 'A_and_U_to_A_and_A': 32}"
4309,"{'U_and_M_to_U_and_U': 31, 'M_and_U_to_M_and_M': 29, 'Polymerase_M_to_A': 32, 'A_and_M_to_A_and_A': 19, 'M_and_A_to_M_and_M': 38, 'A_and_U_to_A_and_A': 31, 'U_and_A_to_U_and_U': 19}"
4310,"{'U_and_M_to_U_and_U': 30, 'Polymerase_M_to_A': 50, 'M_and_U_to_M_and_M': 41, 'A_and_U_to_A_and_A': 37, 'M_and_A_to_M_and_M': 45, 'A_and_M_to_A_and_A': 20, 'U_and_A_to_U_and_U': 41}"
4311,"{'U_and_M_to_U_and_U': 36, 'Polymerase_M_to_A': 42, 'M_and_U_to_M_and_M': 44, 'A_and_M_to_A_and_A': 19, 'M_and_A_to_M_and_M': 34, 'U_and_A_to_U_and_U': 37, 'A_and_U_to_A_and_A': 30}"
4312,"{'Polymerase_M_to_A': 53, 'U_and_M_to_U_and_U': 22, 'M_and_U_to_M_and_M': 31, 'A_and_M_to_A_and_A': 17, 'U_and_A_to_U_and_U': 23, 'M_and_A_to_M_and_M': 61, 'A_and_U_to_A_and_A': 28}"
4313,"{'U_and_M_to_U_and_U': 45, 'Polymerase_M_to_A': 27, 'M_and_U_to_M_and_M': 51, 'A_and_M_to_A_and_A': 22, 'M_and_A_to_M_and_M': 23, 'U_and_A_to_U_and_U': 43, 'A_and_U_to_A_and_A': 28}"
4314,"{'M_and_U_to_M_and_M': 41, 'U_and_M_to_U_and_U': 37, 'Polymerase_M_to_A': 54, 'A_and_M_to_A_and_A': 13, 'M_and_A_to_M_and_M': 43, 'U_and_A_to_U_and_U': 29, 'A_and_U_to_A_and_A': 29}"
4315,"{'M_and_U_to_M_and_M': 46, 'U_and_M_to_U_and_U': 41, 'Polymerase_M_to_A': 47, 'M_and_A_to_M_and_M': 46, 'U_and_A_to_U_and_U': 30, 'A_and_M_to_A_and_A': 22, 'A_and_U_to_A_and_A': 23}"
4316,"{'M_and_U_to_M_and_M': 46, 'Polymerase_M_to_A': 36, 'U_and_M_to_U_and_U': 30, 'A_and_M_to_A_and_A': 14, 'M_and_A_to_M_and_M': 24, 'U_and_A_to_U_and_U': 44, 'A_and_U_to_A_and_A': 27}"
4317,"{'U_and_M_to_U_and_U': 42, 'M_and_U_to_M_and_M': 45, 'Polymerase_M_to_A': 33, 'A_and_U_to_A_and_A': 36, 'U_and_A_to_U_and_U': 32, 'M_and_A_to_M_and_M': 36, 'A_and_M_to_A_and_A': 16}"
4318,"{'M_and_U_to_M_and_M': 40, 'Polymerase_M_to_A': 33, 'U_and_M_to_U_and_U': 27, 'A_and_M_to_A_and_A': 16, 'U_and_A_to_U_and_U': 44, 'M_and_A_to_M_and_M': 21, 'A_and_U_to_A_and_A': 31}"
4319,"{'M_and_U_to_M_and_M': 38, 'U_and_M_to_U_and_U': 35, 'Polymerase_M_to_A': 26, 'U_and_A_to_U_and_U': 43, 'A_and_U_to_A_and_A': 43, 'A_and_M_to_A_and_A': 9, 'M_and_A_to_M_and_M': 13}"
4320,"{'M_and_U_to_M_and_M': 36, 'U_and_M_to_U_and_U': 32, 'Polymerase_M_to_A': 44, 'A_and_M_to_A_and_A': 13, 'A_and_U_to_A_and_A': 34, 'U_and_A_to_U_and_U': 38, 'M_and_A_to_M_and_M': 40}"
4321,"{'M_and_U_to_M_and_M': 31, 'U_and_M_to_U_and_U': 28, 'Polymerase_M_to_A': 51, 'M_and_A_to_M_and_M': 58, 'A_and_M_to_A_and_A': 20, 'U_and_A_to_U_and_U': 22, 'A_and_U_to_A_and_A': 27}"
4322,"{'M_and_U_to_M_and_M': 29, 'U_and_M_to_U_and_U': 40, 'Polymerase_M_to_A': 32, 'M_and_A_to_M_and_M': 30, 'A_and_U_to_A_and_A': 48, 'U_and_A_to_U_and_U': 46, 'A_and_M_to_A_and_A': 13}"
4323,"{'M_and_U_to_M_and_M': 17, 'U_and_M_to_U_and_U': 17, 'Polymerase_M_to_A': 46, 'A_and_U_to_A_and_A': 18, 'A_and_M_to_A_and_A': 28, 'M_and_A_to_M_and_M': 72, 'U_and_A_to_U_and_U': 3}"
4324,"{'M_and_U_to_M_and_M': 35, 'U_and_M_to_U_and_U': 33, 'Polymerase_M_to_A': 26, 'A_and_U_to_A_and_A': 41, 'U_and_A_to_U_and_U': 30, 'A_and_M_to_A_and_A': 13, 'M_and_A_to_M_and_M': 26}"
4325,"{'Polymerase_M_to_A': 58, 'M_and_U_to_M_and_M': 16, 'U_and_M_to_U_and_U': 17, 'A_and_U_to_A_and_A': 27, 'U_and_A_to_U_and_U': 13, 'M_and_A_to_M_and_M': 63, 'A_and_M_to_A_and_A': 12}"
4326,"{'U_and_M_to_U_and_U': 38, 'M_and_U_to_M_and_M': 16, 'Polymerase_M_to_A': 10, 'A_and_M_to_A_and_A': 8, 'M_and_A_to_M_and_M': 6, 'A_and_U_to_A_and_A': 19, 'U_and_A_to_U_and_U': 30}"
4327,"{'M_and_U_to_M_and_M': 34, 'U_and_M_to_U_and_U': 23, 'Polymerase_M_to_A': 43, 'M_and_A_to_M_and_M': 44, 'A_and_U_to_A_and_A': 38, 'A_and_M_to_A_and_A': 15, 'U_and_A_to_U_and_U': 36}"
4328,"{'U_and_M_to_U_and_U': 41, 'M_and_U_to_M_and_M': 58, 'Polymerase_M_to_A': 47, 'U_and_A_to_U_and_U': 36, 'A_and_M_to_A_and_A': 15, 'A_and_U_to_A_and_A': 31, 'M_and_A_to_M_and_M': 35}"
