F,Average_M_A_ratio
0.1,0.15155184115445006
0.1,0.15305489531102268
0.1,0.15255130000371894
0.11513953993264472,0.15630816183809132
0.11513953993264472,0.15019962156098093
0.11513953993264472,0.14918938730466041
0.13257113655901093,0.15142280030546101
0.13257113655901093,0.15189894048810507
0.13257113655901093,0.15178494530945366
0.15264179671752334,0.16232356566086734
0.15264179671752334,0.16093126693614465
0.15264179671752334,0.15940689574051808
0.1757510624854792,0.15812622230745915
0.1757510624854792,0.1593934323738016
0.1757510624854792,0.15683107110666
0.20235896477251572,0.16187911766552446
0.20235896477251572,0.15889939440864959
0.20235896477251572,0.15690789257271953
0.2329951810515372,0.16064484189595252
0.2329951810515372,0.16002772136164523
0.2329951810515372,0.16009163588664363
0.2682695795279726,0.1496322260865144
0.2682695795279726,0.1510725160753036
0.2682695795279726,0.15240577876411449
0.3088843596477481,0.16528760479546004
0.3088843596477481,0.16331946919914275
0.3088843596477481,0.16115675812652844
0.35564803062231287,0.15938150129558312
0.35564803062231287,0.16027404329549275
0.35564803062231287,0.16368866037726273
0.40949150623804254,0.16644260249752446
0.40949150623804254,0.16859663976889405
0.40949150623804254,0.16763468182448166
0.47148663634573934,0.17331942081749033
0.47148663634573934,0.17068216494808075
0.47148663634573934,0.17308838518617128
0.5428675439323859,0.17299171194953794
0.5428675439323859,0.16878159285304356
0.5428675439323859,0.16863115240030288
0.6250551925273973,0.18332604252438775
0.6250551925273973,0.17324493402865787
0.6250551925273973,0.17569666411873477
0.7196856730011519,0.1927563423124243
0.7196856730011519,0.1820632135846076
0.7196856730011519,0.1788840788959568
0.8286427728546845,0.20540919513456068
0.8286427728546845,0.19366380933916114
0.8286427728546845,0.191417540564675
0.9540954763499939,0.21247536826831118
0.9540954763499939,0.21905587877879135
0.9540954763499939,0.21241703461660166
1.0985411419875584,0.2225415809535437
1.0985411419875584,0.2154403082170427
1.0985411419875584,0.21788477114911692
1.2648552168552958,0.21393154934892722
1.2648552168552958,0.21959497029577235
1.2648552168552958,0.21986188006795943
1.4563484775012436,0.2374913457198792
1.4563484775012436,0.2574696448674514
1.4563484775012436,0.25599575552154125
1.6768329368110082,0.27918979425103146
1.6768329368110082,0.28025475629856444
1.6768329368110082,0.2770766749081584
1.9306977288832496,0.3440899359640946
1.9306977288832496,0.3271403835096582
1.9306977288832496,0.3139121882706497
2.2229964825261943,0.3832826534405897
2.2229964825261943,0.3774071137235552
2.2229964825261943,0.3926665600232972
2.5595479226995357,0.47106514715348735
2.5595479226995357,0.4763821588320975
2.5595479226995357,0.4810427679152958
2.9470517025518097,0.5870155402767995
2.9470517025518097,0.5634357321883678
2.9470517025518097,0.5700968415849202
3.393221771895328,0.6560055476999974
3.393221771895328,0.6608175296792853
3.393221771895328,0.6814240411955926
3.906939937054617,0.8441898441741009
3.906939937054617,0.8249865600352269
3.906939937054617,0.8123991664470259
4.498432668969446,0.8754891702396331
4.498432668969446,0.8850392130915455
4.498432668969446,0.8854315238570691
5.17947467923121,0.9074769056900078
5.17947467923121,0.9160603128108602
5.17947467923121,0.9135646529943865
5.963623316594643,0.9415552867590071
5.963623316594643,0.9432356577648218
5.963623316594643,0.9455700605333945
6.8664884500430015,0.9685488009020555
6.8664884500430015,0.9674609269078484
6.8664884500430015,0.9670838942260704
7.906043210907698,0.9747090410545534
7.906043210907698,0.9759052578978135
7.906043210907698,0.975075904049845
9.102981779915218,0.9783166386973364
9.102981779915218,0.97981362984861
9.102981779915218,0.9805035185874306
10.481131341546853,0.9836300378660636
10.481131341546853,0.9855770880195651
10.481131341546853,0.98623500284653
12.067926406393289,0.9911083478018323
12.067926406393289,0.992177526905138
12.067926406393289,0.9911933788823915
13.894954943731374,0.9935861651187942
13.894954943731374,0.9936369687803864
13.894954943731374,0.9938649800377848
15.998587196060573,0.9948195309229029
15.998587196060573,0.9943349058676758
15.998587196060573,0.994794857251721
18.420699693267164,0.99614382013885
18.420699693267164,0.9963046473660278
18.420699693267164,0.9960701829992813
21.209508879201906,0.9965229987707974
21.209508879201906,0.9971143625717257
21.209508879201906,0.9968645283839543
24.420530945486497,0.9976306441647904
24.420530945486497,0.9975607266603692
24.420530945486497,0.9976820259388175
28.11768697974231,0.998578910499355
28.11768697974231,0.9984328137382852
28.11768697974231,0.9986053104440864
32.374575428176435,0.9987308267215255
32.374575428176435,0.9990363987728562
32.374575428176435,0.9990411372807626
37.27593720314938,0.9989139592018628
37.27593720314938,0.9991176412270719
37.27593720314938,0.999104284995806
42.91934260128778,0.9993652494833604
42.91934260128778,0.9994165184806634
42.91934260128778,0.999467040334914
49.417133613238335,0.9991926123303367
49.417133613238335,0.9992980708694437
49.417133613238335,0.9993791044060616
56.89866029018293,0.999802192008367
56.89866029018293,0.9998273224945766
56.89866029018293,0.9996390551192905
65.51285568595509,0.9995153927890646
65.51285568595509,0.9996966297803452
65.51285568595509,0.9997963972546935
75.43120063354615,1.0
75.43120063354615,0.999969050263004
75.43120063354615,0.9998055361917184
86.85113737513521,0.999784147950238
86.85113737513521,0.9997672375399473
86.85113737513521,0.9997842891799039
100.0,0.9996170571872295
100.0,0.9998085285936148
100.0,0.9998450271764021
