F,Average_M_A_ratio
0.1,0.19058965416430604
0.10781895093053742,0.19125414033485197
0.11624926179761638,0.18389554395611302
0.125338734534684,0.1894605179516634
0.13513890868490755,0.18631530463957874
0.14570535364304424,0.19132013046907767
0.1570979837475599,0.1865421330248748
0.16938139800964527,0.1924546129269019
0.18262524640547778,0.19054502203450255
0.19690462480869514,0.19977997456067026
0.21230050080244584,0.19268176540728224
0.2289001727854743,0.19552633787366108
0.24679776497548592,0.1952805058175607
0.26609476111658226,0.20722987045952515
0.2869005799170186,0.2078860684356365
0.3093331954801577,0.2005758961005873
0.33351980624661465,0.20851297333728525
0.3595975562406609,0.20690389056511288
0.38771431271053,0.20888175731477326
0.4180295045720368,0.20751518324421114
0.4507150264096931,0.2241772375554374
0.48595621316122584,0.21446735420645796
0.5239528910121999,0.22062059046774257
0.564920510459576,0.23644166526952837
0.6090913679689519,0.2332164990315513
0.6567159231525835,0.22716434695969354
0.70806421893691,0.23164068824818962
0.7634274127722801,0.24160593261211685
0.823119427567216,0.26873828220662466
0.8874787317084172,0.2641802990937703
0.9568702582596545,0.2726840410718184
1.0316874742218836,0.2978735509792158
1.1123546115877938,0.29642676846693683
1.1993290728414134,0.29680233209946344
1.2931040245425531,0.31293716745024025
1.39421119370234,0.32968984986703215
1.503223882805986,0.3356395824461681
1.6207602205787055,0.37227019927581584
1.7474866669274256,0.3772370903927602
1.8841217919321651,0.3780418711022033
2.0314403503149037,0.4092801980902512
2.190277674489163,0.4314977647701119
2.361534411099987,0.4396122222251686
2.5461816279116514,0.4806932492827148
2.7452663200004226,0.47711645643852674
2.959917346473826,0.4773315445942728
3.1913518313790803,0.530302486474398
3.4408820650954177,0.5598757870305058
3.7099229453428917,0.5654702163828095
4.0,0.5623673149828682
