Time Steps,Polymerase Count,Active Histone Count,Acetylated Histone Count,Methylated Histone Count,Unmodified Histone Count,Noisy Changes Count,Enzyme Changes Count
1,1,31,0,31,29,0,1
101,3,38,13,25,22,0,1
201,3,37,12,25,23,0,0
301,4,40,15,25,20,0,0
401,3,40,16,24,20,0,0
501,3,39,16,23,21,0,0
601,4,35,13,22,25,0,0
701,4,35,14,21,25,1,0
801,4,38,16,22,22,1,0
901,3,42,17,25,18,0,0
1001,3,36,12,24,24,0,1
1101,3,35,11,24,25,0,0
1201,4,40,13,27,20,0,1
1301,3,38,16,22,22,0,0
1401,3,39,22,17,21,0,1
1501,3,34,22,12,26,1,0
1601,3,32,20,12,28,0,0
1701,3,34,21,13,26,0,0
1801,3,35,21,14,25,0,0
1901,3,37,16,21,23,0,0
2001,3,40,16,24,20,1,0
2101,3,36,18,18,24,0,0
2201,3,39,19,20,21,0,0
2301,3,34,17,17,26,0,0
2401,3,36,19,17,24,0,0
2501,4,41,25,16,19,0,0
2601,3,38,23,15,22,0,0
2701,3,37,20,17,23,0,0
2801,3,43,26,17,17,0,0
2901,3,35,21,14,25,0,0
3001,3,38,24,14,22,0,0
3101,3,39,20,19,21,0,1
3201,3,38,21,17,22,0,0
3301,4,37,21,16,23,0,0
3401,3,40,29,11,20,0,0
3501,3,36,23,13,24,0,1
3601,4,39,22,17,21,1,0
3701,3,37,22,15,23,1,0
3801,3,42,25,17,18,0,0
3901,3,42,27,15,18,0,0
4001,3,35,24,11,25,1,0
4101,3,37,26,11,23,0,1
4201,3,40,32,8,20,0,0
4301,3,40,34,6,20,0,0
4401,4,43,34,9,17,0,0
4501,3,40,32,8,20,1,0
4601,3,35,25,10,25,0,0
4701,3,34,23,11,26,0,0
4801,3,41,30,11,19,0,1
4901,3,37,32,5,23,0,0
5001,3,34,27,7,26,0,0
5101,3,37,30,7,23,0,0
5201,3,43,35,8,17,0,0
5301,4,41,30,11,19,0,0
5401,3,40,30,10,20,0,0
5501,3,41,32,9,19,0,0
5601,3,48,39,9,12,0,0
5701,3,41,31,10,19,0,0
5801,4,40,27,13,20,0,1
5901,3,34,27,7,26,0,0
6001,3,31,25,6,29,0,0
6101,3,33,26,7,27,1,0
6201,3,34,28,6,26,0,0
6301,3,34,28,6,26,0,0
6401,3,37,27,10,23,0,0
6501,3,33,22,11,27,0,0
6601,3,32,18,14,28,0,0
6701,3,33,21,12,27,0,0
6801,3,28,20,8,32,0,0
6901,3,37,28,9,23,0,1
7001,3,36,27,9,24,0,0
7101,3,35,27,8,25,0,0
7201,4,33,29,4,27,0,0
7301,3,42,31,11,18,0,0
7401,3,40,27,13,20,0,0
7501,3,33,20,13,27,0,0
7601,3,37,19,18,23,1,0
7701,4,32,17,15,28,0,0
7801,3,32,17,15,28,0,0
7901,3,34,20,14,26,0,0
8001,3,34,22,12,26,0,0
8101,3,35,21,14,25,1,0
8201,3,32,24,8,28,0,0
8301,3,39,29,10,21,0,0
8401,3,41,27,14,19,0,0
8501,3,37,24,13,23,1,0
8601,3,38,24,14,22,0,0
8701,3,37,24,13,23,0,0
8801,3,37,24,13,23,0,0
8901,3,36,24,12,24,0,1
9001,3,34,18,16,26,0,0
9101,3,36,20,16,24,0,0
9201,3,37,22,15,23,0,0
9301,3,35,19,16,25,0,1
9401,3,34,23,11,26,0,0
9501,3,30,20,10,30,0,0
9601,3,37,23,14,23,0,0
9701,3,36,21,15,24,0,1
9801,3,34,25,9,26,0,0
9901,3,32,28,4,28,0,0
10001,4,34,28,6,26,0,0
10101,3,38,26,12,22,0,0
10201,3,33,23,10,27,0,0
10301,3,31,22,9,29,0,0
10401,3,31,23,8,29,1,0
10501,3,34,24,10,26,0,0
10601,3,34,22,12,26,0,0
