Simulation,Transitions
353,"{'M_and_U_to_M_and_M': 18, 'U_and_M_to_U_and_U': 9, 'Polymerase_M_to_A': 57, 'M_and_A_to_M_and_M': 78, 'A_and_U_to_A_and_A': 7, 'A_and_M_to_A_and_A': 30, 'U_and_A_to_U_and_U': 2}"
354,"{'U_and_M_to_U_and_U': 22, 'M_and_U_to_M_and_M': 28, 'Polymerase_M_to_A': 53, 'U_and_A_to_U_and_U': 18, 'A_and_U_to_A_and_A': 21, 'A_and_M_to_A_and_A': 16, 'M_and_A_to_M_and_M': 51}"
355,"{'U_and_M_to_U_and_U': 38, 'M_and_U_to_M_and_M': 43, 'Polymerase_M_to_A': 20, 'A_and_M_to_A_and_A': 9, 'U_and_A_to_U_and_U': 29, 'A_and_U_to_A_and_A': 19, 'M_and_A_to_M_and_M': 10}"
356,"{'M_and_U_to_M_and_M': 46, 'U_and_M_to_U_and_U': 30, 'Polymerase_M_to_A': 32, 'A_and_U_to_A_and_A': 18, 'A_and_M_to_A_and_A': 12, 'M_and_A_to_M_and_M': 13, 'U_and_A_to_U_and_U': 44}"
357,"{'U_and_M_to_U_and_U': 17, 'M_and_U_to_M_and_M': 28, 'Polymerase_M_to_A': 57, 'A_and_M_to_A_and_A': 24, 'M_and_A_to_M_and_M': 59, 'A_and_U_to_A_and_A': 18, 'U_and_A_to_U_and_U': 21}"
358,"{'U_and_M_to_U_and_U': 9, 'M_and_U_to_M_and_M': 22, 'Polymerase_M_to_A': 58, 'A_and_U_to_A_and_A': 9, 'A_and_M_to_A_and_A': 30, 'U_and_A_to_U_and_U': 7, 'M_and_A_to_M_and_M': 68}"
359,"{'M_and_U_to_M_and_M': 28, 'U_and_M_to_U_and_U': 11, 'Polymerase_M_to_A': 51, 'A_and_U_to_A_and_A': 16, 'A_and_M_to_A_and_A': 26, 'M_and_A_to_M_and_M': 46, 'U_and_A_to_U_and_U': 25}"
360,"{'U_and_M_to_U_and_U': 6, 'M_and_U_to_M_and_M': 14, 'Polymerase_M_to_A': 52, 'A_and_M_to_A_and_A': 17, 'A_and_U_to_A_and_A': 6, 'M_and_A_to_M_and_M': 53}"
361,"{'U_and_M_to_U_and_U': 45, 'M_and_U_to_M_and_M': 39, 'Polymerase_M_to_A': 28, 'A_and_M_to_A_and_A': 12, 'U_and_A_to_U_and_U': 37, 'A_and_U_to_A_and_A': 34, 'M_and_A_to_M_and_M': 26}"
362,"{'M_and_U_to_M_and_M': 20, 'Polymerase_M_to_A': 67, 'M_and_A_to_M_and_M': 77, 'A_and_M_to_A_and_A': 33, 'U_and_M_to_U_and_U': 9, 'A_and_U_to_A_and_A': 10, 'U_and_A_to_U_and_U': 6}"
363,"{'M_and_U_to_M_and_M': 41, 'Polymerase_M_to_A': 36, 'U_and_M_to_U_and_U': 27, 'A_and_M_to_A_and_A': 24, 'A_and_U_to_A_and_A': 28, 'M_and_A_to_M_and_M': 37, 'U_and_A_to_U_and_U': 34}"
364,"{'Polymerase_M_to_A': 37, 'M_and_U_to_M_and_M': 19, 'U_and_M_to_U_and_U': 18, 'A_and_U_to_A_and_A': 26, 'U_and_A_to_U_and_U': 49, 'M_and_A_to_M_and_M': 21, 'A_and_M_to_A_and_A': 16}"
365,"{'U_and_M_to_U_and_U': 40, 'M_and_U_to_M_and_M': 44, 'Polymerase_M_to_A': 38, 'M_and_A_to_M_and_M': 39, 'A_and_M_to_A_and_A': 16, 'U_and_A_to_U_and_U': 47, 'A_and_U_to_A_and_A': 46}"
366,"{'M_and_U_to_M_and_M': 31, 'U_and_M_to_U_and_U': 16, 'Polymerase_M_to_A': 53, 'A_and_M_to_A_and_A': 26, 'M_and_A_to_M_and_M': 58, 'U_and_A_to_U_and_U': 17, 'A_and_U_to_A_and_A': 14}"
367,"{'U_and_M_to_U_and_U': 35, 'M_and_U_to_M_and_M': 34, 'Polymerase_M_to_A': 42, 'A_and_U_to_A_and_A': 26, 'A_and_M_to_A_and_A': 20, 'M_and_A_to_M_and_M': 46, 'U_and_A_to_U_and_U': 19}"
368,"{'U_and_M_to_U_and_U': 56, 'M_and_U_to_M_and_M': 55, 'Polymerase_M_to_A': 21, 'A_and_M_to_A_and_A': 7, 'M_and_A_to_M_and_M': 15, 'A_and_U_to_A_and_A': 24, 'U_and_A_to_U_and_U': 31}"
369,"{'U_and_M_to_U_and_U': 34, 'M_and_U_to_M_and_M': 29, 'Polymerase_M_to_A': 46, 'A_and_M_to_A_and_A': 20, 'M_and_A_to_M_and_M': 47, 'A_and_U_to_A_and_A': 17, 'U_and_A_to_U_and_U': 12}"
370,"{'U_and_M_to_U_and_U': 19, 'M_and_U_to_M_and_M': 23, 'Polymerase_M_to_A': 55, 'A_and_M_to_A_and_A': 23, 'M_and_A_to_M_and_M': 60, 'A_and_U_to_A_and_A': 20, 'U_and_A_to_U_and_U': 9}"
371,"{'U_and_M_to_U_and_U': 31, 'M_and_U_to_M_and_M': 32, 'Polymerase_M_to_A': 30, 'U_and_A_to_U_and_U': 49, 'A_and_U_to_A_and_A': 40, 'A_and_M_to_A_and_A': 14, 'M_and_A_to_M_and_M': 21}"
372,"{'U_and_M_to_U_and_U': 21, 'Polymerase_M_to_A': 55, 'M_and_U_to_M_and_M': 30, 'A_and_M_to_A_and_A': 22, 'M_and_A_to_M_and_M': 62, 'A_and_U_to_A_and_A': 25, 'U_and_A_to_U_and_U': 20}"
373,"{'M_and_U_to_M_and_M': 21, 'U_and_M_to_U_and_U': 15, 'Polymerase_M_to_A': 38, 'A_and_U_to_A_and_A': 7, 'A_and_M_to_A_and_A': 27, 'M_and_A_to_M_and_M': 48, 'U_and_A_to_U_and_U': 5}"
374,"{'M_and_U_to_M_and_M': 12, 'U_and_M_to_U_and_U': 12, 'Polymerase_M_to_A': 57, 'A_and_M_to_A_and_A': 19, 'M_and_A_to_M_and_M': 70, 'A_and_U_to_A_and_A': 20, 'U_and_A_to_U_and_U': 5}"
375,"{'U_and_M_to_U_and_U': 18, 'Polymerase_M_to_A': 42, 'M_and_U_to_M_and_M': 34, 'A_and_M_to_A_and_A': 28, 'U_and_A_to_U_and_U': 27, 'A_and_U_to_A_and_A': 19, 'M_and_A_to_M_and_M': 41}"
376,"{'U_and_M_to_U_and_U': 11, 'M_and_U_to_M_and_M': 21, 'Polymerase_M_to_A': 51, 'M_and_A_to_M_and_M': 63, 'A_and_M_to_A_and_A': 24, 'A_and_U_to_A_and_A': 8, 'U_and_A_to_U_and_U': 6}"
377,"{'M_and_U_to_M_and_M': 65, 'U_and_M_to_U_and_U': 40, 'Polymerase_M_to_A': 51, 'A_and_M_to_A_and_A': 15, 'U_and_A_to_U_and_U': 49, 'M_and_A_to_M_and_M': 30, 'A_and_U_to_A_and_A': 23}"
378,"{'U_and_M_to_U_and_U': 10, 'M_and_U_to_M_and_M': 20, 'Polymerase_M_to_A': 54, 'U_and_A_to_U_and_U': 2, 'A_and_M_to_A_and_A': 37, 'A_and_U_to_A_and_A': 6, 'M_and_A_to_M_and_M': 70}"
379,"{'U_and_M_to_U_and_U': 43, 'M_and_U_to_M_and_M': 49, 'Polymerase_M_to_A': 35, 'M_and_A_to_M_and_M': 33, 'A_and_M_to_A_and_A': 19, 'U_and_A_to_U_and_U': 37, 'A_and_U_to_A_and_A': 31}"
380,"{'U_and_M_to_U_and_U': 36, 'M_and_U_to_M_and_M': 29, 'Polymerase_M_to_A': 43, 'A_and_M_to_A_and_A': 8, 'A_and_U_to_A_and_A': 37, 'U_and_A_to_U_and_U': 55, 'M_and_A_to_M_and_M': 25}"
381,"{'U_and_M_to_U_and_U': 49, 'M_and_U_to_M_and_M': 45, 'Polymerase_M_to_A': 35, 'A_and_M_to_A_and_A': 13, 'M_and_A_to_M_and_M': 27, 'A_and_U_to_A_and_A': 16, 'U_and_A_to_U_and_U': 31}"
382,"{'Polymerase_M_to_A': 39, 'U_and_M_to_U_and_U': 21, 'U_and_A_to_U_and_U': 35, 'M_and_U_to_M_and_M': 29, 'A_and_M_to_A_and_A': 17, 'M_and_A_to_M_and_M': 31, 'A_and_U_to_A_and_A': 33}"
383,"{'U_and_M_to_U_and_U': 30, 'M_and_U_to_M_and_M': 46, 'Polymerase_M_to_A': 52, 'A_and_U_to_A_and_A': 31, 'M_and_A_to_M_and_M': 36, 'A_and_M_to_A_and_A': 17, 'U_and_A_to_U_and_U': 44}"
384,"{'M_and_U_to_M_and_M': 27, 'Polymerase_M_to_A': 32, 'U_and_M_to_U_and_U': 32, 'A_and_U_to_A_and_A': 44, 'A_and_M_to_A_and_A': 18, 'M_and_A_to_M_and_M': 27, 'U_and_A_to_U_and_U': 48}"
385,"{'U_and_M_to_U_and_U': 45, 'M_and_U_to_M_and_M': 29, 'Polymerase_M_to_A': 39, 'U_and_A_to_U_and_U': 37, 'M_and_A_to_M_and_M': 37, 'A_and_M_to_A_and_A': 15, 'A_and_U_to_A_and_A': 31}"
386,"{'M_and_U_to_M_and_M': 33, 'U_and_M_to_U_and_U': 32, 'Polymerase_M_to_A': 48, 'M_and_A_to_M_and_M': 38, 'A_and_M_to_A_and_A': 10, 'U_and_A_to_U_and_U': 18, 'A_and_U_to_A_and_A': 20}"
387,"{'U_and_M_to_U_and_U': 17, 'M_and_U_to_M_and_M': 24, 'Polymerase_M_to_A': 48, 'A_and_U_to_A_and_A': 17, 'A_and_M_to_A_and_A': 34, 'U_and_A_to_U_and_U': 9, 'M_and_A_to_M_and_M': 74}"
388,"{'U_and_M_to_U_and_U': 20, 'M_and_U_to_M_and_M': 19, 'Polymerase_M_to_A': 37, 'A_and_U_to_A_and_A': 23, 'M_and_A_to_M_and_M': 49, 'A_and_M_to_A_and_A': 21, 'U_and_A_to_U_and_U': 10}"
389,"{'M_and_U_to_M_and_M': 26, 'Polymerase_M_to_A': 45, 'M_and_A_to_M_and_M': 50, 'U_and_M_to_U_and_U': 15, 'A_and_U_to_A_and_A': 25, 'A_and_M_to_A_and_A': 29, 'U_and_A_to_U_and_U': 31}"
390,"{'M_and_U_to_M_and_M': 39, 'U_and_M_to_U_and_U': 35, 'Polymerase_M_to_A': 40, 'A_and_M_to_A_and_A': 20, 'M_and_A_to_M_and_M': 37, 'A_and_U_to_A_and_A': 26, 'U_and_A_to_U_and_U': 30}"
391,"{'U_and_M_to_U_and_U': 20, 'Polymerase_M_to_A': 53, 'M_and_U_to_M_and_M': 30, 'A_and_M_to_A_and_A': 36, 'M_and_A_to_M_and_M': 69, 'A_and_U_to_A_and_A': 17, 'U_and_A_to_U_and_U': 12}"
392,"{'U_and_M_to_U_and_U': 33, 'M_and_U_to_M_and_M': 51, 'Polymerase_M_to_A': 41, 'U_and_A_to_U_and_U': 44, 'A_and_M_to_A_and_A': 13, 'A_and_U_to_A_and_A': 34, 'M_and_A_to_M_and_M': 25}"
393,"{'M_and_U_to_M_and_M': 30, 'U_and_M_to_U_and_U': 47, 'Polymerase_M_to_A': 39, 'U_and_A_to_U_and_U': 42, 'A_and_U_to_A_and_A': 33, 'M_and_A_to_M_and_M': 36, 'A_and_M_to_A_and_A': 10}"
394,"{'U_and_M_to_U_and_U': 13, 'M_and_U_to_M_and_M': 28, 'Polymerase_M_to_A': 61, 'A_and_M_to_A_and_A': 30, 'M_and_A_to_M_and_M': 62, 'U_and_A_to_U_and_U': 20, 'A_and_U_to_A_and_A': 20}"
395,"{'U_and_M_to_U_and_U': 11, 'M_and_U_to_M_and_M': 33, 'Polymerase_M_to_A': 41, 'A_and_M_to_A_and_A': 26, 'A_and_U_to_A_and_A': 19, 'M_and_A_to_M_and_M': 49, 'U_and_A_to_U_and_U': 26}"
396,"{'U_and_M_to_U_and_U': 43, 'M_and_U_to_M_and_M': 41, 'Polymerase_M_to_A': 37, 'A_and_U_to_A_and_A': 27, 'A_and_M_to_A_and_A': 15, 'M_and_A_to_M_and_M': 41, 'U_and_A_to_U_and_U': 23}"
397,"{'U_and_M_to_U_and_U': 38, 'M_and_U_to_M_and_M': 38, 'Polymerase_M_to_A': 24, 'A_and_M_to_A_and_A': 4, 'U_and_A_to_U_and_U': 49, 'A_and_U_to_A_and_A': 35, 'M_and_A_to_M_and_M': 8}"
398,"{'M_and_U_to_M_and_M': 36, 'Polymerase_M_to_A': 42, 'U_and_M_to_U_and_U': 27, 'M_and_A_to_M_and_M': 31, 'A_and_M_to_A_and_A': 20, 'U_and_A_to_U_and_U': 45, 'A_and_U_to_A_and_A': 35}"
399,"{'M_and_U_to_M_and_M': 49, 'U_and_M_to_U_and_U': 34, 'Polymerase_M_to_A': 32, 'A_and_U_to_A_and_A': 40, 'A_and_M_to_A_and_A': 16, 'U_and_A_to_U_and_U': 57, 'M_and_A_to_M_and_M': 14}"
400,"{'M_and_U_to_M_and_M': 19, 'U_and_M_to_U_and_U': 13, 'Polymerase_M_to_A': 52, 'A_and_M_to_A_and_A': 39, 'A_and_U_to_A_and_A': 17, 'M_and_A_to_M_and_M': 80, 'U_and_A_to_U_and_U': 8}"
401,"{'M_and_U_to_M_and_M': 38, 'U_and_M_to_U_and_U': 44, 'Polymerase_M_to_A': 38, 'A_and_M_to_A_and_A': 20, 'A_and_U_to_A_and_A': 32, 'M_and_A_to_M_and_M': 35, 'U_and_A_to_U_and_U': 44}"
402,"{'U_and_M_to_U_and_U': 35, 'M_and_U_to_M_and_M': 57, 'Polymerase_M_to_A': 39, 'M_and_A_to_M_and_M': 20, 'U_and_A_to_U_and_U': 41, 'A_and_M_to_A_and_A': 14, 'A_and_U_to_A_and_A': 15}"
403,"{'U_and_M_to_U_and_U': 48, 'M_and_U_to_M_and_M': 44, 'Polymerase_M_to_A': 31, 'M_and_A_to_M_and_M': 33, 'U_and_A_to_U_and_U': 43, 'A_and_M_to_A_and_A': 13, 'A_and_U_to_A_and_A': 39}"
404,"{'M_and_U_to_M_and_M': 37, 'U_and_M_to_U_and_U': 29, 'Polymerase_M_to_A': 41, 'M_and_A_to_M_and_M': 35, 'U_and_A_to_U_and_U': 47, 'A_and_U_to_A_and_A': 39, 'A_and_M_to_A_and_A': 17}"
405,"{'M_and_U_to_M_and_M': 30, 'U_and_M_to_U_and_U': 35, 'Polymerase_M_to_A': 30, 'M_and_A_to_M_and_M': 14, 'A_and_U_to_A_and_A': 37, 'A_and_M_to_A_and_A': 11, 'U_and_A_to_U_and_U': 61}"
406,"{'M_and_U_to_M_and_M': 25, 'U_and_M_to_U_and_U': 14, 'Polymerase_M_to_A': 51, 'A_and_U_to_A_and_A': 16, 'A_and_M_to_A_and_A': 33, 'M_and_A_to_M_and_M': 63, 'U_and_A_to_U_and_U': 13}"
407,"{'U_and_M_to_U_and_U': 32, 'M_and_U_to_M_and_M': 37, 'Polymerase_M_to_A': 27, 'A_and_M_to_A_and_A': 16, 'U_and_A_to_U_and_U': 38, 'M_and_A_to_M_and_M': 20, 'A_and_U_to_A_and_A': 37}"
408,"{'U_and_M_to_U_and_U': 42, 'Polymerase_M_to_A': 38, 'M_and_U_to_M_and_M': 46, 'M_and_A_to_M_and_M': 18, 'A_and_U_to_A_and_A': 37, 'U_and_A_to_U_and_U': 59, 'A_and_M_to_A_and_A': 15}"
409,"{'M_and_U_to_M_and_M': 22, 'U_and_M_to_U_and_U': 12, 'Polymerase_M_to_A': 55, 'A_and_U_to_A_and_A': 11, 'M_and_A_to_M_and_M': 65, 'A_and_M_to_A_and_A': 28, 'U_and_A_to_U_and_U': 6}"
410,"{'Polymerase_M_to_A': 44, 'U_and_M_to_U_and_U': 23, 'A_and_U_to_A_and_A': 10, 'M_and_A_to_M_and_M': 47, 'M_and_U_to_M_and_M': 25, 'A_and_M_to_A_and_A': 27, 'U_and_A_to_U_and_U': 22}"
411,"{'M_and_U_to_M_and_M': 39, 'U_and_M_to_U_and_U': 33, 'Polymerase_M_to_A': 30, 'A_and_U_to_A_and_A': 36, 'A_and_M_to_A_and_A': 17, 'M_and_A_to_M_and_M': 23, 'U_and_A_to_U_and_U': 53}"
412,"{'U_and_M_to_U_and_U': 42, 'M_and_U_to_M_and_M': 37, 'Polymerase_M_to_A': 37, 'A_and_U_to_A_and_A': 25, 'M_and_A_to_M_and_M': 39, 'A_and_M_to_A_and_A': 18, 'U_and_A_to_U_and_U': 22}"
413,"{'U_and_M_to_U_and_U': 30, 'M_and_U_to_M_and_M': 18, 'Polymerase_M_to_A': 21, 'A_and_M_to_A_and_A': 10, 'A_and_U_to_A_and_A': 25, 'U_and_A_to_U_and_U': 43, 'M_and_A_to_M_and_M': 11}"
414,"{'Polymerase_M_to_A': 32, 'A_and_U_to_A_and_A': 39, 'M_and_U_to_M_and_M': 32, 'U_and_M_to_U_and_U': 29, 'M_and_A_to_M_and_M': 24, 'A_and_M_to_A_and_A': 19, 'U_and_A_to_U_and_U': 49}"
415,"{'M_and_U_to_M_and_M': 16, 'U_and_M_to_U_and_U': 7, 'Polymerase_M_to_A': 49, 'A_and_M_to_A_and_A': 42, 'U_and_A_to_U_and_U': 2, 'M_and_A_to_M_and_M': 69, 'A_and_U_to_A_and_A': 7}"
416,"{'U_and_M_to_U_and_U': 14, 'M_and_U_to_M_and_M': 36, 'Polymerase_M_to_A': 43, 'U_and_A_to_U_and_U': 32, 'A_and_M_to_A_and_A': 23, 'M_and_A_to_M_and_M': 41, 'A_and_U_to_A_and_A': 23}"
417,"{'U_and_M_to_U_and_U': 38, 'M_and_U_to_M_and_M': 32, 'Polymerase_M_to_A': 30, 'U_and_A_to_U_and_U': 49, 'A_and_U_to_A_and_A': 34, 'M_and_A_to_M_and_M': 17, 'A_and_M_to_A_and_A': 12}"
418,"{'U_and_M_to_U_and_U': 12, 'M_and_U_to_M_and_M': 27, 'Polymerase_M_to_A': 54, 'U_and_A_to_U_and_U': 17, 'M_and_A_to_M_and_M': 65, 'A_and_M_to_A_and_A': 24, 'A_and_U_to_A_and_A': 16}"
419,"{'U_and_M_to_U_and_U': 37, 'Polymerase_M_to_A': 19, 'M_and_U_to_M_and_M': 45, 'A_and_M_to_A_and_A': 20, 'A_and_U_to_A_and_A': 41, 'U_and_A_to_U_and_U': 55, 'M_and_A_to_M_and_M': 18}"
420,"{'U_and_M_to_U_and_U': 39, 'M_and_U_to_M_and_M': 28, 'Polymerase_M_to_A': 29, 'U_and_A_to_U_and_U': 44, 'A_and_M_to_A_and_A': 7, 'A_and_U_to_A_and_A': 23, 'M_and_A_to_M_and_M': 13}"
421,"{'M_and_U_to_M_and_M': 28, 'U_and_M_to_U_and_U': 20, 'Polymerase_M_to_A': 32, 'A_and_M_to_A_and_A': 19, 'A_and_U_to_A_and_A': 36, 'M_and_A_to_M_and_M': 33, 'U_and_A_to_U_and_U': 38}"
422,"{'M_and_U_to_M_and_M': 31, 'U_and_M_to_U_and_U': 19, 'Polymerase_M_to_A': 51, 'A_and_M_to_A_and_A': 18, 'M_and_A_to_M_and_M': 52, 'U_and_A_to_U_and_U': 10, 'A_and_U_to_A_and_A': 12}"
423,"{'U_and_M_to_U_and_U': 19, 'M_and_U_to_M_and_M': 29, 'Polymerase_M_to_A': 61, 'M_and_A_to_M_and_M': 67, 'U_and_A_to_U_and_U': 17, 'A_and_U_to_A_and_A': 21, 'A_and_M_to_A_and_A': 28}"
424,"{'Polymerase_M_to_A': 32, 'M_and_U_to_M_and_M': 18, 'A_and_M_to_A_and_A': 14, 'U_and_M_to_U_and_U': 21, 'A_and_U_to_A_and_A': 28, 'M_and_A_to_M_and_M': 15, 'U_and_A_to_U_and_U': 45}"
425,"{'U_and_M_to_U_and_U': 38, 'M_and_U_to_M_and_M': 50, 'Polymerase_M_to_A': 37, 'U_and_A_to_U_and_U': 27, 'A_and_M_to_A_and_A': 17, 'A_and_U_to_A_and_A': 25, 'M_and_A_to_M_and_M': 34}"
426,"{'U_and_M_to_U_and_U': 30, 'M_and_U_to_M_and_M': 51, 'Polymerase_M_to_A': 39, 'A_and_U_to_A_and_A': 21, 'U_and_A_to_U_and_U': 33, 'A_and_M_to_A_and_A': 16, 'M_and_A_to_M_and_M': 33}"
427,"{'U_and_M_to_U_and_U': 29, 'M_and_U_to_M_and_M': 35, 'Polymerase_M_to_A': 33, 'M_and_A_to_M_and_M': 43, 'A_and_U_to_A_and_A': 37, 'U_and_A_to_U_and_U': 39, 'A_and_M_to_A_and_A': 26}"
428,"{'U_and_M_to_U_and_U': 36, 'M_and_U_to_M_and_M': 33, 'Polymerase_M_to_A': 31, 'M_and_A_to_M_and_M': 25, 'A_and_M_to_A_and_A': 15, 'A_and_U_to_A_and_A': 42, 'U_and_A_to_U_and_U': 46}"
429,"{'M_and_U_to_M_and_M': 21, 'U_and_M_to_U_and_U': 14, 'Polymerase_M_to_A': 43, 'A_and_M_to_A_and_A': 34, 'A_and_U_to_A_and_A': 20, 'M_and_A_to_M_and_M': 68, 'U_and_A_to_U_and_U': 13}"
430,"{'U_and_M_to_U_and_U': 19, 'Polymerase_M_to_A': 54, 'M_and_U_to_M_and_M': 26, 'A_and_U_to_A_and_A': 27, 'A_and_M_to_A_and_A': 30, 'M_and_A_to_M_and_M': 66, 'U_and_A_to_U_and_U': 19}"
431,"{'M_and_U_to_M_and_M': 40, 'U_and_M_to_U_and_U': 33, 'Polymerase_M_to_A': 42, 'A_and_U_to_A_and_A': 28, 'A_and_M_to_A_and_A': 9, 'M_and_A_to_M_and_M': 32, 'U_and_A_to_U_and_U': 25}"
432,"{'U_and_M_to_U_and_U': 29, 'M_and_U_to_M_and_M': 30, 'Polymerase_M_to_A': 45, 'A_and_M_to_A_and_A': 37, 'A_and_U_to_A_and_A': 19, 'U_and_A_to_U_and_U': 5, 'M_and_A_to_M_and_M': 64}"
433,"{'U_and_M_to_U_and_U': 27, 'M_and_U_to_M_and_M': 36, 'Polymerase_M_to_A': 25, 'A_and_M_to_A_and_A': 7, 'A_and_U_to_A_and_A': 35, 'M_and_A_to_M_and_M': 8, 'U_and_A_to_U_and_U': 53}"
434,"{'U_and_M_to_U_and_U': 32, 'M_and_U_to_M_and_M': 39, 'Polymerase_M_to_A': 43, 'A_and_U_to_A_and_A': 25, 'M_and_A_to_M_and_M': 47, 'U_and_A_to_U_and_U': 17, 'A_and_M_to_A_and_A': 18}"
435,"{'M_and_U_to_M_and_M': 18, 'U_and_M_to_U_and_U': 14, 'Polymerase_M_to_A': 38, 'A_and_M_to_A_and_A': 28, 'A_and_U_to_A_and_A': 18, 'U_and_A_to_U_and_U': 7, 'M_and_A_to_M_and_M': 60}"
436,"{'M_and_U_to_M_and_M': 32, 'Polymerase_M_to_A': 46, 'U_and_M_to_U_and_U': 37, 'A_and_U_to_A_and_A': 32, 'A_and_M_to_A_and_A': 21, 'M_and_A_to_M_and_M': 45, 'U_and_A_to_U_and_U': 45}"
437,"{'M_and_U_to_M_and_M': 34, 'U_and_M_to_U_and_U': 36, 'Polymerase_M_to_A': 27, 'A_and_M_to_A_and_A': 18, 'A_and_U_to_A_and_A': 41, 'M_and_A_to_M_and_M': 25, 'U_and_A_to_U_and_U': 46}"
438,"{'M_and_U_to_M_and_M': 41, 'U_and_M_to_U_and_U': 34, 'Polymerase_M_to_A': 57, 'M_and_A_to_M_and_M': 64, 'A_and_U_to_A_and_A': 26, 'U_and_A_to_U_and_U': 18, 'A_and_M_to_A_and_A': 16}"
439,"{'M_and_U_to_M_and_M': 41, 'U_and_M_to_U_and_U': 37, 'Polymerase_M_to_A': 51, 'A_and_U_to_A_and_A': 32, 'M_and_A_to_M_and_M': 42, 'A_and_M_to_A_and_A': 21, 'U_and_A_to_U_and_U': 43}"
440,"{'U_and_M_to_U_and_U': 38, 'M_and_U_to_M_and_M': 45, 'Polymerase_M_to_A': 40, 'U_and_A_to_U_and_U': 37, 'M_and_A_to_M_and_M': 39, 'A_and_U_to_A_and_A': 40, 'A_and_M_to_A_and_A': 16}"
441,"{'Polymerase_M_to_A': 32, 'U_and_M_to_U_and_U': 43, 'M_and_U_to_M_and_M': 36, 'U_and_A_to_U_and_U': 46, 'A_and_M_to_A_and_A': 17, 'A_and_U_to_A_and_A': 35, 'M_and_A_to_M_and_M': 21}"
442,"{'M_and_U_to_M_and_M': 34, 'U_and_M_to_U_and_U': 39, 'Polymerase_M_to_A': 29, 'A_and_U_to_A_and_A': 41, 'U_and_A_to_U_and_U': 49, 'M_and_A_to_M_and_M': 18, 'A_and_M_to_A_and_A': 12}"
443,"{'M_and_U_to_M_and_M': 53, 'U_and_M_to_U_and_U': 45, 'Polymerase_M_to_A': 48, 'A_and_U_to_A_and_A': 32, 'A_and_M_to_A_and_A': 8, 'M_and_A_to_M_and_M': 25, 'U_and_A_to_U_and_U': 48}"
444,"{'U_and_M_to_U_and_U': 47, 'Polymerase_M_to_A': 46, 'M_and_U_to_M_and_M': 50, 'A_and_M_to_A_and_A': 13, 'U_and_A_to_U_and_U': 41, 'A_and_U_to_A_and_A': 30, 'M_and_A_to_M_and_M': 32}"
445,"{'U_and_M_to_U_and_U': 23, 'M_and_U_to_M_and_M': 11, 'Polymerase_M_to_A': 15, 'M_and_A_to_M_and_M': 5, 'A_and_U_to_A_and_A': 37, 'A_and_M_to_A_and_A': 12, 'U_and_A_to_U_and_U': 56}"
446,"{'M_and_U_to_M_and_M': 24, 'U_and_M_to_U_and_U': 19, 'Polymerase_M_to_A': 50, 'U_and_A_to_U_and_U': 23, 'A_and_U_to_A_and_A': 33, 'M_and_A_to_M_and_M': 53, 'A_and_M_to_A_and_A': 20}"
447,"{'U_and_M_to_U_and_U': 22, 'M_and_U_to_M_and_M': 38, 'Polymerase_M_to_A': 45, 'A_and_M_to_A_and_A': 14, 'A_and_U_to_A_and_A': 38, 'U_and_A_to_U_and_U': 58, 'M_and_A_to_M_and_M': 28}"
448,"{'M_and_U_to_M_and_M': 29, 'U_and_M_to_U_and_U': 13, 'Polymerase_M_to_A': 53, 'M_and_A_to_M_and_M': 56, 'A_and_M_to_A_and_A': 35, 'U_and_A_to_U_and_U': 18, 'A_and_U_to_A_and_A': 15}"
449,"{'M_and_U_to_M_and_M': 21, 'Polymerase_M_to_A': 60, 'M_and_A_to_M_and_M': 80, 'U_and_M_to_U_and_U': 13, 'A_and_U_to_A_and_A': 15, 'A_and_M_to_A_and_A': 34, 'U_and_A_to_U_and_U': 9}"
450,"{'M_and_U_to_M_and_M': 47, 'U_and_M_to_U_and_U': 38, 'Polymerase_M_to_A': 37, 'M_and_A_to_M_and_M': 29, 'A_and_M_to_A_and_A': 11, 'A_and_U_to_A_and_A': 39, 'U_and_A_to_U_and_U': 45}"
451,"{'M_and_U_to_M_and_M': 39, 'U_and_M_to_U_and_U': 20, 'Polymerase_M_to_A': 53, 'M_and_A_to_M_and_M': 53, 'A_and_M_to_A_and_A': 25, 'A_and_U_to_A_and_A': 15, 'U_and_A_to_U_and_U': 24}"
452,"{'Polymerase_M_to_A': 26, 'U_and_M_to_U_and_U': 38, 'A_and_U_to_A_and_A': 38, 'M_and_U_to_M_and_M': 44, 'A_and_M_to_A_and_A': 16, 'U_and_A_to_U_and_U': 57, 'M_and_A_to_M_and_M': 17}"
453,"{'U_and_M_to_U_and_U': 21, 'M_and_U_to_M_and_M': 38, 'Polymerase_M_to_A': 63, 'A_and_M_to_A_and_A': 26, 'M_and_A_to_M_and_M': 63, 'A_and_U_to_A_and_A': 21, 'U_and_A_to_U_and_U': 31}"
454,"{'U_and_M_to_U_and_U': 30, 'M_and_U_to_M_and_M': 37, 'Polymerase_M_to_A': 47, 'M_and_A_to_M_and_M': 55, 'U_and_A_to_U_and_U': 22, 'A_and_M_to_A_and_A': 21, 'A_and_U_to_A_and_A': 23}"
455,"{'M_and_U_to_M_and_M': 30, 'Polymerase_M_to_A': 53, 'U_and_M_to_U_and_U': 17, 'A_and_M_to_A_and_A': 18, 'M_and_A_to_M_and_M': 44, 'U_and_A_to_U_and_U': 27, 'A_and_U_to_A_and_A': 28}"
