Time Steps,Polymerase Count,Active Histone Count,Acetylated Histone Count,Methylated Histone Count,Unmodified Histone Count,Chromatine array,Count A,Noisy Changes Count,Enzyme Changes Count,Chromatine Array
1,6,115,84,31,83,,6,0.0,1.0,"['A' 'A' 'M' 'A' 'U' 'U' 'U' 'A' 'A' 'U' 'U' 'U' 'U' 'A' 'A' 'U' 'U' 'A'
 'U' 'U' 'A' 'A' 'U' 'A' 'U' 'A' 'U' 'U' 'A' 'U' 'U' 'U' 'U' 'U' 'A' 'U'
 'U' 'A' 'U' 'A' 'A' 'U' 'U' 'A' 'A' 'U' 'U' 'A' 'A' 'A' 'A' 'U' 'A' 'A'
 'A' 'U' 'U' 'A' 'A' 'A' 'U' 'A' 'U' 'A' 'A' 'M' 'M' 'M' 'M' 'M' 'M' 'M'
 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M'
 'M' 'M' 'M' 'M' 'M' 'U' 'U' 'U' 'U' 'A' 'U' 'U' 'A' 'A' 'U' 'A' 'A' 'A'
 'A' 'U' 'A' 'U' 'A' 'U' 'U' 'U' 'A' 'U' 'A' 'U' 'A' 'A' 'U' 'A' 'U' 'U'
 'U' 'U' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'U' 'U' 'U' 'U' 'U' 'U' 'U'
 'A' 'A' 'U' 'U' 'U' 'A' 'U' 'A' 'A' 'A' 'A' 'A' 'U' 'A' 'U' 'U' 'A' 'U'
 'U' 'U' 'U' 'A' 'A' 'U' 'U' 'A' 'U' 'U' 'U' 'A' 'A' 'U' 'U' 'A' 'A' 'A'
 'A' 'A' 'A' 'A' 'U' 'U' 'A' 'U' 'A' 'U' 'A' 'U' 'A' 'U' 'A' 'U' 'A' 'A']"
101,5,128,93,35,70,,7,0.0,0.0,"['A' 'A' 'M' 'A' 'A' 'U' 'U' 'A' 'A' 'U' 'U' 'U' 'U' 'A' 'A' 'U' 'U' 'U'
 'U' 'U' 'A' 'U' 'U' 'A' 'U' 'A' 'A' 'U' 'A' 'U' 'U' 'U' 'U' 'A' 'A' 'A'
 'U' 'A' 'U' 'U' 'A' 'U' 'U' 'A' 'A' 'U' 'U' 'A' 'A' 'A' 'A' 'U' 'A' 'A'
 'A' 'U' 'U' 'A' 'A' 'A' 'A' 'A' 'U' 'A' 'A' 'M' 'M' 'M' 'M' 'M' 'M' 'M'
 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M'
 'M' 'M' 'M' 'M' 'M' 'U' 'U' 'U' 'U' 'A' 'U' 'U' 'A' 'A' 'A' 'A' 'A' 'A'
 'A' 'A' 'A' 'A' 'A' 'U' 'U' 'U' 'A' 'A' 'U' 'A' 'A' 'A' 'A' 'A' 'A' 'A'
 'U' 'U' 'U' 'U' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'U' 'U' 'U' 'U' 'U' 'U'
 'A' 'U' 'U' 'M' 'U' 'A' 'U' 'A' 'U' 'A' 'A' 'A' 'U' 'A' 'U' 'M' 'A' 'U'
 'U' 'U' 'M' 'A' 'A' 'U' 'U' 'A' 'U' 'A' 'U' 'A' 'A' 'A' 'U' 'A' 'A' 'A'
 'U' 'A' 'A' 'A' 'M' 'U' 'A' 'A' 'A' 'U' 'A' 'A' 'A' 'U' 'A' 'U' 'A' 'A']"
201,4,140,105,35,58,,6,0.0,0.0,"['A' 'A' 'M' 'A' 'U' 'A' 'U' 'A' 'A' 'U' 'A' 'A' 'A' 'A' 'A' 'U' 'U' 'U'
 'U' 'U' 'U' 'A' 'U' 'A' 'U' 'A' 'A' 'U' 'A' 'A' 'U' 'U' 'U' 'A' 'A' 'A'
 'U' 'U' 'A' 'U' 'A' 'U' 'U' 'A' 'A' 'U' 'U' 'U' 'U' 'A' 'A' 'U' 'A' 'A'
 'A' 'U' 'U' 'U' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'M' 'M' 'M' 'M' 'M' 'M' 'M'
 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M'
 'U' 'M' 'M' 'M' 'M' 'U' 'M' 'A' 'A' 'A' 'U' 'U' 'A' 'A' 'A' 'A' 'A' 'A'
 'A' 'U' 'A' 'A' 'A' 'U' 'U' 'A' 'A' 'A' 'A' 'A' 'A' 'U' 'A' 'A' 'A' 'A'
 'A' 'A' 'M' 'U' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'U' 'U' 'U' 'U' 'U' 'A' 'U'
 'A' 'A' 'U' 'M' 'M' 'A' 'U' 'A' 'U' 'A' 'A' 'A' 'U' 'A' 'A' 'M' 'A' 'A'
 'A' 'U' 'A' 'A' 'A' 'U' 'A' 'A' 'U' 'A' 'U' 'A' 'A' 'A' 'U' 'U' 'A' 'A'
 'A' 'A' 'A' 'A' 'U' 'A' 'A' 'A' 'A' 'U' 'A' 'A' 'A' 'U' 'U' 'U' 'A' 'A']"
301,3,140,109,31,58,,7,0.0,0.0,"['A' 'A' 'M' 'A' 'A' 'A' 'A' 'A' 'A' 'U' 'A' 'A' 'U' 'A' 'U' 'U' 'U' 'U'
 'M' 'U' 'U' 'A' 'A' 'U' 'A' 'U' 'A' 'A' 'A' 'A' 'U' 'U' 'U' 'A' 'A' 'A'
 'U' 'A' 'A' 'U' 'U' 'M' 'U' 'A' 'A' 'U' 'U' 'U' 'U' 'A' 'A' 'U' 'A' 'A'
 'A' 'U' 'A' 'U' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'M' 'M' 'M' 'M' 'M' 'M' 'M'
 'M' 'U' 'M' 'M' 'M' 'M' 'M' 'U' 'M' 'U' 'M' 'M' 'M' 'M' 'U' 'M' 'M' 'M'
 'U' 'M' 'M' 'M' 'M' 'U' 'U' 'A' 'U' 'A' 'U' 'U' 'U' 'A' 'A' 'A' 'A' 'A'
 'A' 'U' 'A' 'A' 'A' 'U' 'U' 'A' 'A' 'U' 'A' 'A' 'A' 'U' 'A' 'A' 'A' 'A'
 'A' 'U' 'M' 'U' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'U' 'U' 'U' 'U' 'A' 'A'
 'A' 'A' 'A' 'U' 'M' 'A' 'A' 'A' 'U' 'A' 'A' 'A' 'U' 'A' 'A' 'M' 'A' 'A'
 'A' 'U' 'A' 'A' 'A' 'U' 'A' 'U' 'U' 'A' 'U' 'A' 'A' 'A' 'U' 'U' 'A' 'A'
 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'U' 'A' 'U' 'A' 'A']"
401,2,151,117,34,47,,7,0.0,1.0,"['A' 'A' 'A' 'U' 'A' 'A' 'A' 'A' 'A' 'U' 'A' 'A' 'U' 'A' 'A' 'U' 'U' 'U'
 'M' 'A' 'A' 'A' 'A' 'U' 'A' 'U' 'A' 'A' 'A' 'A' 'U' 'A' 'A' 'A' 'A' 'A'
 'A' 'A' 'A' 'U' 'U' 'M' 'M' 'A' 'A' 'U' 'A' 'A' 'U' 'A' 'A' 'U' 'A' 'A'
 'A' 'U' 'A' 'U' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'M' 'M' 'M' 'M' 'M' 'M' 'M'
 'M' 'U' 'M' 'M' 'M' 'M' 'M' 'U' 'M' 'U' 'M' 'M' 'M' 'M' 'U' 'M' 'M' 'M'
 'U' 'M' 'M' 'M' 'M' 'U' 'U' 'U' 'U' 'A' 'U' 'M' 'U' 'A' 'A' 'U' 'A' 'A'
 'U' 'U' 'U' 'A' 'A' 'U' 'A' 'A' 'A' 'U' 'A' 'A' 'A' 'U' 'A' 'A' 'A' 'U'
 'A' 'U' 'M' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'U' 'U' 'A' 'A' 'A'
 'A' 'A' 'A' 'U' 'M' 'A' 'A' 'A' 'U' 'A' 'A' 'A' 'U' 'A' 'A' 'M' 'A' 'A'
 'A' 'M' 'A' 'A' 'A' 'U' 'A' 'A' 'M' 'A' 'U' 'A' 'A' 'A' 'U' 'A' 'A' 'A'
 'A' 'A' 'A' 'A' 'A' 'U' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'U' 'A' 'U' 'A' 'A']"
501,1,157,116,41,41,,6,0.0,0.0,"['A' 'U' 'A' 'U' 'A' 'A' 'A' 'A' 'A' 'U' 'A' 'A' 'M' 'A' 'A' 'U' 'U' 'U'
 'M' 'A' 'A' 'A' 'A' 'A' 'A' 'U' 'A' 'A' 'A' 'A' 'U' 'A' 'A' 'A' 'A' 'A'
 'U' 'A' 'A' 'A' 'U' 'M' 'M' 'A' 'A' 'M' 'A' 'A' 'U' 'A' 'A' 'U' 'A' 'A'
 'A' 'U' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'M' 'M' 'M' 'M' 'M' 'M' 'M'
 'M' 'U' 'M' 'M' 'M' 'M' 'M' 'U' 'M' 'U' 'M' 'M' 'M' 'M' 'U' 'M' 'M' 'M'
 'M' 'M' 'M' 'M' 'M' 'U' 'U' 'U' 'A' 'A' 'A' 'M' 'M' 'U' 'A' 'A' 'A' 'A'
 'U' 'U' 'A' 'A' 'A' 'U' 'A' 'A' 'A' 'U' 'A' 'U' 'U' 'U' 'A' 'A' 'A' 'A'
 'A' 'U' 'M' 'A' 'A' 'A' 'A' 'U' 'A' 'A' 'A' 'A' 'A' 'A' 'U' 'U' 'A' 'A'
 'A' 'A' 'A' 'A' 'M' 'A' 'U' 'A' 'U' 'A' 'A' 'A' 'M' 'A' 'A' 'M' 'A' 'A'
 'A' 'M' 'A' 'M' 'A' 'A' 'A' 'A' 'M' 'A' 'U' 'U' 'A' 'A' 'M' 'A' 'A' 'A'
 'A' 'A' 'A' 'A' 'A' 'U' 'A' 'A' 'A' 'U' 'A' 'A' 'A' 'U' 'U' 'U' 'A' 'A']"
601,1,147,103,44,51,,6,0.0,0.0,"['A' 'M' 'A' 'A' 'A' 'A' 'A' 'A' 'U' 'U' 'A' 'A' 'U' 'A' 'A' 'U' 'M' 'U'
 'M' 'A' 'A' 'U' 'A' 'A' 'A' 'U' 'A' 'U' 'A' 'A' 'U' 'A' 'A' 'A' 'A' 'U'
 'U' 'U' 'U' 'U' 'U' 'M' 'M' 'A' 'A' 'M' 'A' 'A' 'U' 'A' 'A' 'M' 'A' 'A'
 'A' 'U' 'U' 'A' 'A' 'U' 'A' 'A' 'A' 'A' 'A' 'M' 'M' 'M' 'M' 'U' 'M' 'M'
 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'U' 'M' 'U' 'M' 'M' 'M' 'M' 'U' 'M' 'M' 'M'
 'M' 'M' 'M' 'M' 'M' 'U' 'M' 'U' 'A' 'A' 'A' 'U' 'M' 'U' 'A' 'A' 'A' 'A'
 'A' 'U' 'A' 'A' 'A' 'U' 'A' 'A' 'A' 'M' 'A' 'A' 'M' 'U' 'A' 'A' 'A' 'A'
 'U' 'U' 'M' 'A' 'A' 'A' 'A' 'U' 'A' 'A' 'A' 'A' 'A' 'U' 'A' 'U' 'A' 'A'
 'A' 'A' 'A' 'A' 'M' 'A' 'U' 'A' 'U' 'A' 'U' 'A' 'U' 'A' 'A' 'M' 'A' 'A'
 'A' 'U' 'A' 'M' 'A' 'A' 'A' 'A' 'M' 'A' 'U' 'U' 'A' 'U' 'M' 'U' 'A' 'A'
 'A' 'A' 'A' 'A' 'U' 'U' 'A' 'A' 'U' 'M' 'U' 'A' 'A' 'U' 'U' 'U' 'A' 'A']"
701,0,147,105,42,51,,6,0.0,0.0,"['A' 'U' 'A' 'A' 'A' 'A' 'U' 'A' 'U' 'A' 'A' 'U' 'U' 'A' 'A' 'U' 'U' 'M'
 'M' 'A' 'A' 'U' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'U' 'A' 'A' 'A' 'A' 'U'
 'A' 'U' 'U' 'U' 'A' 'M' 'M' 'A' 'A' 'M' 'A' 'A' 'U' 'A' 'A' 'M' 'U' 'A'
 'A' 'U' 'M' 'A' 'A' 'M' 'A' 'A' 'A' 'A' 'A' 'M' 'M' 'M' 'M' 'U' 'M' 'M'
 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'U' 'M' 'U' 'M' 'M' 'M' 'M' 'U' 'M' 'M' 'M'
 'M' 'M' 'M' 'M' 'M' 'U' 'U' 'U' 'A' 'U' 'A' 'U' 'U' 'U' 'A' 'A' 'A' 'A'
 'U' 'A' 'A' 'A' 'A' 'U' 'A' 'A' 'A' 'M' 'A' 'A' 'M' 'A' 'U' 'A' 'A' 'A'
 'A' 'U' 'U' 'A' 'A' 'A' 'A' 'U' 'A' 'A' 'A' 'A' 'A' 'U' 'A' 'U' 'A' 'A'
 'A' 'A' 'A' 'A' 'M' 'A' 'U' 'A' 'U' 'A' 'U' 'U' 'M' 'A' 'A' 'M' 'A' 'A'
 'A' 'U' 'U' 'M' 'A' 'A' 'A' 'A' 'U' 'A' 'U' 'U' 'A' 'U' 'M' 'U' 'A' 'A'
 'A' 'A' 'A' 'A' 'U' 'A' 'A' 'A' 'U' 'M' 'U' 'A' 'A' 'U' 'A' 'U' 'A' 'A']"
801,0,145,106,39,53,,4,0.0,0.0,"['A' 'U' 'A' 'A' 'A' 'A' 'A' 'A' 'U' 'A' 'U' 'U' 'U' 'U' 'A' 'U' 'U' 'U'
 'M' 'A' 'A' 'U' 'A' 'A' 'A' 'A' 'A' 'A' 'U' 'A' 'U' 'A' 'A' 'A' 'A' 'U'
 'A' 'U' 'A' 'A' 'A' 'M' 'M' 'A' 'A' 'U' 'A' 'A' 'U' 'A' 'A' 'M' 'U' 'A'
 'A' 'U' 'M' 'A' 'A' 'M' 'A' 'A' 'A' 'A' 'A' 'M' 'U' 'M' 'M' 'U' 'M' 'M'
 'M' 'M' 'M' 'U' 'M' 'M' 'M' 'U' 'U' 'U' 'M' 'M' 'M' 'M' 'U' 'M' 'U' 'M'
 'M' 'M' 'M' 'M' 'M' 'U' 'U' 'A' 'A' 'U' 'A' 'U' 'U' 'U' 'A' 'U' 'A' 'A'
 'M' 'A' 'A' 'A' 'A' 'M' 'A' 'A' 'A' 'M' 'A' 'A' 'M' 'A' 'U' 'A' 'A' 'A'
 'A' 'A' 'U' 'A' 'A' 'U' 'U' 'M' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'U' 'A' 'A'
 'A' 'A' 'A' 'A' 'U' 'A' 'A' 'A' 'U' 'A' 'A' 'M' 'M' 'A' 'A' 'M' 'U' 'A'
 'A' 'U' 'U' 'M' 'A' 'A' 'A' 'A' 'A' 'A' 'U' 'U' 'A' 'U' 'M' 'A' 'A' 'U'
 'A' 'A' 'A' 'A' 'U' 'A' 'A' 'A' 'U' 'U' 'U' 'A' 'A' 'U' 'A' 'M' 'U' 'A']"
901,0,144,102,42,54,,3,0.0,0.0,"['A' 'U' 'A' 'A' 'A' 'A' 'A' 'A' 'U' 'A' 'U' 'U' 'U' 'A' 'A' 'U' 'U' 'U'
 'M' 'A' 'A' 'U' 'A' 'A' 'A' 'A' 'A' 'U' 'M' 'A' 'U' 'A' 'A' 'A' 'A' 'U'
 'A' 'U' 'U' 'A' 'A' 'M' 'M' 'U' 'A' 'M' 'A' 'A' 'A' 'A' 'A' 'M' 'U' 'A'
 'A' 'U' 'M' 'A' 'A' 'M' 'A' 'A' 'A' 'A' 'A' 'M' 'U' 'M' 'M' 'U' 'M' 'M'
 'M' 'M' 'M' 'U' 'M' 'M' 'M' 'U' 'U' 'U' 'M' 'M' 'M' 'M' 'M' 'M' 'U' 'M'
 'M' 'M' 'M' 'M' 'M' 'A' 'U' 'A' 'A' 'A' 'A' 'M' 'U' 'A' 'U' 'U' 'A' 'A'
 'M' 'A' 'U' 'A' 'A' 'U' 'A' 'A' 'A' 'M' 'A' 'A' 'U' 'A' 'U' 'A' 'A' 'A'
 'U' 'A' 'U' 'A' 'A' 'U' 'U' 'M' 'M' 'A' 'A' 'A' 'A' 'A' 'A' 'U' 'A' 'A'
 'A' 'A' 'U' 'A' 'U' 'U' 'U' 'A' 'U' 'A' 'A' 'M' 'M' 'A' 'A' 'M' 'A' 'A'
 'A' 'U' 'U' 'M' 'A' 'A' 'A' 'U' 'A' 'A' 'U' 'A' 'A' 'M' 'U' 'A' 'A' 'U'
 'A' 'A' 'A' 'A' 'U' 'A' 'A' 'A' 'U' 'U' 'U' 'A' 'A' 'U' 'A' 'M' 'U' 'A']"
