Time Steps,Polymerase Count,Active Histone Count,Acetylated Histone Count,Methylated Histone Count,Unmodified Histone Count,Noisy Changes Count,Enzyme Changes Count,Cromatine Array,A in gene,CenHsize,Burst Frequency,Chromatine Array
2001,0,129,52,77,69,0,0,,7,30,1.0,"['U' 'M' 'U' 'U' 'A' 'A' 'U' 'M' 'U' 'M' 'U' 'A' 'M' 'M' 'U' 'M' 'M' 'A'
 'M' 'A' 'A' 'U' 'U' 'U' 'M' 'M' 'U' 'M' 'A' 'A' 'U' 'M' 'A' 'M' 'M' 'M'
 'U' 'A' 'U' 'M' 'U' 'A' 'U' 'U' 'U' 'A' 'M' 'A' 'U' 'A' 'U' 'U' 'M' 'A'
 'M' 'M' 'M' 'A' 'M' 'A' 'U' 'M' 'U' 'U' 'U' 'U' 'M' 'M' 'M' 'M' 'M' 'M'
 'U' 'M' 'M' 'U' 'M' 'M' 'U' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M'
 'M' 'M' 'M' 'U' 'M' 'M' 'A' 'U' 'A' 'M' 'U' 'M' 'A' 'A' 'A' 'A' 'U' 'A'
 'U' 'A' 'M' 'M' 'U' 'U' 'U' 'M' 'A' 'U' 'A' 'U' 'U' 'M' 'M' 'U' 'U' 'U'
 'U' 'U' 'M' 'U' 'M' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'U' 'U' 'A' 'A' 'U'
 'M' 'U' 'M' 'A' 'A' 'U' 'M' 'U' 'M' 'A' 'U' 'M' 'M' 'A' 'A' 'U' 'A' 'A'
 'U' 'M' 'M' 'M' 'A' 'M' 'U' 'U' 'M' 'A' 'U' 'A' 'M' 'M' 'U' 'U' 'A' 'M'
 'M' 'M' 'U' 'U' 'M' 'A' 'U' 'A' 'A' 'U' 'U' 'M' 'U' 'A' 'M' 'U' 'U' 'U']"
2201,1,124,50,74,74,0,0,,7,30,1.0,"['U' 'M' 'U' 'U' 'U' 'U' 'A' 'M' 'U' 'M' 'A' 'A' 'M' 'M' 'U' 'U' 'M' 'A'
 'M' 'A' 'A' 'U' 'U' 'A' 'M' 'M' 'A' 'M' 'A' 'M' 'U' 'M' 'A' 'M' 'U' 'M'
 'U' 'U' 'U' 'M' 'A' 'A' 'U' 'U' 'U' 'U' 'M' 'A' 'U' 'U' 'U' 'A' 'M' 'A'
 'M' 'M' 'M' 'A' 'M' 'U' 'U' 'A' 'U' 'U' 'U' 'U' 'M' 'M' 'M' 'M' 'M' 'M'
 'U' 'U' 'M' 'U' 'M' 'M' 'U' 'M' 'U' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M'
 'M' 'M' 'M' 'M' 'M' 'M' 'A' 'M' 'A' 'M' 'U' 'U' 'A' 'A' 'A' 'U' 'A' 'A'
 'A' 'A' 'U' 'M' 'U' 'M' 'U' 'U' 'U' 'U' 'A' 'M' 'U' 'A' 'M' 'U' 'U' 'A'
 'U' 'U' 'U' 'M' 'M' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'U' 'U' 'U' 'A' 'U'
 'M' 'M' 'U' 'A' 'U' 'U' 'M' 'M' 'M' 'U' 'U' 'M' 'U' 'A' 'U' 'A' 'U' 'U'
 'M' 'M' 'M' 'M' 'U' 'M' 'A' 'M' 'M' 'M' 'A' 'U' 'M' 'U' 'U' 'A' 'A' 'M'
 'U' 'A' 'U' 'U' 'M' 'A' 'U' 'A' 'A' 'U' 'A' 'M' 'M' 'U' 'M' 'U' 'U' 'U']"
2401,0,130,45,85,68,0,0,,6,30,1.0,"['U' 'U' 'U' 'M' 'A' 'M' 'A' 'M' 'M' 'U' 'A' 'M' 'M' 'U' 'U' 'U' 'M' 'M'
 'M' 'A' 'A' 'M' 'M' 'U' 'M' 'U' 'A' 'M' 'M' 'M' 'U' 'M' 'U' 'U' 'U' 'U'
 'U' 'M' 'U' 'M' 'U' 'A' 'M' 'M' 'A' 'U' 'U' 'U' 'A' 'U' 'A' 'U' 'M' 'U'
 'M' 'M' 'M' 'A' 'M' 'M' 'A' 'A' 'U' 'M' 'A' 'M' 'U' 'M' 'M' 'M' 'M' 'M'
 'U' 'M' 'M' 'U' 'M' 'M' 'M' 'M' 'U' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'U'
 'M' 'M' 'M' 'M' 'M' 'M' 'A' 'U' 'A' 'M' 'U' 'U' 'A' 'A' 'A' 'M' 'U' 'M'
 'A' 'U' 'U' 'M' 'U' 'M' 'U' 'A' 'A' 'U' 'A' 'M' 'U' 'A' 'U' 'M' 'U' 'M'
 'U' 'A' 'U' 'M' 'M' 'A' 'A' 'U' 'A' 'A' 'A' 'A' 'A' 'U' 'U' 'U' 'U' 'U'
 'M' 'M' 'M' 'U' 'U' 'U' 'U' 'M' 'M' 'M' 'U' 'M' 'U' 'U' 'U' 'A' 'U' 'A'
 'M' 'M' 'M' 'M' 'A' 'M' 'U' 'U' 'M' 'A' 'A' 'U' 'M' 'U' 'U' 'A' 'U' 'M'
 'U' 'A' 'A' 'M' 'U' 'A' 'M' 'A' 'A' 'U' 'U' 'M' 'M' 'M' 'M' 'A' 'M' 'A']"
2601,0,147,42,105,51,0,0,,5,30,1.0,"['U' 'A' 'M' 'M' 'U' 'M' 'A' 'M' 'M' 'A' 'M' 'U' 'M' 'M' 'M' 'A' 'M' 'M'
 'M' 'U' 'M' 'M' 'M' 'M' 'M' 'U' 'U' 'M' 'U' 'M' 'M' 'M' 'M' 'U' 'U' 'A'
 'M' 'M' 'U' 'M' 'A' 'A' 'M' 'U' 'A' 'U' 'U' 'M' 'M' 'U' 'A' 'M' 'M' 'A'
 'M' 'U' 'M' 'A' 'M' 'M' 'A' 'U' 'U' 'M' 'A' 'M' 'U' 'M' 'M' 'M' 'M' 'M'
 'U' 'M' 'M' 'U' 'M' 'M' 'M' 'M' 'M' 'U' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'U'
 'M' 'M' 'M' 'M' 'M' 'M' 'A' 'M' 'U' 'U' 'U' 'U' 'A' 'A' 'A' 'M' 'U' 'M'
 'A' 'U' 'M' 'M' 'U' 'M' 'U' 'A' 'A' 'U' 'A' 'M' 'M' 'A' 'U' 'M' 'M' 'M'
 'U' 'M' 'U' 'M' 'U' 'U' 'A' 'A' 'A' 'A' 'U' 'A' 'A' 'U' 'A' 'A' 'A' 'M'
 'M' 'M' 'M' 'U' 'U' 'U' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'U' 'U' 'A'
 'M' 'M' 'M' 'M' 'A' 'M' 'M' 'M' 'M' 'A' 'A' 'U' 'M' 'U' 'U' 'U' 'U' 'U'
 'M' 'A' 'A' 'M' 'M' 'A' 'M' 'A' 'A' 'M' 'U' 'M' 'M' 'M' 'M' 'A' 'U' 'A']"
2801,1,135,25,110,63,0,0,,3,30,1.0,"['U' 'U' 'M' 'M' 'M' 'M' 'A' 'M' 'M' 'A' 'M' 'U' 'M' 'M' 'M' 'U' 'M' 'U'
 'U' 'U' 'M' 'M' 'M' 'M' 'M' 'U' 'M' 'M' 'M' 'M' 'M' 'M' 'U' 'U' 'M' 'A'
 'M' 'M' 'U' 'M' 'U' 'M' 'M' 'U' 'A' 'U' 'M' 'M' 'M' 'U' 'A' 'M' 'U' 'U'
 'U' 'U' 'M' 'U' 'M' 'U' 'U' 'U' 'U' 'M' 'M' 'M' 'U' 'M' 'M' 'M' 'M' 'M'
 'U' 'M' 'M' 'U' 'M' 'M' 'M' 'M' 'M' 'U' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M'
 'M' 'M' 'M' 'M' 'M' 'U' 'A' 'M' 'M' 'U' 'U' 'A' 'A' 'U' 'M' 'M' 'U' 'M'
 'U' 'U' 'M' 'U' 'U' 'M' 'U' 'A' 'A' 'M' 'A' 'M' 'M' 'A' 'U' 'M' 'M' 'U'
 'U' 'M' 'M' 'M' 'U' 'U' 'A' 'U' 'M' 'A' 'M' 'A' 'A' 'U' 'A' 'A' 'A' 'M'
 'U' 'M' 'M' 'M' 'U' 'U' 'M' 'M' 'U' 'M' 'M' 'M' 'M' 'M' 'M' 'U' 'M' 'U'
 'M' 'M' 'M' 'M' 'A' 'M' 'U' 'M' 'U' 'A' 'U' 'M' 'U' 'U' 'U' 'U' 'M' 'A'
 'M' 'A' 'M' 'M' 'M' 'U' 'M' 'A' 'U' 'M' 'U' 'M' 'M' 'M' 'M' 'U' 'U' 'A']"
3001,0,147,21,126,51,0,0,,4,30,1.0,"['U' 'U' 'M' 'M' 'M' 'M' 'U' 'U' 'M' 'A' 'M' 'U' 'M' 'U' 'M' 'M' 'M' 'U'
 'M' 'M' 'M' 'U' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'U' 'M' 'U' 'U' 'U' 'M'
 'M' 'M' 'U' 'M' 'M' 'M' 'M' 'M' 'A' 'A' 'M' 'M' 'M' 'U' 'A' 'M' 'U' 'U'
 'U' 'U' 'M' 'M' 'M' 'U' 'M' 'M' 'M' 'M' 'U' 'M' 'U' 'M' 'M' 'M' 'M' 'M'
 'U' 'M' 'M' 'M' 'M' 'M' 'U' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'U' 'M'
 'M' 'M' 'M' 'M' 'M' 'U' 'A' 'M' 'M' 'A' 'M' 'A' 'U' 'U' 'M' 'M' 'U' 'M'
 'U' 'M' 'M' 'U' 'U' 'M' 'U' 'A' 'A' 'M' 'U' 'M' 'M' 'U' 'U' 'M' 'U' 'M'
 'M' 'U' 'M' 'M' 'M' 'M' 'M' 'A' 'A' 'A' 'U' 'A' 'A' 'U' 'U' 'A' 'A' 'M'
 'M' 'M' 'M' 'M' 'M' 'U' 'M' 'M' 'U' 'M' 'M' 'M' 'U' 'M' 'U' 'U' 'M' 'M'
 'M' 'M' 'M' 'M' 'U' 'M' 'A' 'M' 'U' 'A' 'M' 'M' 'U' 'U' 'U' 'M' 'M' 'A'
 'M' 'A' 'M' 'M' 'M' 'M' 'M' 'M' 'U' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'A']"
3201,0,151,21,130,47,0,1,,6,30,1.0,"['U' 'U' 'M' 'M' 'M' 'M' 'U' 'U' 'M' 'M' 'M' 'M' 'M' 'U' 'M' 'M' 'M' 'M'
 'M' 'M' 'M' 'U' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'U' 'U' 'M' 'M' 'M' 'M'
 'M' 'M' 'M' 'U' 'M' 'U' 'M' 'M' 'A' 'U' 'M' 'M' 'M' 'U' 'A' 'M' 'A' 'M'
 'A' 'M' 'M' 'M' 'M' 'U' 'A' 'M' 'M' 'M' 'A' 'M' 'M' 'M' 'M' 'M' 'M' 'M'
 'M' 'M' 'U' 'M' 'M' 'M' 'U' 'U' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'U' 'M'
 'M' 'M' 'M' 'M' 'M' 'U' 'A' 'M' 'M' 'U' 'U' 'A' 'M' 'U' 'M' 'M' 'M' 'U'
 'U' 'M' 'M' 'U' 'M' 'M' 'M' 'M' 'A' 'M' 'M' 'U' 'M' 'U' 'U' 'M' 'M' 'M'
 'M' 'M' 'U' 'M' 'M' 'A' 'A' 'A' 'U' 'A' 'A' 'A' 'U' 'U' 'U' 'A' 'U' 'M'
 'M' 'U' 'M' 'M' 'M' 'U' 'U' 'M' 'U' 'M' 'M' 'M' 'U' 'M' 'U' 'U' 'M' 'M'
 'M' 'M' 'M' 'M' 'M' 'M' 'A' 'M' 'U' 'A' 'M' 'M' 'U' 'A' 'U' 'U' 'M' 'U'
 'M' 'A' 'U' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'U' 'M' 'M' 'M' 'M' 'M' 'A']"
3401,0,150,17,133,48,0,0,,4,30,1.0,"['U' 'M' 'M' 'M' 'M' 'M' 'U' 'U' 'M' 'U' 'M' 'M' 'M' 'U' 'M' 'M' 'M' 'U'
 'M' 'M' 'M' 'U' 'M' 'M' 'M' 'M' 'U' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M'
 'M' 'M' 'M' 'U' 'M' 'U' 'M' 'M' 'A' 'U' 'U' 'M' 'M' 'U' 'U' 'M' 'M' 'M'
 'A' 'M' 'U' 'M' 'M' 'M' 'A' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M'
 'M' 'U' 'U' 'M' 'M' 'M' 'M' 'U' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'U' 'M'
 'M' 'M' 'M' 'M' 'M' 'M' 'A' 'M' 'M' 'U' 'U' 'U' 'M' 'M' 'M' 'M' 'M' 'U'
 'U' 'M' 'M' 'U' 'M' 'U' 'M' 'U' 'A' 'M' 'M' 'U' 'A' 'U' 'U' 'M' 'M' 'M'
 'M' 'M' 'M' 'M' 'M' 'A' 'A' 'A' 'U' 'M' 'U' 'A' 'A' 'M' 'M' 'A' 'U' 'M'
 'M' 'U' 'M' 'M' 'M' 'M' 'U' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'A' 'M' 'M' 'U'
 'M' 'M' 'M' 'M' 'M' 'M' 'U' 'M' 'U' 'A' 'M' 'M' 'U' 'A' 'U' 'U' 'M' 'U'
 'M' 'A' 'M' 'M' 'M' 'U' 'M' 'M' 'M' 'U' 'M' 'A' 'U' 'U' 'M' 'M' 'U' 'U']"
3601,0,157,12,145,41,1,0,,2,30,1.0,"['U' 'U' 'U' 'M' 'M' 'M' 'U' 'U' 'M' 'M' 'M' 'M' 'M' 'U' 'M' 'M' 'M' 'M'
 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'U' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M'
 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'A' 'U' 'U' 'U' 'M' 'M' 'U' 'U' 'M' 'M'
 'M' 'U' 'M' 'M' 'M' 'U' 'A' 'U' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M'
 'M' 'U' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M'
 'M' 'M' 'M' 'M' 'M' 'M' 'A' 'M' 'U' 'U' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M'
 'M' 'U' 'U' 'U' 'M' 'U' 'M' 'U' 'A' 'M' 'M' 'U' 'A' 'M' 'M' 'M' 'M' 'M'
 'M' 'M' 'M' 'M' 'M' 'A' 'M' 'U' 'M' 'M' 'U' 'A' 'U' 'M' 'M' 'A' 'U' 'M'
 'M' 'M' 'M' 'M' 'M' 'M' 'U' 'M' 'U' 'M' 'M' 'M' 'M' 'M' 'A' 'M' 'M' 'M'
 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'A' 'U' 'U' 'U' 'U' 'U' 'U' 'M' 'U'
 'M' 'A' 'U' 'M' 'M' 'M' 'M' 'M' 'M' 'U' 'M' 'A' 'U' 'M' 'M' 'M' 'U' 'M']"
3801,0,164,8,156,34,0,0,,2,30,1.0,"['U' 'M' 'U' 'M' 'M' 'M' 'M' 'M' 'U' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M'
 'M' 'M' 'M' 'M' 'M' 'M' 'U' 'M' 'U' 'M' 'U' 'M' 'M' 'A' 'M' 'M' 'M' 'M'
 'U' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'A' 'U' 'M' 'M' 'M' 'M' 'M' 'U' 'M' 'M'
 'M' 'M' 'M' 'M' 'M' 'U' 'M' 'U' 'M' 'U' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M'
 'M' 'U' 'M' 'M' 'U' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M'
 'M' 'M' 'M' 'M' 'M' 'M' 'U' 'M' 'U' 'U' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M'
 'M' 'M' 'U' 'M' 'M' 'M' 'M' 'U' 'A' 'M' 'M' 'M' 'U' 'M' 'M' 'M' 'U' 'M'
 'M' 'M' 'M' 'M' 'M' 'A' 'M' 'M' 'M' 'M' 'U' 'A' 'M' 'M' 'M' 'U' 'U' 'M'
 'M' 'M' 'M' 'M' 'U' 'M' 'U' 'M' 'U' 'U' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M'
 'M' 'U' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'A' 'U' 'M' 'M' 'U' 'M' 'U' 'M' 'M'
 'M' 'U' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'A' 'U' 'M' 'M' 'M' 'A' 'M']"
4001,0,170,5,165,28,0,0,,1,30,1.0,"['U' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'A' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M'
 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'U' 'U' 'M' 'M' 'U' 'M' 'A' 'M' 'M' 'M' 'M'
 'U' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'U' 'U' 'M' 'U' 'M' 'M' 'M' 'M' 'M' 'M'
 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'U' 'M'
 'M' 'U' 'M' 'M' 'U' 'M' 'M' 'M' 'M' 'M' 'U' 'M' 'M' 'M' 'M' 'M' 'M' 'M'
 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'U' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'U' 'M'
 'M' 'M' 'U' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'U' 'M' 'M' 'M' 'M' 'M'
 'M' 'M' 'M' 'M' 'M' 'A' 'M' 'U' 'M' 'M' 'M' 'U' 'M' 'U' 'M' 'U' 'U' 'M'
 'M' 'M' 'M' 'M' 'U' 'M' 'M' 'M' 'M' 'U' 'M' 'M' 'M' 'M' 'M' 'U' 'M' 'M'
 'M' 'U' 'M' 'U' 'M' 'M' 'M' 'M' 'U' 'A' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M'
 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'A' 'M' 'M' 'M' 'M' 'M' 'U']"
4201,0,181,3,178,17,0,0,,1,30,1.0,"['U' 'U' 'M' 'M' 'M' 'M' 'M' 'M' 'A' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M'
 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'U' 'M' 'M' 'M' 'M' 'A' 'M' 'M' 'M' 'M'
 'M' 'M' 'M' 'M' 'M' 'M' 'U' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M'
 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'U' 'M' 'M' 'M' 'M' 'U' 'M'
 'M' 'U' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M'
 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'U' 'U' 'M' 'M' 'M' 'M' 'M' 'M' 'U' 'M'
 'M' 'M' 'M' 'M' 'M' 'M' 'U' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M'
 'M' 'M' 'M' 'U' 'M' 'A' 'M' 'M' 'M' 'M' 'M' 'U' 'M' 'M' 'M' 'M' 'M' 'M'
 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'U' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M'
 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'U' 'M'
 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'U' 'M' 'M' 'M' 'U' 'M' 'M' 'M' 'M' 'M' 'M']"
4401,0,177,3,174,21,0,1,,1,30,1.0,"['U' 'U' 'M' 'M' 'M' 'M' 'M' 'M' 'A' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'U'
 'M' 'U' 'M' 'U' 'M' 'M' 'M' 'U' 'U' 'U' 'M' 'M' 'M' 'A' 'M' 'M' 'M' 'U'
 'U' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M'
 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'U' 'M' 'M' 'M' 'M' 'U' 'M'
 'M' 'U' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M'
 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'U' 'M' 'M' 'M' 'M' 'U' 'M'
 'M' 'M' 'M' 'M' 'M' 'M' 'U' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M'
 'M' 'M' 'M' 'M' 'M' 'A' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M'
 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'U' 'M' 'M' 'M' 'M'
 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'U' 'M' 'M' 'M' 'M' 'M'
 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'U' 'M' 'M' 'M' 'U' 'M' 'M' 'U' 'M' 'M' 'M']"
4601,0,178,1,177,20,0,0,,0,30,1.0,"['U' 'U' 'M' 'M' 'M' 'M' 'M' 'M' 'U' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'A'
 'M' 'M' 'M' 'U' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'U' 'M' 'M' 'M' 'U'
 'U' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M'
 'M' 'M' 'M' 'M' 'M' 'U' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M'
 'M' 'U' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M'
 'M' 'M' 'M' 'M' 'M' 'M' 'U' 'M' 'U' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M'
 'M' 'M' 'M' 'M' 'M' 'M' 'U' 'M' 'M' 'M' 'M' 'M' 'U' 'M' 'M' 'M' 'U' 'M'
 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'U' 'M' 'M' 'M' 'M' 'M'
 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'U' 'M' 'M' 'M' 'M'
 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'U' 'M' 'M' 'M' 'M' 'M'
 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'U' 'U' 'U' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M']"
4801,0,180,3,177,18,0,0,,0,30,1.0,"['U' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M'
 'M' 'M' 'M' 'U' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'U' 'M' 'M' 'U' 'M'
 'U' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'U' 'M' 'U' 'M' 'M'
 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M'
 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M'
 'M' 'M' 'M' 'M' 'M' 'M' 'U' 'M' 'A' 'M' 'M' 'M' 'M' 'M' 'M' 'U' 'U' 'M'
 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'A' 'M' 'M' 'M' 'U' 'M' 'M' 'M' 'M' 'M'
 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'U' 'M' 'M' 'M' 'M' 'A' 'M' 'U' 'M' 'M' 'M'
 'M' 'U' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M'
 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'U' 'M' 'M' 'U' 'M' 'M'
 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'U' 'M' 'U' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M']"
5001,0,183,2,181,15,1,0,,0,30,1.0,"['U' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'U' 'M' 'M' 'M' 'M' 'M' 'M' 'M'
 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'U' 'M' 'M' 'U' 'M'
 'U' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'A' 'M' 'M' 'M' 'M'
 'M' 'M' 'M' 'M' 'U' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'U' 'M'
 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M'
 'M' 'M' 'M' 'M' 'M' 'M' 'U' 'M' 'A' 'M' 'M' 'M' 'M' 'M' 'M' 'U' 'M' 'M'
 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'U' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M'
 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'U' 'M' 'M' 'M'
 'M' 'U' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M'
 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'U' 'M' 'M'
 'M' 'M' 'M' 'M' 'M' 'U' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'U' 'M' 'M' 'M' 'M']"
