Time Steps,Polymerase Count,Active Histone Count,Acetylated Histone Count,Methylated Histone Count,Unmodified Histone Count,Noisy Changes Count,Enzyme Changes Count,Chromatine Array,A in gene
1,0,113,83,30,85,0,1,"['A' 'A' 'U' 'A' 'U' 'U' 'U' 'A' 'A' 'U' 'U' 'U' 'U' 'A' 'A' 'U' 'U' 'A'
 'U' 'U' 'A' 'A' 'U' 'A' 'U' 'A' 'U' 'U' 'A' 'U' 'U' 'U' 'U' 'U' 'A' 'U'
 'U' 'A' 'U' 'A' 'A' 'U' 'U' 'A' 'A' 'U' 'U' 'A' 'A' 'A' 'A' 'U' 'A' 'A'
 'A' 'U' 'U' 'A' 'A' 'A' 'U' 'A' 'U' 'A' 'A' 'M' 'M' 'M' 'M' 'M' 'M' 'M'
 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M'
 'M' 'M' 'M' 'M' 'M' 'U' 'U' 'U' 'U' 'A' 'U' 'A' 'A' 'A' 'U' 'A' 'A' 'A'
 'A' 'U' 'A' 'U' 'A' 'U' 'U' 'U' 'A' 'U' 'A' 'U' 'A' 'A' 'U' 'A' 'U' 'U'
 'U' 'U' 'A' 'A' 'A' 'A' 'U' 'A' 'A' 'U' 'A' 'U' 'U' 'U' 'U' 'U' 'U' 'U'
 'A' 'A' 'U' 'U' 'U' 'A' 'U' 'A' 'A' 'A' 'A' 'A' 'U' 'A' 'U' 'U' 'A' 'U'
 'U' 'U' 'U' 'A' 'A' 'U' 'U' 'A' 'U' 'U' 'U' 'A' 'A' 'U' 'U' 'A' 'A' 'A'
 'A' 'A' 'A' 'A' 'U' 'U' 'A' 'U' 'A' 'U' 'A' 'U' 'A' 'U' 'A' 'U' 'A' 'A']",4.0
101,0,118,80,38,80,1,0,"['A' 'A' 'M' 'A' 'U' 'U' 'U' 'A' 'A' 'U' 'M' 'U' 'A' 'A' 'A' 'U' 'M' 'A'
 'U' 'M' 'A' 'U' 'U' 'A' 'U' 'U' 'U' 'U' 'U' 'U' 'U' 'U' 'U' 'U' 'A' 'U'
 'U' 'U' 'U' 'A' 'A' 'U' 'U' 'A' 'A' 'U' 'U' 'A' 'A' 'A' 'A' 'U' 'A' 'A'
 'A' 'U' 'U' 'A' 'A' 'A' 'U' 'A' 'U' 'A' 'A' 'M' 'M' 'M' 'M' 'M' 'M' 'M'
 'M' 'M' 'M' 'U' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M'
 'M' 'M' 'M' 'M' 'M' 'U' 'A' 'U' 'U' 'A' 'U' 'A' 'A' 'A' 'A' 'A' 'A' 'A'
 'A' 'U' 'A' 'U' 'A' 'A' 'A' 'U' 'A' 'U' 'U' 'U' 'U' 'A' 'U' 'A' 'U' 'U'
 'U' 'U' 'U' 'A' 'A' 'A' 'U' 'A' 'A' 'U' 'A' 'U' 'U' 'U' 'M' 'A' 'U' 'U'
 'U' 'M' 'U' 'U' 'U' 'A' 'U' 'A' 'A' 'A' 'U' 'A' 'U' 'A' 'M' 'U' 'A' 'U'
 'U' 'U' 'U' 'A' 'A' 'A' 'A' 'A' 'U' 'U' 'U' 'A' 'A' 'U' 'U' 'A' 'U' 'A'
 'A' 'A' 'A' 'A' 'M' 'U' 'A' 'U' 'A' 'U' 'A' 'U' 'A' 'U' 'A' 'M' 'A' 'A']",4.0
201,0,135,92,43,63,0,0,"['A' 'U' 'M' 'A' 'M' 'U' 'A' 'A' 'A' 'U' 'M' 'U' 'U' 'A' 'A' 'U' 'M' 'A'
 'U' 'M' 'U' 'U' 'U' 'A' 'U' 'U' 'U' 'U' 'U' 'U' 'A' 'U' 'U' 'U' 'A' 'A'
 'M' 'U' 'A' 'A' 'A' 'U' 'U' 'A' 'U' 'A' 'U' 'A' 'A' 'A' 'A' 'U' 'A' 'U'
 'A' 'U' 'U' 'A' 'A' 'A' 'U' 'A' 'A' 'A' 'A' 'M' 'M' 'M' 'M' 'M' 'M' 'M'
 'M' 'M' 'M' 'U' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M'
 'M' 'M' 'M' 'M' 'M' 'A' 'A' 'U' 'U' 'A' 'U' 'A' 'A' 'A' 'A' 'U' 'U' 'A'
 'A' 'U' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'U' 'A' 'U' 'A' 'A' 'A' 'A' 'U' 'U'
 'U' 'A' 'U' 'A' 'A' 'A' 'U' 'A' 'U' 'U' 'A' 'M' 'A' 'U' 'M' 'A' 'A' 'M'
 'U' 'U' 'A' 'U' 'A' 'A' 'A' 'A' 'A' 'A' 'U' 'A' 'A' 'A' 'M' 'U' 'A' 'U'
 'U' 'U' 'A' 'A' 'A' 'A' 'A' 'A' 'U' 'M' 'U' 'A' 'A' 'U' 'U' 'A' 'A' 'A'
 'A' 'A' 'A' 'A' 'U' 'M' 'A' 'U' 'U' 'U' 'A' 'U' 'A' 'A' 'A' 'M' 'A' 'M']",3.0
301,0,138,94,44,60,0,0,"['A' 'U' 'M' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'M' 'A' 'U' 'A' 'A' 'U' 'M' 'A'
 'M' 'A' 'U' 'U' 'U' 'A' 'U' 'A' 'U' 'U' 'M' 'U' 'A' 'U' 'U' 'U' 'A' 'A'
 'M' 'M' 'A' 'U' 'A' 'U' 'A' 'A' 'U' 'U' 'U' 'A' 'A' 'A' 'A' 'U' 'A' 'U'
 'A' 'U' 'U' 'A' 'A' 'U' 'U' 'A' 'A' 'U' 'A' 'M' 'M' 'M' 'M' 'M' 'M' 'M'
 'U' 'U' 'U' 'U' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'M'
 'M' 'M' 'M' 'M' 'M' 'A' 'A' 'U' 'A' 'A' 'U' 'A' 'A' 'A' 'A' 'U' 'U' 'A'
 'A' 'M' 'A' 'U' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'U' 'U' 'U' 'A' 'A' 'U' 'U'
 'U' 'A' 'U' 'A' 'A' 'A' 'U' 'A' 'U' 'U' 'A' 'M' 'A' 'U' 'M' 'A' 'U' 'M'
 'A' 'A' 'A' 'U' 'A' 'U' 'A' 'A' 'A' 'A' 'U' 'A' 'A' 'A' 'M' 'A' 'A' 'A'
 'M' 'U' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'M' 'M' 'A' 'A' 'U' 'U' 'A' 'A' 'A'
 'A' 'A' 'A' 'U' 'U' 'M' 'A' 'U' 'U' 'U' 'A' 'U' 'A' 'U' 'U' 'M' 'A' 'M']",3.0
401,0,141,97,44,57,0,0,"['A' 'U' 'M' 'A' 'A' 'U' 'A' 'A' 'A' 'A' 'M' 'A' 'U' 'A' 'U' 'U' 'M' 'U'
 'M' 'A' 'M' 'M' 'U' 'A' 'A' 'A' 'M' 'U' 'M' 'U' 'A' 'A' 'U' 'A' 'A' 'A'
 'M' 'M' 'A' 'M' 'A' 'U' 'A' 'A' 'U' 'A' 'A' 'A' 'A' 'A' 'U' 'U' 'A' 'U'
 'A' 'U' 'U' 'A' 'U' 'U' 'A' 'A' 'A' 'M' 'A' 'M' 'M' 'M' 'M' 'M' 'M' 'M'
 'U' 'U' 'U' 'U' 'M' 'M' 'M' 'M' 'M' 'M' 'U' 'M' 'M' 'M' 'M' 'M' 'M' 'M'
 'M' 'M' 'M' 'M' 'M' 'A' 'A' 'A' 'A' 'A' 'U' 'A' 'A' 'A' 'A' 'U' 'U' 'A'
 'A' 'M' 'A' 'U' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'M' 'A' 'A' 'A' 'A' 'U' 'A'
 'A' 'U' 'U' 'A' 'A' 'A' 'U' 'U' 'U' 'A' 'A' 'A' 'A' 'A' 'M' 'A' 'U' 'M'
 'A' 'A' 'A' 'U' 'A' 'U' 'A' 'A' 'A' 'A' 'U' 'U' 'A' 'A' 'U' 'A' 'A' 'A'
 'M' 'U' 'U' 'A' 'A' 'A' 'A' 'U' 'U' 'U' 'U' 'A' 'A' 'U' 'U' 'A' 'A' 'A'
 'A' 'A' 'A' 'U' 'U' 'M' 'A' 'U' 'U' 'U' 'A' 'U' 'A' 'U' 'A' 'M' 'U' 'U']",4.0
501,0,142,99,43,56,0,0,"['A' 'U' 'M' 'A' 'A' 'U' 'A' 'U' 'A' 'A' 'M' 'A' 'U' 'A' 'U' 'U' 'M' 'U'
 'M' 'A' 'M' 'U' 'U' 'A' 'A' 'U' 'M' 'M' 'M' 'U' 'A' 'A' 'U' 'U' 'A' 'U'
 'U' 'M' 'A' 'M' 'A' 'U' 'A' 'A' 'U' 'A' 'A' 'A' 'A' 'A' 'U' 'A' 'A' 'U'
 'A' 'A' 'A' 'A' 'U' 'U' 'A' 'A' 'A' 'M' 'A' 'M' 'M' 'M' 'M' 'M' 'M' 'M'
 'U' 'U' 'U' 'U' 'M' 'M' 'M' 'M' 'M' 'M' 'U' 'M' 'M' 'M' 'M' 'M' 'M' 'M'
 'M' 'M' 'M' 'M' 'M' 'A' 'A' 'A' 'A' 'A' 'U' 'A' 'A' 'A' 'A' 'U' 'U' 'A'
 'A' 'M' 'A' 'U' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'M' 'A' 'A' 'U' 'A' 'M' 'A'
 'A' 'U' 'U' 'A' 'U' 'A' 'U' 'U' 'U' 'A' 'A' 'A' 'A' 'A' 'M' 'A' 'U' 'M'
 'A' 'A' 'A' 'U' 'A' 'U' 'A' 'A' 'A' 'A' 'A' 'U' 'A' 'A' 'U' 'A' 'A' 'A'
 'U' 'U' 'A' 'A' 'A' 'A' 'A' 'U' 'A' 'U' 'U' 'A' 'A' 'U' 'U' 'A' 'A' 'A'
 'A' 'A' 'A' 'U' 'U' 'M' 'A' 'U' 'U' 'U' 'A' 'A' 'A' 'U' 'A' 'M' 'A' 'U']",4.0
601,0,141,99,42,57,0,0,"['A' 'U' 'M' 'U' 'A' 'U' 'A' 'A' 'A' 'A' 'U' 'A' 'U' 'A' 'A' 'U' 'U' 'U'
 'M' 'A' 'M' 'U' 'A' 'A' 'A' 'U' 'M' 'M' 'U' 'U' 'A' 'A' 'U' 'M' 'A' 'U'
 'U' 'M' 'A' 'M' 'A' 'U' 'A' 'A' 'U' 'A' 'A' 'A' 'A' 'A' 'U' 'U' 'A' 'U'
 'A' 'A' 'A' 'A' 'A' 'U' 'A' 'A' 'A' 'M' 'A' 'M' 'M' 'M' 'M' 'M' 'M' 'M'
 'U' 'U' 'U' 'U' 'M' 'M' 'M' 'M' 'M' 'M' 'U' 'M' 'M' 'M' 'M' 'M' 'M' 'M'
 'U' 'M' 'M' 'M' 'M' 'A' 'A' 'A' 'A' 'A' 'U' 'A' 'U' 'U' 'A' 'U' 'U' 'A'
 'A' 'M' 'A' 'U' 'A' 'A' 'U' 'A' 'A' 'U' 'A' 'M' 'A' 'A' 'U' 'A' 'A' 'U'
 'A' 'A' 'U' 'A' 'U' 'U' 'U' 'A' 'U' 'A' 'A' 'A' 'A' 'A' 'M' 'A' 'U' 'M'
 'A' 'A' 'A' 'A' 'A' 'A' 'U' 'A' 'A' 'A' 'A' 'U' 'U' 'A' 'U' 'A' 'A' 'A'
 'A' 'U' 'A' 'A' 'A' 'A' 'M' 'U' 'A' 'U' 'U' 'A' 'A' 'M' 'U' 'A' 'A' 'A'
 'A' 'U' 'A' 'U' 'U' 'M' 'A' 'U' 'A' 'M' 'A' 'A' 'A' 'U' 'A' 'M' 'A' 'A']",4.0
701,0,138,94,44,60,0,1,"['A' 'U' 'M' 'A' 'U' 'A' 'A' 'A' 'A' 'U' 'A' 'A' 'M' 'A' 'A' 'U' 'U' 'U'
 'M' 'A' 'M' 'M' 'A' 'A' 'U' 'U' 'M' 'M' 'A' 'U' 'A' 'A' 'U' 'M' 'A' 'M'
 'U' 'M' 'U' 'M' 'A' 'U' 'U' 'A' 'U' 'A' 'A' 'A' 'A' 'A' 'U' 'A' 'A' 'U'
 'U' 'A' 'A' 'U' 'A' 'A' 'A' 'A' 'A' 'M' 'A' 'U' 'M' 'M' 'M' 'M' 'M' 'M'
 'U' 'U' 'U' 'U' 'M' 'M' 'M' 'M' 'M' 'M' 'U' 'M' 'M' 'M' 'M' 'M' 'M' 'M'
 'U' 'M' 'M' 'U' 'M' 'A' 'A' 'A' 'A' 'U' 'U' 'A' 'U' 'A' 'A' 'A' 'U' 'A'
 'A' 'U' 'A' 'U' 'A' 'A' 'U' 'A' 'A' 'U' 'A' 'M' 'A' 'A' 'M' 'A' 'A' 'U'
 'A' 'U' 'U' 'A' 'U' 'M' 'U' 'A' 'U' 'A' 'A' 'A' 'A' 'A' 'M' 'A' 'A' 'M'
 'A' 'A' 'A' 'U' 'A' 'A' 'U' 'A' 'A' 'M' 'U' 'U' 'A' 'A' 'U' 'A' 'A' 'A'
 'A' 'U' 'A' 'A' 'A' 'A' 'M' 'U' 'U' 'U' 'U' 'A' 'A' 'M' 'U' 'U' 'A' 'A'
 'A' 'U' 'A' 'A' 'U' 'M' 'A' 'U' 'A' 'M' 'A' 'A' 'U' 'U' 'A' 'U' 'U' 'A']",4.0
801,0,147,94,53,51,0,0,"['A' 'U' 'M' 'A' 'U' 'A' 'A' 'A' 'A' 'U' 'A' 'A' 'M' 'A' 'A' 'U' 'M' 'A'
 'M' 'A' 'M' 'M' 'M' 'A' 'U' 'U' 'M' 'M' 'A' 'A' 'A' 'A' 'U' 'M' 'U' 'M'
 'U' 'M' 'U' 'M' 'A' 'A' 'U' 'A' 'M' 'A' 'A' 'A' 'A' 'A' 'U' 'A' 'A' 'U'
 'U' 'A' 'U' 'M' 'A' 'A' 'A' 'A' 'A' 'M' 'A' 'M' 'M' 'M' 'M' 'M' 'M' 'M'
 'U' 'U' 'U' 'U' 'M' 'M' 'M' 'M' 'M' 'U' 'U' 'M' 'M' 'M' 'M' 'M' 'M' 'U'
 'M' 'M' 'M' 'M' 'M' 'A' 'A' 'A' 'A' 'U' 'U' 'A' 'M' 'U' 'A' 'A' 'A' 'A'
 'A' 'U' 'A' 'U' 'A' 'A' 'U' 'A' 'A' 'U' 'A' 'M' 'U' 'A' 'M' 'A' 'A' 'U'
 'A' 'U' 'A' 'A' 'U' 'M' 'A' 'A' 'U' 'A' 'A' 'A' 'A' 'A' 'U' 'U' 'A' 'M'
 'A' 'A' 'A' 'U' 'A' 'A' 'U' 'A' 'A' 'M' 'U' 'U' 'A' 'A' 'U' 'A' 'A' 'A'
 'A' 'M' 'A' 'A' 'A' 'A' 'M' 'U' 'M' 'U' 'M' 'A' 'A' 'M' 'M' 'U' 'A' 'A'
 'A' 'A' 'A' 'A' 'U' 'M' 'U' 'U' 'A' 'M' 'A' 'A' 'U' 'U' 'U' 'U' 'A' 'A']",5.0
901,0,144,99,45,54,0,0,"['A' 'A' 'U' 'A' 'A' 'A' 'A' 'A' 'A' 'U' 'A' 'A' 'M' 'A' 'A' 'U' 'U' 'A'
 'M' 'A' 'M' 'M' 'U' 'A' 'A' 'U' 'M' 'U' 'A' 'A' 'A' 'A' 'A' 'U' 'U' 'M'
 'A' 'M' 'U' 'M' 'A' 'A' 'U' 'A' 'M' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'U'
 'A' 'A' 'U' 'M' 'A' 'A' 'A' 'A' 'A' 'M' 'A' 'U' 'U' 'M' 'M' 'M' 'M' 'M'
 'U' 'U' 'U' 'U' 'M' 'M' 'M' 'M' 'M' 'U' 'M' 'M' 'M' 'M' 'M' 'M' 'M' 'U'
 'M' 'M' 'M' 'M' 'M' 'A' 'A' 'A' 'A' 'U' 'U' 'A' 'M' 'U' 'A' 'A' 'A' 'A'
 'A' 'U' 'A' 'U' 'A' 'A' 'U' 'A' 'A' 'U' 'A' 'M' 'U' 'A' 'U' 'U' 'A' 'U'
 'A' 'U' 'A' 'U' 'U' 'M' 'A' 'A' 'M' 'A' 'A' 'A' 'A' 'A' 'U' 'U' 'A' 'U'
 'A' 'A' 'A' 'A' 'A' 'A' 'U' 'A' 'A' 'M' 'U' 'U' 'A' 'A' 'U' 'A' 'A' 'A'
 'A' 'M' 'U' 'U' 'A' 'A' 'U' 'M' 'M' 'U' 'M' 'A' 'A' 'U' 'U' 'U' 'A' 'A'
 'A' 'A' 'A' 'A' 'M' 'M' 'U' 'A' 'A' 'M' 'A' 'A' 'U' 'U' 'U' 'U' 'A' 'A']",5.0
