F,Average_M_A_ratio
0.1,0.1452817139994776
0.11,0.15732988759225505
0.12,0.15377522781467437
0.13,0.15873733981330324
0.13999999999999999,0.15911866532644808
0.14999999999999997,0.16957811302265996
0.15999999999999998,0.15760775485774853
0.16999999999999998,0.1549768729207437
0.17999999999999997,0.1583034085399633
0.18999999999999995,0.17143360097638174
0.19999999999999996,0.14966462574397676
0.20999999999999996,0.16477261785733593
0.21999999999999995,0.15133015176933595
0.22999999999999995,0.164276916670921
0.23999999999999994,0.166842679697937
0.24999999999999992,0.16921800336175197
0.2599999999999999,0.15035373373027225
0.2699999999999999,0.16586538703365472
0.2799999999999999,0.17099192508487948
0.2899999999999999,0.19051167422017995
0.29999999999999993,0.1686976961321626
0.30999999999999994,0.16259374115797534
0.3199999999999999,0.18362396722774962
0.32999999999999985,0.17060127019627572
0.33999999999999986,0.1711426561902899
0.34999999999999987,0.1784776968293795
0.3599999999999999,0.17304730105553215
0.3699999999999999,0.17387643835750088
0.3799999999999999,0.17695497868621915
0.3899999999999999,0.18115847658007345
0.3999999999999998,0.1618004062420609
0.4099999999999998,0.1763610943642459
0.4199999999999998,0.1720923912920177
0.4299999999999998,0.16014682808022535
0.43999999999999984,0.20460694283477562
0.44999999999999984,0.19717072063053495
0.45999999999999985,0.18375707309652398
0.46999999999999986,0.18561246654882013
0.47999999999999976,0.17600830147755125
0.48999999999999977,0.17390521901538913
0.4999999999999998,0.18030938545548014
0.5099999999999998,0.2203565492152561
0.5199999999999998,0.19284665825646066
0.5299999999999998,0.2063259001110804
0.5399999999999998,0.20458807841971174
0.5499999999999998,0.18877876112059486
0.5599999999999997,0.19704379832666705
0.5699999999999997,0.19581536444277584
0.5799999999999997,0.2064032145385982
0.5899999999999997,0.20145298851914933
0.5999999999999998,0.2037904032173176
0.6099999999999998,0.2000899450805135
0.6199999999999998,0.19289072163851426
0.6299999999999997,0.19593629079196676
0.6399999999999997,0.2010016513307351
0.6499999999999997,0.1915639122004562
0.6599999999999997,0.1997411972855866
0.6699999999999997,0.20613241009892685
0.6799999999999997,0.2253835316936308
0.6899999999999997,0.20687930992927647
0.6999999999999996,0.2019135189349373
0.7099999999999996,0.2238194240404438
0.7199999999999996,0.1921041689238566
0.7299999999999996,0.19633481722827892
0.7399999999999997,0.21416774848270106
0.7499999999999997,0.2131484620057695
0.7599999999999997,0.22497119394672171
0.7699999999999997,0.19822775170717802
0.7799999999999997,0.25329477208234324
0.7899999999999996,0.22663870770349276
0.7999999999999996,0.19782940476351799
0.8099999999999996,0.22736975503478404
0.8199999999999996,0.20744914321344884
0.8299999999999996,0.21094717357026715
0.8399999999999996,0.2462333803918702
0.8499999999999996,0.21291902393487347
0.8599999999999995,0.20742719866593856
0.8699999999999996,0.18857805307577044
0.8799999999999996,0.21785489594471344
0.8899999999999996,0.21083082239937767
0.8999999999999996,0.2167205028765056
0.9099999999999996,0.2199765037623519
0.9199999999999996,0.22217384161893172
0.9299999999999996,0.20847815429989217
0.9399999999999996,0.2455985989770643
0.9499999999999995,0.24529915640948527
0.9599999999999995,0.23331484568464966
0.9699999999999995,0.23246473219255934
0.9799999999999995,0.23088035120805844
0.9899999999999995,0.2256507313149744
0.9999999999999996,0.21317383840519705
1.0099999999999996,0.24031728485502568
1.0199999999999996,0.22690943246897158
1.0299999999999996,0.23511514611902512
1.0399999999999996,0.2396124292463114
1.0499999999999996,0.24950574322999552
1.0599999999999996,0.2362842113607335
1.0699999999999996,0.2360689245552351
1.0799999999999996,0.24094587232066533
1.0899999999999996,0.23753522579307834
1.0999999999999996,0.2237467079265089
1.1099999999999997,0.2728423694532958
1.1199999999999997,0.2759631609349158
1.1299999999999997,0.26129672184277714
1.1399999999999997,0.2534306872726432
1.1499999999999995,0.2935919821015473
1.1599999999999995,0.24056245533612422
1.1699999999999995,0.2569429723446401
1.1799999999999995,0.2474463971561126
1.1899999999999995,0.27696433178878355
1.1999999999999995,0.24650260832140375
1.2099999999999995,0.23005225775380864
1.2199999999999995,0.2920833367830903
1.2299999999999995,0.25642458613984564
1.2399999999999995,0.288527953212042
1.2499999999999996,0.2704027352171266
1.2599999999999996,0.27102991213411554
1.2699999999999996,0.2651498929737263
1.2799999999999996,0.2647490934406171
1.2899999999999996,0.31126812465082754
1.2999999999999994,0.2667575245295498
1.3099999999999994,0.28740053446447333
1.3199999999999994,0.257862664651532
1.3299999999999994,0.24835180721970554
1.3399999999999994,0.2663620833904976
1.3499999999999994,0.30744927506594205
1.3599999999999994,0.3001843014651124
1.3699999999999994,0.2655126130417229
1.3799999999999994,0.25972122053901364
1.3899999999999995,0.290510791533558
1.3999999999999995,0.24957923361678958
1.4099999999999995,0.2141386851310551
1.4199999999999995,0.29073479510650757
1.4299999999999995,0.2929729092949495
1.4399999999999995,0.28659756256565
1.4499999999999995,0.28752943922526464
1.4599999999999995,0.3075734092852519
1.4699999999999993,0.2974658195948228
1.4799999999999993,0.30755465224608153
1.4899999999999993,0.2898614822621794
1.4999999999999993,0.2807101442024211
1.5099999999999993,0.30363214335053246
1.5199999999999994,0.2919494498291938
1.5299999999999994,0.3116769338313157
1.5399999999999994,0.3382634151115329
1.5499999999999994,0.26941152106305516
1.5599999999999994,0.2786174522152752
1.5699999999999994,0.24894695356952815
1.5799999999999994,0.3137350939236795
1.5899999999999994,0.2885999195036752
1.5999999999999994,0.25617316918208266
1.6099999999999994,0.31616063202174716
1.6199999999999992,0.2813242113039067
1.6299999999999992,0.30576082888730965
1.6399999999999992,0.2842854545009098
1.6499999999999992,0.3035578688367543
1.6599999999999993,0.2540809025143526
1.6699999999999993,0.301738013885277
1.6799999999999993,0.2780444856351874
