Time Steps,Polymerase Count,Active Histone Count,Acetylated Histone Count,Methylated Histone Count,Unmodified Histone Count,Noisy Changes Count,Enzyme Changes Count
1,0,31,0,31,29,0,1
101,0,33,4,29,27,0,0
201,0,36,6,30,24,0,0
301,0,40,10,30,20,0,1
401,0,32,9,23,28,0,0
501,0,33,9,24,27,0,0
601,0,39,13,26,21,1,0
701,0,38,14,24,22,0,1
801,0,36,11,25,24,0,0
901,0,39,15,24,21,0,0
1001,0,34,12,22,26,1,0
1101,0,38,15,23,22,0,0
1201,0,32,13,19,28,1,0
1301,0,37,15,22,23,0,0
1401,0,37,13,24,23,0,0
1501,0,35,7,28,25,0,0
1601,0,36,8,28,24,0,1
1701,0,35,7,28,25,0,0
1801,0,42,12,30,18,1,0
1901,0,33,11,22,27,0,1
2001,0,33,10,23,27,1,0
2101,0,33,13,20,27,0,0
2201,0,38,18,20,22,0,1
2301,0,36,21,15,24,0,1
2401,0,32,17,15,28,0,0
2501,0,32,15,17,28,0,0
2601,0,36,15,21,24,0,0
2701,0,40,17,23,20,0,0
2801,0,34,14,20,26,0,0
2901,0,38,15,23,22,0,0
3001,0,28,10,18,32,0,0
3101,0,31,11,20,29,0,0
3201,0,28,8,20,32,0,0
3301,0,30,10,20,30,0,1
3401,0,31,12,19,29,1,0
3501,0,36,9,27,24,1,0
3601,0,34,15,19,26,1,0
3701,0,32,14,18,28,1,0
3801,0,28,12,16,32,0,0
3901,0,37,21,16,23,0,0
4001,0,36,16,20,24,0,0
4101,0,34,13,21,26,0,1
4201,0,26,11,15,34,0,0
4301,0,36,16,20,24,0,0
4401,0,28,13,15,32,0,0
4501,0,35,20,15,25,0,0
4601,0,34,21,13,26,0,0
4701,0,41,23,18,19,0,1
4801,0,36,24,12,24,0,1
4901,0,35,25,10,25,1,0
5001,0,35,26,9,25,0,0
5101,0,34,25,9,26,0,0
5201,0,33,24,9,27,0,0
5301,0,32,25,7,28,0,0
5401,0,29,24,5,31,0,0
5501,0,33,28,5,27,1,0
5601,0,34,29,5,26,0,0
5701,0,37,29,8,23,0,0
5801,0,35,25,10,25,0,0
5901,0,37,22,15,23,0,0
6001,0,37,20,17,23,0,0
6101,0,43,22,21,17,0,1
6201,0,41,22,19,19,0,0
6301,0,40,21,19,20,0,1
6401,0,35,17,18,25,0,1
6501,0,29,14,15,31,0,0
6601,0,27,15,12,33,0,0
6701,0,27,16,11,33,0,1
6801,0,39,23,16,21,0,0
6901,0,39,25,14,21,0,0
7001,0,33,19,14,27,0,0
7101,0,39,24,15,21,0,0
7201,0,39,24,15,21,0,0
7301,0,39,22,17,21,0,0
7401,0,33,22,11,27,0,1
7501,0,29,18,11,31,0,0
7601,0,27,19,8,33,0,0
7701,0,25,19,6,35,0,0
7801,0,27,16,11,33,0,0
7901,0,31,17,14,29,0,0
8001,0,37,24,13,23,0,0
8101,0,37,25,12,23,0,0
8201,0,31,26,5,29,0,0
8301,0,34,30,4,26,0,0
8401,0,42,37,5,18,0,1
8501,0,37,33,4,23,0,0
8601,0,47,42,5,13,0,0
8701,0,41,36,5,19,0,0
8801,0,44,36,8,16,0,0
8901,0,39,32,7,21,0,0
9001,0,42,33,9,18,0,0
9101,0,36,29,7,24,0,0
9201,0,27,18,9,33,0,1
9301,0,36,22,14,24,0,0
9401,0,32,23,9,28,0,0
9501,0,31,22,9,29,0,0
9601,0,29,22,7,31,0,0
9701,0,32,20,12,28,0,1
9801,0,37,23,14,23,0,0
9901,0,36,24,12,24,0,0
10001,0,35,20,15,25,1,0
10101,0,38,20,18,22,0,0
10201,0,36,20,16,24,0,0
10301,0,34,19,15,26,0,0
10401,0,35,18,17,25,0,0
10501,0,33,16,17,27,0,0
10601,0,33,17,16,27,0,0
10701,0,35,18,17,25,0,0
10801,0,38,20,18,22,0,1
10901,0,38,22,16,22,0,0
11001,0,35,19,16,25,0,0
11101,0,35,24,11,25,0,0
11201,0,31,20,11,29,0,0
11301,0,28,17,11,32,1,0
11401,0,36,22,14,24,0,0
11501,0,34,19,15,26,0,0
11601,0,35,18,17,25,0,0
11701,0,31,21,10,29,1,0
11801,0,36,25,11,24,0,0
11901,0,33,21,12,27,0,0
12001,0,30,21,9,30,0,0
12101,0,36,26,10,24,0,0
12201,0,39,26,13,21,0,1
12301,0,37,23,14,23,0,0
12401,0,34,19,15,26,0,1
12501,0,36,17,19,24,0,1
12601,0,36,16,20,24,0,0
12701,0,37,18,19,23,0,0
12801,0,42,16,26,18,1,0
12901,0,43,15,28,17,0,0
13001,0,35,13,22,25,0,0
13101,0,37,11,26,23,0,0
13201,0,35,12,23,25,0,0
13301,0,40,17,23,20,0,0
13401,0,37,16,21,23,0,0
13501,0,36,12,24,24,0,0
13601,0,40,11,29,20,0,0
13701,0,35,11,24,25,0,0
13801,0,37,12,25,23,0,0
