LAMMPS data file via write_data, version 2 Aug 2023, timestep = 50411, units = real

100 atoms
3 atom types
99 bonds
2 bond types
98 angles
2 angle types
97 dihedrals
2 dihedral types

0 158.5 xlo xhi
0 158.5 ylo yhi
0 158.5 zlo zhi

Masses

1 14.02
2 14.02
3 14.02

Pair Coeffs # lj/cut

1 1 1
2 1 1
3 2 0.5

Bond Coeffs # harmonic

1 350 1.53
2 700 1.53

Angle Coeffs # harmonic

1 60 109.5
2 120 109.5

Dihedral Coeffs # multi/harmonic

1 1.73 -4.49 0.776 6.99 0
2 1.73 -4.49 0.776 6.99 0

Atoms # molecular

80 1 2 80.74801788954161 75.24231553574079 78.77040807727758 0 0 0
79 1 1 81.90954488106863 74.43366345043151 79.3108682808464 0 0 0
81 1 1 79.30868657058906 75.06583769702212 79.28449887081052 0 0 0
83 1 3 78.01372009340052 75.31926794774616 81.49981440893973 0 0 0
82 1 1 79.3670395319213 75.38505663793727 80.7748151082891 0 0 0
78 1 3 83.15111206652178 75.2647328651606 78.94800105182337 0 0 0
74 1 2 80.28525913677646 77.67824640828736 77.92587434569757 0 0 0
69 1 1 76.96959989934845 75.59510673903272 82.04581189292048 0 0 0
73 1 2 79.30354743599169 78.6850707030455 78.66817817225893 0 0 0
72 1 1 79.06869678012617 78.2417524321122 80.07873201159825 0 0 0
76 1 3 81.92206837211332 77.24894156547848 79.81435398462152 0 0 0
75 1 2 81.78954456699753 77.72947625389497 78.36224166590267 0 0 0
71 1 1 78.27261023595506 77.01302369450097 80.22414558728748 0 0 0
84 1 1 78.22123019433333 75.52486343121517 82.99072224707122 0 0 0
70 1 2 77.56479020276802 76.97001377474244 81.59071118405005 0 0 0
77 1 1 83.28039280144067 76.4692161920049 79.8760263051809 0 0 0
44 1 3 89.43950611728908 79.47950551153905 80.68119887208044 0 0 0
46 1 1 91.46992116639625 78.36611669134027 79.76591032829349 0 0 0
45 1 1 90.27275669487027 79.25687428237772 79.39583838732871 0 0 0
47 1 3 92.13152698415425 79.09204669395764 80.87737121556424 0 0 0
43 1 2 90.06165227766647 80.54420549208375 81.57549602361033 0 0 0
48 1 1 91.39257807237168 79.03735448791802 82.23103081573623 0 0 0
4 1 1 78.36866207248872 76.75695442682499 88.03303730429029 0 0 0
67 1 1 77.84435152559483 76.02740013987443 84.37572193227334 0 0 0
2 1 3 78.09570660477156 75.72158920688108 85.81434137338242 0 0 0
65 1 1 78.68108028581287 76.11871121935702 86.70558348800327 0 0 0
68 1 3 76.63634808724046 75.56695376094042 83.52913922252074 0 0 0
88 1 3 75.37941276843138 76.89740611952642 86.78525288580357 0 0 0
1 1 2 77.04926296073432 74.87929278625045 85.01321882134039 0 0 0
87 1 1 75.67235214474172 76.9543803734458 85.25824516397047 0 0 0
85 1 3 76.8734439765358 76.08031115972696 83.43811986263086 0 0 0
5 1 2 77.57207310705677 77.28923246050395 89.1894919193811 0 0 0
86 1 1 76.961720473216 76.29291422144337 84.93646829977784 0 0 0
